,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
0,-0.75,8.978,-3.49,-2.277,1.421
1,-0.74,8.97,-3.504,-2.285,1.423
2,-0.73,8.969,-3.505,-2.285,1.423
3,-0.72,8.969,-3.506,-2.286,1.423
4,-0.71,8.968,-3.507,-2.287,1.424
5,-0.7,8.967,-3.508,-2.288,1.424
6,-0.69,8.967,-3.509,-2.289,1.424
7,-0.68,8.966,-3.51,-2.29,1.425
8,-0.67,8.965,-3.511,-2.29,1.425
9,-0.66,8.965,-3.513,-2.291,1.425
10,-0.65,8.964,-3.514,-2.292,1.426
11,-0.64,8.963,-3.515,-2.293,1.426
12,-0.63,8.963,-3.516,-2.294,1.427
13,-0.62,8.962,-3.517,-2.294,1.427
14,-0.61,8.961,-3.518,-2.295,1.427
15,-0.6,8.961,-3.519,-2.296,1.428
16,-0.59,8.96,-3.52,-2.297,1.428
17,-0.58,8.959,-3.521,-2.298,1.428
18,-0.57,8.958,-3.522,-2.298,1.429
19,-0.56,8.958,-3.523,-2.299,1.429
20,-0.55,8.957,-3.524,-2.3,1.43
21,-0.54,8.956,-3.525,-2.301,1.43
22,-0.53,8.956,-3.526,-2.302,1.43
23,-0.52,8.955,-3.527,-2.303,1.431
24,-0.51,8.954,-3.528,-2.304,1.431
25,-0.5,8.954,-3.53,-2.305,1.431
26,-0.49,8.953,-3.531,-2.305,1.432
27,-0.48,8.952,-3.532,-2.306,1.432
28,-0.47,8.951,-3.533,-2.307,1.433
29,-0.46,8.951,-3.534,-2.308,1.433
30,-0.45,8.95,-3.535,-2.309,1.433
31,-0.44,8.949,-3.536,-2.309,1.434
32,-0.43,8.949,-3.537,-2.31,1.434
33,-0.42,8.948,-3.538,-2.311,1.434
34,-0.41,8.947,-3.539,-2.312,1.435
35,-0.4,8.947,-3.54,-2.313,1.435
36,-0.39,8.946,-3.541,-2.314,1.436
37,-0.38,8.945,-3.542,-2.314,1.436
38,-0.37,8.945,-3.543,-2.315,1.437
39,-0.36,8.944,-3.544,-2.316,1.437
40,-0.35,8.943,-3.546,-2.317,1.437
41,-0.34,8.942,-3.547,-2.318,1.438
42,-0.33,8.942,-3.548,-2.318,1.438
43,-0.32,8.941,-3.549,-2.319,1.438
44,-0.31,8.94,-3.55,-2.32,1.439
45,-0.3,8.94,-3.551,-2.321,1.439
46,-0.29,8.939,-3.552,-2.322,1.44
47,-0.28,8.938,-3.553,-2.322,1.44
48,-0.27,8.938,-3.554,-2.323,1.44
49,-0.26,8.937,-3.555,-2.324,1.441
50,-0.25,8.936,-3.556,-2.325,1.441
51,-0.24,8.936,-3.557,-2.326,1.441
52,-0.23,8.935,-3.558,-2.326,1.442
53,-0.22,8.934,-3.56,-2.327,1.442
54,-0.21,8.933,-3.561,-2.329,1.443
55,-0.2,8.933,-3.561,-2.33,1.444
56,-0.19,8.932,-3.561,-2.332,1.445
57,-0.18,8.931,-3.562,-2.333,1.446
58,-0.17,8.93,-3.563,-2.335,1.447
59,-0.16,8.929,-3.564,-2.336,1.447
60,-0.15,8.929,-3.565,-2.337,1.448
61,-0.14,8.928,-3.566,-2.338,1.448
62,-0.13,8.927,-3.567,-2.339,1.449
63,-0.12,8.926,-3.569,-2.341,1.45
64,-0.11,8.924,-3.57,-2.343,1.451
65,-0.1,8.923,-3.57,-2.347,1.452
66,-0.09,8.921,-3.571,-2.351,1.454
67,-0.08,8.92,-3.571,-2.355,1.456
68,-0.07,8.918,-3.572,-2.359,1.458
69,-0.06,8.916,-3.573,-2.363,1.46
70,-0.05,8.915,-3.573,-2.368,1.462
71,-0.04,8.913,-3.574,-2.372,1.464
72,-0.03,8.911,-3.574,-2.377,1.466
73,-0.02,8.91,-3.575,-2.38,1.468
74,-0.01,8.908,-3.576,-2.384,1.47
75,0.0,8.907,-3.576,-2.388,1.471
76,0.01,10.0,-0.001,-0.003,0.0
77,0.02,9.999,-0.002,-0.007,0.0
78,0.03,9.999,-0.003,-0.011,0.001
79,0.04,9.999,-0.005,-0.014,0.002
80,0.05,9.999,-0.006,-0.017,0.002
81,0.06,9.999,-0.008,-0.02,0.002
82,0.07,9.999,-0.009,-0.023,0.003
83,0.08,9.999,-0.01,-0.025,0.003
84,0.09,9.999,-0.011,-0.026,0.004
85,0.1,9.999,-0.013,-0.027,0.004
86,0.11,9.999,-0.014,-0.028,0.005
87,0.12,9.999,-0.015,-0.029,0.005
88,0.13,9.999,-0.017,-0.03,0.005
89,0.14,9.999,-0.018,-0.03,0.006
90,0.15,9.999,-0.019,-0.03,0.006
91,0.16,9.999,-0.021,-0.03,0.006
92,0.17,9.999,-0.022,-0.03,0.006
93,0.18,9.999,-0.024,-0.031,0.006
94,0.19,9.999,-0.025,-0.032,0.006
95,0.2,9.999,-0.026,-0.034,0.006
96,0.21,9.999,-0.028,-0.036,0.006
97,0.22,9.999,-0.029,-0.037,0.006
98,0.23,9.999,-0.03,-0.039,0.006
99,0.24,9.999,-0.031,-0.04,0.006
100,0.25,9.999,-0.033,-0.042,0.006
101,0.26,9.999,-0.034,-0.044,0.006
102,0.27,9.999,-0.035,-0.046,0.006
103,0.28,9.999,-0.036,-0.048,0.006
104,0.29,9.999,-0.037,-0.049,0.005
105,0.3,9.999,-0.039,-0.049,0.005
106,0.31,9.999,-0.04,-0.05,0.005
107,0.32,9.999,-0.041,-0.051,0.006
108,0.33,9.999,-0.042,-0.052,0.007
109,0.34,9.999,-0.043,-0.053,0.008
110,0.35,9.999,-0.044,-0.053,0.009
111,0.36,9.999,-0.045,-0.053,0.011
112,0.37,9.999,-0.046,-0.053,0.012
113,0.38,9.999,-0.048,-0.052,0.012
114,0.39,9.999,-0.049,-0.051,0.013
115,0.4,9.999,-0.05,-0.05,0.013
116,0.41,9.999,-0.051,-0.049,0.013
117,0.42,9.999,-0.053,-0.048,0.014
118,0.43,9.999,-0.054,-0.049,0.015
119,0.44,9.999,-0.055,-0.05,0.016
120,0.45,9.999,-0.056,-0.05,0.016
121,0.46,9.999,-0.056,-0.049,0.016
122,0.47,9.999,-0.058,-0.048,0.016
123,0.48,9.999,-0.059,-0.048,0.016
124,0.49,9.999,-0.06,-0.049,0.016
125,0.5,9.999,-0.061,-0.05,0.017
126,0.51,9.999,-0.063,-0.052,0.017
127,0.52,9.999,-0.065,-0.053,0.017
128,0.53,9.999,-0.066,-0.055,0.017
129,0.54,9.999,-0.067,-0.056,0.015
130,0.55,9.999,-0.068,-0.059,0.014
131,0.56,9.999,-0.07,-0.062,0.013
