,ts,error
0,-0.28,1040
1,0.05,1024
2,0.14,1040
3,0.46,1024
4,0.55,1040
5,0.62,1024
6,0.65,1040
7,0.68,1024
8,1.01,1040
9,1.08,1024
10,1.1,1040
11,1.24,1024
12,1.33,1040
13,1.48,1024
14,1.6,1040
15,1.78,1024
16,1.89,1040
17,1.94,1024
18,2.02,1040
19,2.03,1024
20,2.1,1040
21,2.21,1024
22,2.3,1040
23,2.35,1024
24,2.48,1040
25,2.53,1024
26,2.55,1040
27,2.56,1024
28,2.66,1040
29,2.75,1024
30,3.16,1040
31,3.2,1024
32,3.25,1040
33,3.26,1024
34,3.35,1040
35,3.47,1024
36,3.48,1040
37,3.51,1024
38,3.68,1040
39,3.8,1024
40,3.96,1040
41,3.98,1024
42,4.02,1040
43,4.12,1024
44,4.16,1040
45,4.17,1024
46,4.2,1040
47,4.34,1024
48,4.47,1040
49,4.64,1024
50,4.71,1040
51,4.94,1024
52,5.1,1040
53,5.37,1024
54,5.38,1040
55,5.42,1024
56,5.46,1040
57,5.52,1024
58,5.57,1040
59,5.62,1024
60,5.69,1040
61,5.73,1024
62,5.8,1040
63,5.84,1024
64,5.95,1040
65,6.07,1024
66,6.19,1040
67,6.25,1024
68,6.29,1040
69,6.32,1024
70,6.33,1040
71,6.37,1024
72,6.4,1040
73,6.41,1024
74,6.43,1040
75,6.44,1024
76,6.5,1040
77,6.52,1024
78,6.559,3072
79,6.57,3088
80,6.58,3072
81,6.609,1024
82,6.66,1040
83,6.79,1024
84,6.85,1040
85,6.91,1024
86,6.93,1040
87,6.94,1024
88,6.99,1040
89,7.25,1024
90,7.28,1040
91,7.3,1024
92,7.31,1040
93,7.32,1024
94,7.34,1040
95,7.35,1024
96,7.37,1040
97,7.38,1024
98,7.41,1040
99,7.44,1024
100,7.47,1040
101,7.5,1024
102,7.56,1040
103,7.73,1024
104,7.76,1040
105,7.82,1024
106,7.92,1040
107,8.06,1024
108,8.09,1040
109,8.119,3088
110,8.13,3072
111,8.149,1024
112,8.15,1040
113,8.2,1024
114,8.22,1040
115,8.25,1024
116,8.269,3072
117,8.27,3088
118,8.3,3072
119,8.309,1024
120,8.39,1040
121,8.43,1024
122,8.44,1040
123,8.45,1024
124,8.47,1040
125,8.51,1024
126,8.55,1040
127,8.639,3088
128,8.679,1040
129,8.85,1024
130,8.86,1040
131,8.87,1024
132,8.92,1040
133,8.95,1024
134,8.97,1040
135,8.98,1024
136,9.0,1040
137,9.01,1024
138,9.03,1040
139,9.04,1024
140,9.09,1040
141,9.11,1024
142,9.129,3072
143,9.169,1024
144,9.27,1040
145,9.36,1024
146,9.38,1040
147,9.39,1024
148,9.41,1040
149,9.42,1024
150,9.44,1040
151,9.45,1024
152,9.469,3072
153,9.47,3088
154,9.48,3072
155,9.509,1024
156,9.52,1040
157,9.54,1024
158,9.56,1040
159,9.59,1024
160,9.6,1040
161,9.65,1024
162,9.66,1040
163,9.68,1024
164,9.73,1040
165,9.77,1024
166,9.8,1040
167,9.84,1024
168,9.89,1040
169,9.9,1024
170,9.92,1040
171,9.94,1024
172,9.99,1040
173,10.0,1024
174,10.02,1040
175,10.049,3088
176,10.109,1040
177,10.12,1024
178,10.14,1040
179,10.16,1024
180,10.18,1040
181,10.2,1024
182,10.22,1040
183,10.239,3088
184,10.24,3072
185,10.249,1024
186,10.26,1040
187,10.27,1024
188,10.339,3072
189,10.359,1024
190,10.39,1040
191,10.42,1024
192,10.43,1040
193,10.46,1024
194,10.47,1040
195,10.51,1024
196,10.54,1040
197,10.55,1024
198,10.57,1040
199,10.59,1024
200,10.62,1040
201,10.639,3088
202,10.64,3072
203,10.649,1024
204,10.66,1040
205,10.67,1024
206,10.72,1040
207,10.76,1024
208,10.79,1040
209,10.809,3088
210,10.85,3072
211,10.859,1024
212,10.87,1040
213,10.94,1024
214,10.95,1040
215,11.0,1024
216,11.01,1040
217,11.04,1024
218,11.079,3072
219,11.089,1024
220,11.15,1040
221,11.179,3088
222,11.189,1040
223,11.25,1024
224,11.29,1040
225,11.31,1024
226,11.319,3072
227,11.32,3088
228,11.339,1040
229,11.34,1024
230,11.39,1040
231,11.4,1024
232,11.42,1040
233,11.43,1024
234,11.46,1040
235,11.48,1024
236,11.54,1040
237,11.549,3088
238,11.55,3072
239,11.56,3088
240,11.57,3072
241,11.59,3088
242,11.599,1040
243,11.61,1024
244,11.62,1040
245,11.63,1024
246,11.64,1040
247,11.689,3088
248,11.72,3072
249,11.729,1024
250,11.84,1040
251,11.909,3088
252,11.92,3072
253,11.93,3088
254,11.98,3072
255,11.999,1024
256,12.0,1040
257,12.01,1024
258,12.09,1040
259,12.11,1024
260,12.14,1040
261,12.219,3088
262,12.22,3072
263,12.26,3088
264,12.3,3072
265,12.31,3088
266,12.33,3072
267,12.339,1024
268,12.35,1040
269,12.41,1024
270,12.46,1040
271,12.499,3088
272,12.54,3072
273,12.63,3088
274,12.64,3072
275,12.75,3088
276,12.85,3072
277,12.88,3088
278,12.909,1040
279,12.95,1024
280,12.99,1040
281,12.999,3088
282,13.02,3072
283,13.09,3088
284,13.159,1040
285,13.16,1024
286,13.17,1040
287,13.2,1024
288,13.24,1040
289,13.33,1024
290,13.39,1040
291,13.439,3088
292,13.44,3072
293,13.499,1024
294,13.52,1040
295,13.589,3088
296,13.72,3072
297,13.749,1024
298,13.77,1040
299,13.79,1024
300,13.839,3072
301,13.89,3088
302,13.92,3072
303,13.929,1024
304,13.93,1040
305,14.04,1024
306,14.09,1040
307,14.1,1024
308,14.109,3072
309,14.169,1024
310,14.23,1040
311,14.33,1024
312,14.34,1040
313,14.35,1024
314,14.37,1040
315,14.42,1024
316,14.43,1040
317,14.5,1024
318,14.509,3072
319,14.52,3088
320,14.539,1040
321,14.66,1024
322,14.669,3072
323,14.719,1024
324,14.809,3072
325,14.81,3088
326,14.82,3072
327,14.859,1024
328,14.88,1040
329,15.15,1024
330,15.16,1040
331,15.24,1024
332,15.35,1040
333,15.47,1024
334,15.48,1040
335,15.51,1024
336,15.619,3072
337,15.659,1024
338,15.749,3072
339,15.75,3088
340,15.819,1040
341,15.84,1024
342,15.97,1040
343,15.99,1024
344,15.999,3072
345,16.019,1024
346,16.17,1040
347,16.259,3088
348,16.26,3072
349,16.299,1024
350,16.389,3072
351,16.41,3088
352,16.429,1040
353,16.43,1024
