,ts,filtered_altitude_AGL,filtered_acceleration
0,-0.75,-0.282440185546875,-0.01925373077392578
1,-0.74,-0.282440185546875,-0.01925373077392578
2,-0.73,-0.11309814453125,-0.01925373077392578
3,-0.72,0.1376495361328125,-0.01925373077392578
4,-0.71,-0.03194427490234375,-0.01925373077392578
5,-0.7,-0.03194427490234375,-0.01925373077392578
6,-0.69,-0.03194427490234375,-0.01925373077392578
7,-0.68,-0.36521148681640625,-0.01925373077392578
8,-0.67,-0.36359405517578125,-0.01925373077392578
9,-0.66,-0.36521148681640625,-0.01925373077392578
10,-0.65,-0.36359405517578125,-0.01925373077392578
11,-0.64,-0.36359405517578125,-0.01925373077392578
12,-0.63,-0.36359405517578125,-0.01925373077392578
13,-0.62,-0.36359405517578125,-0.01925373077392578
14,-0.61,-0.36359405517578125,-0.01925373077392578
15,-0.6,-0.36180877685546875,-0.01925373077392578
16,-0.59,0.0552825927734375,-0.01925373077392578
17,-0.58,0.0552825927734375,-0.01925373077392578
18,-0.57,0.0552825927734375,-0.01925373077392578
19,-0.56,0.140838623046875,-0.01925373077392578
20,-0.55,0.0552825927734375,-0.01925373077392578
21,-0.54,0.0552825927734375,-0.01925373077392578
22,-0.53,0.0552825927734375,-0.01925373077392578
23,-0.52,0.0552825927734375,-0.01925373077392578
24,-0.51,0.05516815185546875,-0.01925373077392578
25,-0.5,0.05516815185546875,-0.01925373077392578
26,-0.49,0.05661773681640625,-0.01925373077392578
27,-0.48,0.140838623046875,-0.01925373077392578
28,-0.47,0.22621917724609375,-0.01925373077392578
29,-0.46,0.22621917724609375,-0.01925373077392578
30,-0.45,0.05661773681640625,-0.01925373077392578
31,-0.44,0.22621917724609375,-0.01925373077392578
32,-0.43,0.22621917724609375,-0.01925373077392578
33,-0.42,0.22621917724609375,-0.01925373077392578
34,-0.41,0.05591583251953125,-0.01925373077392578
35,-0.4,0.05591583251953125,-0.01925373077392578
36,-0.39,-0.02852630615234375,-0.01925373077392578
37,-0.38,-0.0285797119140625,-0.01925373077392578
38,-0.37,-0.02852630615234375,-0.01925373077392578
39,-0.36,0.05591583251953125,-0.01925373077392578
40,-0.35,-0.02852630615234375,-0.01925373077392578
41,-0.34,-0.02852630615234375,-0.01925373077392578
42,-0.33,-0.0268707275390625,-0.01925373077392578
43,-0.32,-0.0268707275390625,-0.01925373077392578
44,-0.31,-0.10883331298828125,-0.01925373077392578
45,-0.3,-0.10883331298828125,-0.01925373077392578
46,-0.29,-0.10883331298828125,-0.02888202667236328
47,-0.28,-0.3598480224609375,-0.02888202667236328
48,-0.27,-0.3598480224609375,-0.02888202667236328
49,-0.26,-0.3598480224609375,-0.02888202667236328
50,-0.25,-0.3598480224609375,-0.02888202667236328
51,-0.24,-0.3598480224609375,-0.03850841522216797
52,-0.23,-0.3598480224609375,-0.03850841522216797
53,-0.22,-0.10565948486328125,-0.02888202667236328
54,-0.21,-0.10565948486328125,-0.02888202667236328
55,-0.2,-0.10556793212890625,-0.02888202667236328
56,-0.19,-0.02252960205078125,-0.02888202667236328
57,-0.18,-0.10556793212890625,-0.01925373077392578
58,-0.17,-0.10556793212890625,-0.009627342224121094
59,-0.16,-0.10556793212890625,-0.009627342224121094
60,-0.15,-0.1023101806640625,0.0
61,-0.14,-0.1023101806640625,0.0
62,-0.13,-0.10210418701171875,0.019254684448242188
63,-0.12,-0.10186004638671875,0.03850841522216797
64,-0.11,-0.10210418701171875,0.20216846466064453
65,-0.1,-0.1023101806640625,0.5968790054321289
66,-0.09,-0.10210418701171875,0.6835231781005859
67,-0.08,-0.10210418701171875,1.5210790634155273
68,-0.07,-0.10210418701171875,9.261256217956543
69,-0.06,-1.939849853515625,22.16155242919922
70,-0.05,-2.0164718627929688,28.294002532958984
71,-0.04,-2.7839889526367188,41.675655364990234
72,-0.03,-2.7839889526367188,49.07888412475586
73,-0.02,-2.5757598876953125,52.766056060791016
74,-0.01,-2.5757598876953125,54.6529655456543
75,0.0,-2.5757598876953125,55.942996978759766
76,0.01,-2.5757598876953125,56.27031326293945
77,0.02,-2.5757598876953125,56.27031326293945
78,0.03,-2.23175048828125,56.27031326293945
79,0.04,-2.23175048828125,56.27031326293945
80,0.05,-2.0671234130859375,56.27031326293945
81,0.06,-2.0671234130859375,56.27031326293945
82,0.07,-2.0671234130859375,56.231807708740234
83,0.08,-2.23175048828125,56.231807708740234
84,0.09,-2.5646820068359375,56.231807708740234
85,0.1,-2.23175048828125,56.231807708740234
86,0.11,-2.5646820068359375,56.38583755493164
87,0.12,-2.5646820068359375,57.17526626586914
88,0.13,-2.5646820068359375,57.17526626586914
89,0.14,-2.5646820068359375,57.17526626586914
90,0.15,-2.4827804565429688,57.17526626586914
91,0.16,-2.4827804565429688,57.17526626586914
92,0.17,-2.23175048828125,56.81906509399414
93,0.18,-2.062652587890625,56.405094146728516
94,0.19,-1.7270736694335938,56.337711334228516
95,0.2,-1.7270736694335938,56.17404556274414
96,0.21,-1.7270736694335938,55.92374038696289
97,0.22,-1.64251708984375,55.78895950317383
98,0.23,-1.2223892211914062,55.55791091918945
99,0.24,-1.1378326416015625,55.17282485961914
100,0.25,-0.8868179321289062,55.14394760131836
101,0.26,-0.8868179321289062,55.07655715942383
102,0.27,-0.551239013671875,55.0187873840332
103,0.28,-0.46668243408203125,54.78774642944336
104,0.29,-0.13111114501953125,54.78774642944336
105,0.3,-0.13111114501953125,54.78774642944336
106,0.31,0.373565673828125,54.4507942199707
107,0.32,0.373565673828125,54.4507942199707
108,0.33,0.8756103515625,54.4507942199707
