,ts,error
142,25.189,4096
143,25.509,12288
144,25.879,4096
145,25.969,12288
146,26.139,4096
147,26.579,12288
148,26.819,4096
149,26.909,12288
150,26.959,4096
151,27.049,12288
152,27.239,4096
153,27.609,12288
154,27.789,4096
155,28.029,12288
156,28.059,4096
157,28.239,12288
158,28.349,4096
159,28.589,12288
160,28.629,4096
161,28.719,12288
162,28.729,4096
163,28.879,12288
164,28.889,4096
165,29.009,12288
166,29.029,4096
167,29.219,12288
168,29.249,4096
169,29.569,12288
170,29.589,4096
171,29.859,12288
172,29.959,4096
173,30.159,12288
174,30.249,4096
175,30.639,12288
176,30.709,4096
177,30.799,12288
178,30.889,4096
179,31.339,12288
180,31.519,4096
181,31.669,12288
182,31.729,4096
183,31.819,12288
184,31.849,4096
185,31.969,12288
186,32.209,4096
187,32.559,12288
188,32.589,4096
189,32.989,12288
190,33.319,4096
191,33.479,12288
192,33.599,4096
193,33.769,12288
194,33.779,4096
195,34.149,12288
196,34.179,4096
197,35.189,12288
198,35.369,4096
199,35.459,12288
200,35.509,4096
201,35.839,12288
202,35.879,4096
203,35.969,12288
204,36.179,4096
205,36.269,12288
206,36.309,4096
207,36.399,12288
208,36.529,4096
209,36.849,12288
210,36.909,4096
211,36.999,12288
212,37.039,4096
213,37.129,12288
214,37.199,4096
215,37.289,12288
216,37.829,4096
217,37.919,12288
218,37.939,4096
219,38.299,12288
220,38.339,4096
221,38.769,12288
222,39.219,4096
223,39.309,12288
224,39.399,4096
225,39.809,12288
226,40.009,4096
227,40.099,12288
228,40.139,4096
229,40.309,12288
230,40.379,4096
231,41.149,12288
232,41.379,4096
233,41.509,12288
234,41.639,4096
235,41.789,12288
236,41.879,4096
237,42.099,12288
238,42.249,4096
239,42.339,12288
240,42.429,4096
241,43.349,12288
242,43.379,4096
243,43.469,12288
244,44.279,4096
245,44.739,12288
246,44.789,4096
247,44.889,12288
248,45.379,4096
249,45.939,12288
250,46.419,4096
251,47.089,12288
252,47.339,4096
253,47.429,12288
254,47.619,4096
255,47.799,12288
256,47.849,4096
257,47.939,12288
258,48.089,4096
259,48.249,12288
260,48.609,4096
261,48.999,12288
262,49.349,4096
263,50.399,12288
264,50.799,4096
265,50.889,12288
266,50.939,4096
267,51.029,12288
268,51.069,4096
269,51.779,12288
270,52.229,4096
271,52.319,12288
272,52.369,4096
273,52.659,12288
274,52.669,4096
275,52.819,12288
276,52.889,4096
277,52.979,12288
278,53.369,4096
279,54.079,12288
280,54.299,4096
281,54.399,12288
282,54.599,4096
283,54.759,12288
284,54.879,4096
285,55.049,12288
286,55.509,4096
287,55.789,12288
288,55.849,4096
289,56.149,12288
290,56.459,4096
291,57.099,12288
292,57.689,4096
293,57.939,12288
294,57.959,4096
295,58.089,12288
296,58.149,4096
297,58.239,12288
298,58.559,4096
299,58.739,12288
300,59.119,4096
301,59.209,12288
302,59.259,4096
303,59.419,12288
304,59.469,4096
305,59.929,12288
306,60.099,4096
307,60.189,12288
308,60.429,4096
309,60.519,12288
310,60.639,4096
311,60.729,12288
312,60.779,4096
313,61.019,12288
314,61.039,4096
315,61.139,12288
316,61.179,4096
317,61.279,12288
318,61.479,4096
319,61.569,12288
320,61.609,4096
321,61.729,12288
322,62.249,4096
323,62.349,12288
324,62.389,4096
325,62.479,12288
326,62.619,4096
327,62.789,12288
328,63.869,4096
329,63.959,12288
330,63.999,4096
331,64.089,12288
332,64.149,4096
333,64.249,12288
334,64.289,4096
335,64.399,12288
336,64.409,4096
337,64.499,12288
338,65.089,4096
339,65.179,12288
340,65.219,4096
341,65.309,12288
342,65.639,4096
343,65.729,12288
344,65.849,4096
345,65.939,12288
346,66.069,4096
347,66.219,12288
348,66.349,4096
349,66.439,12288
350,67.089,4096
351,67.179,12288
352,67.219,4096
353,67.449,12288
354,67.519,4096
355,67.609,12288
356,67.649,4096
357,67.739,12288
358,68.059,4096
359,68.149,12288
360,68.199,4096
361,68.289,12288
362,68.329,4096
363,68.419,12288
364,68.799,4096
365,68.889,12288
366,69.079,4096
367,69.349,12288
368,69.489,4096
369,69.579,12288
370,69.649,4096
371,69.739,12288
372,69.749,4096
373,69.839,12288
374,69.959,4096
375,70.119,12288
376,70.169,4096
377,70.379,12288
378,71.049,4096
379,71.139,12288
380,71.309,4096
381,71.399,12288
382,71.909,4096
383,72.009,12288
384,74.099,4096
385,74.189,12288
386,74.249,4096
387,74.339,12288
388,74.979,4096
389,75.069,12288
390,75.519,4096
391,75.609,12288
392,76.009,4096
393,76.099,12288
394,76.849,4096
395,76.939,12288
396,77.329,4096
397,77.419,12288
398,78.319,4096
399,78.409,12288
400,79.309,4096
401,79.399,12288
402,79.919,4096
403,80.009,12288
404,81.449,4096
405,81.539,12288
406,81.629,4096
407,81.719,12288
408,85.579,4096
409,85.669,12288
410,88.899,4096
411,88.989,12288
412,89.669,4096
413,89.759,12288
414,91.219,4096
415,91.309,12288
416,93.139,4096
417,93.229,12288
418,93.539,4096
419,93.629,12288
420,94.009,4096
421,94.129,12288
422,94.659,4096
423,94.749,12288
424,98.279,4096
425,98.369,12288
426,98.499,4096
427,98.589,12288
428,100.749,4096
429,100.839,12288
430,101.599,4096
431,101.759,12288
432,102.619,4096
433,102.709,12288
434,104.389,4096
435,104.489,12288
436,105.569,4096
437,105.659,12288
438,106.559,4096
439,106.649,12288
440,106.749,4096
441,106.839,12288
442,108.029,4096
443,108.119,12288
444,114.159,4096
445,114.249,12288
446,116.909,4096
447,117.089,12288
448,117.219,4096
449,117.309,12288
450,117.609,4096
451,117.699,12288
452,119.469,4096
453,119.559,12288
454,125.839,4096
455,125.929,12288
456,129.089,4096
457,129.179,12288
458,129.529,4096
459,129.619,12288
460,132.499,4096
461,132.659,12288
462,133.159,4096
463,133.249,12288
464,135.869,4096
465,135.959,12288
466,136.459,4096
467,136.549,12288
468,138.599,4096
469,138.699,12288
470,139.139,4096
471,139.319,12288
472,139.669,4096
473,139.759,12288
474,141.239,4096
475,141.329,12288
476,141.839,4096
477,141.929,12288
478,142.099,4096
479,142.189,12288
480,144.549,4096
481,144.639,12288
482,145.529,4096
483,145.619,12288
484,151.509,4096
485,151.889,12288
486,151.969,4096
487,152.909,12288
488,153.059,4096
489,153.149,12288
490,153.169,4096
491,153.259,12288
492,155.489,4096
493,155.579,12288
494,155.649,4096
495,155.739,12288
496,155.979,4096
497,156.449,12288
498,156.539,4096
499,156.619,12288
500,156.749,4096
501,157.099,12288
502,157.299,4096
503,157.619,12288
504,157.849,4096
505,158.289,12288
506,158.309,4096
507,158.679,12288
508,158.719,4096
509,159.079,12288
510,159.099,4096
511,159.189,12288
512,159.209,4096
513,159.299,12288
514,159.329,4096
515,159.419,12288
516,159.559,4096
517,159.659,12288
518,159.679,4096
519,159.789,12288
520,159.869,4096
521,160.359,12288
522,160.629,4096
523,160.729,12288
524,160.869,4096
525,160.959,12288
526,161.739,4096
527,161.829,12288
528,162.019,4096
529,162.109,12288
530,162.139,4096
531,162.229,12288
532,162.529,4096
533,162.619,12288
534,162.699,4096
535,162.789,12288
536,162.969,4096
537,163.139,12288
538,163.199,4096
539,163.329,12288
540,163.579,4096
541,163.889,12288
542,163.919,4096
543,164.299,12288
544,164.309,4096
545,164.399,12288
546,164.429,4096
547,164.959,12288
548,165.039,4096
549,165.249,12288
550,165.439,4096
551,165.589,12288
552,165.679,4096
553,165.759,12288
554,166.709,4096
555,166.799,12288
556,166.869,4096
557,167.419,12288
558,167.599,4096
559,167.889,12288
560,169.829,4096
561,169.919,12288
562,171.359,4096
563,171.459,12288
564,172.879,4096
565,173.009,12288
566,173.269,4096
567,173.359,12288
568,175.339,4096
569,175.429,12288
570,176.539,4096
571,176.629,12288
572,177.369,4096
573,177.459,12288
574,178.819,4096
575,178.959,12288
576,183.649,4096
577,183.739,12288
578,184.399,4096
579,184.489,12288
580,184.729,4096
581,184.889,12288
582,190.159,4096
583,190.249,12288
584,190.409,4096
585,190.669,12288
586,191.179,4096
587,191.269,12288
588,194.769,4096
589,194.859,12288
590,196.909,4096
591,196.999,12288
592,197.159,4096
593,197.339,12288
594,199.689,4096
595,199.779,12288
596,200.469,4096
597,200.559,12288
598,201.979,4096
599,202.069,12288
600,202.189,4096
601,202.279,12288
602,202.289,4096
603,202.379,12288
604,204.699,4096
605,204.789,12288
606,205.139,4096
607,205.229,12288
608,205.819,4096
609,205.909,12288
610,205.949,4096
611,206.039,12288
612,206.069,4096
613,206.159,12288
614,206.859,4096
615,206.959,12288
616,207.419,4096
617,207.509,12288
618,208.049,4096
619,208.139,12288
620,216.479,4096
621,216.639,12288
622,216.959,4096
623,217.049,12288
624,218.649,4096
625,218.739,12288
626,220.339,4096
627,220.429,12288
628,220.649,4096
629,220.739,12288
630,220.939,4096
631,221.079,12288
632,222.779,4096
633,222.869,12288
634,224.109,4096
635,224.199,12288
636,230.529,4096
637,230.619,12288
638,239.599,4096
639,239.689,12288
640,240.009,4096
641,240.019,12288
642,240.049,4096
643,240.349,12288
644,240.419,4096
645,245.459,12288
646,245.469,4096
647,258.549,4224
648,258.569,4096
649,259.469,12288
650,259.479,4096
651,261.779,4224
652,261.829,4096
653,264.199,12288
654,264.259,4096
655,268.769,4224
656,268.809,4096
657,271.299,4160
658,271.309,4096
659,272.429,12288
660,272.439,4096
661,276.119,12288
662,276.169,4096
663,277.849,4224
664,277.869,4096
665,278.259,12288
666,278.269,4096
667,278.489,12288
668,278.529,4096
669,280.669,12288
670,280.679,4096
671,280.879,12288
672,280.919,4096
673,281.399,12288
674,281.419,4096
675,281.699,12288
676,281.709,4096
677,282.579,12288
678,282.599,4096
679,283.749,12288
680,283.759,4096
681,287.249,12288
682,287.269,4096
683,287.359,4160
684,287.379,4096
685,290.149,4224
686,290.169,4096
687,293.769,12288
688,293.789,4096
689,295.809,4160
690,295.819,4096
691,297.859,12288
692,297.919,4096
693,298.569,12288
694,298.589,4096
695,299.719,12288
696,299.729,4096
697,300.519,12288
698,300.589,4096
699,302.339,12288
700,302.349,4096
701,302.439,12288
702,302.449,4096
703,309.839,4224
704,309.849,4096
705,317.369,4224
706,317.379,4096
707,318.879,12288
708,318.889,4096
709,319.289,12288
710,319.299,4096
711,319.479,12288
712,319.549,4096
713,319.829,4224
714,319.859,4096
715,319.959,12288
716,320.009,4096
717,322.659,4160
718,322.669,4096
719,324.439,12288
720,324.479,4096
721,325.819,4224
722,325.829,4096
723,326.889,4160
724,326.899,4096
725,327.409,4160
726,327.429,4096
727,328.139,12288
728,328.149,4096
729,328.339,4224
730,328.349,4096
731,334.349,4224
732,334.379,4096
733,335.779,4160
734,335.789,4096
735,338.669,4224
736,338.679,4096
737,339.029,12288
738,339.059,4096
739,342.049,4224
740,342.069,4096
741,343.019,4224
742,343.059,4096
743,344.179,12288
744,344.189,4096
745,346.129,4224
746,346.139,4096
747,347.609,4224
748,347.619,4096
749,351.309,4160
750,351.329,4096
751,356.209,4224
752,356.219,4096
753,356.759,4160
754,356.769,4096
755,358.169,4224
756,358.189,4096
757,358.419,12288
758,358.429,4096
759,360.099,4224
760,360.129,4096
761,360.529,4224
762,360.549,4096
763,361.969,4160
764,361.979,4096
765,362.329,12288
766,362.339,4096
767,362.789,4160
768,362.799,4096
769,363.199,4224
770,363.269,4096
771,367.169,12288
772,367.179,4096
773,368.759,12288
774,368.779,4096
775,369.449,4160
776,369.469,4096
777,370.519,12288
778,370.549,4096
779,370.869,4160
780,370.879,4288
781,370.889,4160
782,370.899,4096
783,372.319,4160
784,372.329,4096
785,377.599,4224
786,377.619,4096
787,378.319,4160
788,378.329,4096
789,380.399,4160
790,380.419,4096
791,380.769,4224
792,380.779,4096
793,381.289,4160
794,381.299,4096
795,381.389,4160
796,381.439,4096
797,384.919,4160
798,384.929,4096
799,385.419,4224
800,385.429,4096
801,385.679,4224
802,385.699,4096
803,388.079,4224
804,388.099,4096
805,388.269,12288
806,388.279,4096
807,392.239,4160
808,392.249,4096
809,393.279,4224
810,393.289,4096
811,393.939,4224
812,393.979,4096
813,395.249,4160
814,395.279,4096
815,396.689,12288
816,396.699,4096
817,399.389,4160
818,399.399,4096
819,400.249,4160
820,400.269,4096
821,400.549,4160
822,400.579,4096
823,400.679,4224
824,400.689,4096
825,400.889,4160
826,400.909,4096
827,401.139,12288
828,401.149,4096
829,401.999,4160
830,402.029,4096
831,403.979,12288
832,404.019,4096
833,404.439,4224
834,404.449,4096
835,406.089,12288
836,406.119,4096
837,406.869,4224
838,406.889,4096
839,409.249,4224
840,409.259,4096
841,409.709,12288
842,409.719,4096
843,409.939,4160
844,409.979,4096
845,412.509,12288
846,412.529,4096
847,413.569,12288
848,413.579,4096
849,414.069,4160
850,414.079,4096
851,415.169,12288
852,415.179,4096
853,415.509,12288
854,415.519,4096
855,415.889,4224
856,415.899,4096
857,418.919,4224
858,418.929,4096
859,419.079,4224
860,419.099,4096
861,421.169,4224
862,421.179,4096
863,426.919,4160
864,426.929,4096
865,428.919,12288
866,428.929,4096
867,429.929,4224
868,429.949,4096
869,430.559,4224
870,430.609,4096
871,431.659,12288
872,431.669,4096
873,431.729,4160
874,431.799,4096
875,431.819,4224
876,431.869,4096
877,432.259,4224
878,432.269,4096
879,432.949,12288
880,432.989,4096
881,434.239,4224
882,434.249,4096
883,434.929,12288
884,434.939,4096
885,435.309,4160
886,435.329,4096
887,435.849,4160
888,435.879,4096
889,436.229,4224
890,436.239,4096
891,436.379,4224
892,436.389,4096
893,438.089,4224
894,438.109,4096
895,438.529,12288
896,438.549,4096
897,440.209,12288
898,440.229,4096
899,440.349,4224
900,440.379,4096
901,441.449,4160
902,441.459,4096
903,441.529,4224
904,441.569,4096
905,441.779,12288
906,441.789,4096
907,442.489,4160
908,442.499,4096
909,442.569,4224
910,442.579,4096
911,443.809,4160
912,443.829,4096
913,445.839,4224
914,445.939,4096
915,448.049,12288
916,448.069,4096
917,448.519,4160
918,448.529,4096
919,448.689,4224
920,448.759,4096
921,448.789,4160
922,448.889,4096
923,449.469,12288
924,449.479,4096
925,450.349,4224
926,450.359,4096
927,453.379,12288
928,453.409,4096
929,454.059,4160
930,454.069,4096
931,455.009,4224
932,455.029,4096
933,455.799,4160
934,455.809,4096
935,456.289,4224
936,456.329,4096
937,456.419,4224
938,456.479,4096
939,456.729,4160
940,456.759,4096
941,458.179,4160
942,458.199,4096
943,460.769,12288
944,460.779,4096
945,460.969,4160
946,460.979,4096
947,461.009,12288
948,461.029,4096
949,462.129,4224
950,462.139,4096
951,462.839,12288
952,462.899,4096
953,463.129,12288
954,463.159,4096
955,463.169,4160
956,463.179,4096
957,464.009,12288
958,464.059,4096
959,464.779,12288
960,464.819,4096
961,464.839,4224
962,464.859,4096
963,466.039,4160
964,466.059,4096
965,467.469,4224
966,467.489,4096
967,468.239,12288
968,468.249,4096
969,470.109,12288
970,470.119,4096
971,470.209,12288
972,470.239,4096
973,470.789,12288
974,470.819,4096
975,471.079,12288
976,471.129,4096
977,471.589,4160
978,471.609,4288
979,471.619,4224
980,471.629,4096
981,472.029,12288
982,472.059,4096
983,474.009,12288
984,474.049,4096
985,474.169,4224
986,474.189,4096
987,474.579,4160
988,474.589,4096
989,475.239,4224
990,475.249,4096
991,475.889,12288
992,475.899,4096
993,476.069,12288
994,476.099,4096
995,477.289,12288
996,477.299,4096
997,477.709,12288
998,477.729,4096
999,477.939,4160
1000,477.979,4096
1001,479.089,4160
1002,479.139,4096
1003,480.449,12288
1004,480.479,4096
1005,480.649,4224
1006,480.669,4096
1007,482.909,4224
1008,482.939,4096
1009,484.669,4160
1010,484.689,4096
1011,485.819,12288
1012,485.839,4096
1013,487.209,4224
1014,487.249,4096
1015,487.849,12288
1016,487.869,4096
1017,487.999,12288
1018,488.009,4096
1019,488.499,4160
1020,488.519,4096
1021,488.659,12288
1022,488.679,4096
1023,489.219,12288
1024,489.249,4096
1025,490.429,4224
1026,490.449,4096
1027,490.719,12288
1028,490.759,4096
1029,491.759,4160
1030,491.769,4096
1031,492.589,12288
1032,492.629,4096
1033,492.829,4160
1034,492.869,4096
1035,493.249,4224
1036,493.319,4096
1037,494.889,12288
1038,494.949,4096
1039,495.039,12288
1040,495.049,4096
1041,495.149,12288
1042,495.159,4096
1043,495.999,4160
1044,496.009,4096
1045,496.619,12288
1046,496.629,4096
1047,496.829,12288
1048,496.859,4096
1049,497.719,12288
1050,497.749,4096
1051,498.009,4160
1052,498.029,4096
1053,498.179,12288
1054,498.189,4096
1055,498.859,12288
1056,498.869,4096
1057,500.009,4160
1058,500.029,4096
1059,501.069,12288
1060,501.099,4096
1061,501.189,12288
1062,501.289,4096
1063,501.379,12288
1064,501.389,4096
1065,501.789,12288
1066,501.809,4096
1067,504.679,12288
1068,504.729,4096
1069,504.959,12288
1070,504.989,4096
1071,505.339,4160
1072,505.349,4096
1073,505.829,4224
1074,505.839,4096
1075,505.969,4160
1076,506.009,4096
1077,506.399,12288
1078,506.439,4096
1079,506.719,12288
1080,506.739,4096
1081,507.199,12288
1082,507.279,4096
1083,508.419,12288
1084,508.449,4096
1085,509.839,12288
1086,509.849,4096
1087,510.729,12288
1088,510.739,4096
1089,510.859,12288
1090,510.869,4096
1091,512.769,12288
1092,512.789,4096
1093,513.509,4160
1094,513.549,4096
1095,513.579,12288
1096,513.589,4096
1097,513.999,12288
1098,514.029,4096
1099,514.279,12288
1100,514.299,4096
1101,514.379,4160
1102,514.399,4096
1103,514.739,12288
1104,514.749,4096
1105,515.879,12288
1106,515.889,4096
1107,515.979,12288
1108,515.999,4096
1109,516.759,12288
1110,516.769,4096
1111,517.839,12288
1112,517.899,4096
1113,518.839,12288
1114,518.869,4096
1115,518.959,12288
1116,518.969,4096
1117,519.119,4160
1118,519.139,4096
1119,520.029,12288
1120,520.049,4096
1121,521.329,12288
1122,521.369,4096
1123,522.129,12288
1124,522.219,4096
1125,522.559,12288
1126,522.609,4096
1127,522.699,12288
1128,522.709,4096
1129,523.009,4160
1130,523.019,4096
1131,523.169,4160
1132,523.209,4096
1133,523.369,12288
1134,523.379,4096
1135,523.519,4160
1136,523.529,4096
1137,524.179,12288
1138,524.259,12352
1139,524.269,4160
1140,524.269,4096
1141,526.379,12288
1142,526.409,4096
1143,527.599,4224
1144,527.609,4096
1145,527.799,4224
1146,527.809,4096
1147,528.479,12288
1148,528.489,4096
1149,531.099,4160
1150,531.109,4096
1151,532.219,4224
1152,532.239,4096
1153,532.699,12288
1154,532.709,4096
1155,534.019,12288
1156,534.039,4096
1157,534.609,4160
1158,534.619,4096
1159,535.089,12288
1160,535.099,4096
1161,535.189,12288
1162,535.199,4096
1163,535.879,4160
1164,535.919,4096
1165,536.469,12288
1166,536.499,4096
1167,537.219,12288
1168,537.249,4096
1169,537.979,4160
1170,538.009,4096
1171,538.779,12288
1172,538.809,4096
1173,539.279,12288
1174,539.289,4096
1175,539.709,12288
1176,539.719,4096
1177,539.919,12288
1178,539.999,4096
1179,543.219,12288
1180,543.259,4096
1181,544.129,12288
1182,544.139,4096
1183,544.849,12288
1184,544.889,4096
1185,545.639,12288
1186,545.649,4096
1187,546.439,12288
1188,546.449,4096
1189,547.029,12288
1190,547.049,4096
1191,550.359,12288
1192,550.399,4096
1193,550.529,12288
1194,550.539,4096
1195,551.489,12288
1196,551.519,4096
1197,552.739,12288
1198,552.759,4096
1199,553.819,12288
1200,553.879,4096
1201,553.989,12288
1202,554.019,4096
1203,554.389,12288
1204,554.409,4096
1205,554.529,12288
1206,554.549,4096
1207,554.969,4160
1208,554.999,4096
1209,555.489,12288
1210,555.519,4096
1211,556.109,12288
1212,556.219,4096
1213,556.819,12288
1214,556.849,4096
1215,557.219,12288
1216,557.249,4096
1217,557.619,12288
1218,557.649,4096
1219,557.799,12288
1220,557.819,4096
1221,557.929,12288
1222,557.989,4096
1223,558.989,4224
1224,558.999,4096
1225,559.189,12288
1226,559.219,4096
1227,560.189,12288
1228,560.259,4096
1229,560.909,12288
1230,561.029,4096
1231,561.169,12288
1232,561.189,4096
1233,561.409,12288
1234,561.439,4096
1235,562.229,12288
1236,562.249,4096
1237,562.979,12288
1238,562.989,4096
1239,563.489,12288
1240,563.499,4096
1241,563.599,12288
1242,563.609,4096
1243,564.119,12288
1244,564.179,4096
1245,564.389,12288
1246,564.409,4096
1247,564.809,12288
1248,564.829,4096
1249,565.769,12288
1250,565.779,4096
1251,566.299,12288
1252,566.339,4096
1253,567.029,12288
1254,567.049,4096
1255,567.209,12288
1256,567.229,4096
1257,567.809,4224
1258,567.819,4096
1259,568.329,4160
1260,568.349,4096
1261,569.589,12288
1262,569.599,4096
1263,569.809,12288
1264,569.839,4096
1265,570.199,12288
1266,570.219,4096
1267,570.739,12288
1268,570.779,4096
1269,571.109,12288
1270,571.219,4096
1271,571.369,12288
1272,571.399,4096
1273,571.539,12288
1274,571.549,4096
1275,571.999,12288
1276,572.039,4096
1277,572.829,12288
1278,572.869,4096
1279,573.309,12288
1280,573.319,4096
1281,573.529,12288
1282,573.539,4096
1283,573.719,12288
1284,573.799,4096
1285,575.249,12288
1286,575.319,4096
1287,575.779,4160
1288,575.799,4096
1289,575.899,4160
1290,575.909,4096
1291,576.069,12288
1292,576.079,4096
1293,576.719,12288
1294,576.779,4096
1295,577.109,4160
1296,577.119,4096
1297,578.069,12288
1298,578.089,4096
1299,580.409,12288
1300,580.449,4096
1301,581.459,12288
1302,581.489,4096
1303,582.139,12288
1304,582.149,4096
1305,582.579,12288
1306,582.589,4096
1307,582.759,12288
1308,582.789,4096
1309,583.089,12288
1310,583.109,4096
1311,583.329,12288
1312,583.379,4096
1313,583.529,12288
1314,583.559,4096
1315,583.649,12288
1316,583.689,4096
1317,584.639,12288
1318,584.689,4096
1319,585.269,12288
1320,585.319,4096
1321,585.529,4224
1322,585.539,4096
1323,585.589,12288
1324,585.619,4096
1325,585.899,12288
1326,585.919,4096
1327,586.009,12288
1328,586.019,4096
1329,586.429,12288
1330,586.479,4096
1331,586.679,4160
1332,586.689,4096
1333,586.799,12288
1334,586.819,4096
1335,586.979,12288
1336,587.039,4096
1337,588.679,12288
1338,588.699,4096
1339,589.369,12288
1340,589.379,4096
1341,591.149,12288
1342,591.169,4096
1343,591.239,4224
1344,591.269,4096
1345,592.049,12288
1346,592.069,4096
1347,592.229,12288
1348,592.239,4096
1349,593.139,12288
1350,593.309,4096
1351,594.069,12288
1352,594.129,4096
1353,595.479,12288
1354,595.499,4096
1355,595.849,12288
1356,595.889,4096
1357,596.029,12288
1358,596.039,4096
1359,596.179,12288
1360,596.209,4096
1361,596.479,12288
1362,596.509,4096
1363,596.649,12288
1364,596.659,4096
1365,597.239,12288
1366,597.269,4096
1367,597.629,12288
1368,597.659,4096
1369,598.129,12288
1370,598.149,4096
