,ts,height,velocity,acceleration
0,33763,0.19779229164123535,-0.14616899192333221,-0.29208865761756897
1,33773,0.19941070675849915,-0.14580543339252472,-0.2918686270713806
2,33783,0.20099858939647675,-0.14547601342201233,-0.29165118932724
3,33793,0.20255625247955322,-0.14518006145954132,-0.29143625497817993
4,33803,0.20408466458320618,-0.14478079974651337,-0.27761104702949524
5,33813,0.2055848091840744,-0.14441373944282532,-0.27740103006362915
6,33823,0.2070569545030594,-0.14407826960086823,-0.2771933972835541
7,33833,0.20849981904029846,-0.1440913826227188,-0.3087502121925354
8,33843,0.2087467610836029,-0.14514575898647308,-0.28594279289245605
9,33853,0.20897814631462097,-0.14620429277420044,-0.2858227789402008
10,33863,0.20797227323055267,-0.14856331050395966,-0.28578951954841614
11,33873,0.20696444809436798,-0.15089905261993408,-0.2857547700405121
12,33883,0.20778784155845642,-0.15126661956310272,-0.2855891287326813
13,33893,0.2085902988910675,-0.15165092051029205,-0.2854248285293579
14,33903,0.20753923058509827,-0.15399618446826935,-0.2853910028934479
15,33913,0.20832009613513947,-0.15437257289886475,-0.2852264940738678
16,33923,0.20908081531524658,-0.15476475656032562,-0.2850632667541504
17,33933,0.20982298254966736,-0.15490005910396576,-0.25767672061920166
18,33943,0.21054819226264954,-0.1550503671169281,-0.25751590728759766
19,33953,0.21181197464466095,-0.15462613105773926,-0.2573172450065613
20,33963,0.21366484463214874,-0.15344414114952087,-0.24346399307250977
21,33973,0.21549028158187866,-0.15230149030685425,-0.24322736263275146
22,33983,0.2221185714006424,-0.1462993025779724,-0.26534271240234375
23,33993,0.2286672741174698,-0.1402140110731125,-0.24209249019622803
24,34003,0.23574860394001007,-0.13362285494804382,-0.2414974868297577
25,34013,0.24335716664791107,-0.1263560801744461,-0.22272127866744995
26,34023,0.2593183219432831,-0.10998436063528061,-0.1897537112236023
27,34033,0.2763573229312897,-0.08617720007896423,0.46036970615386963
28,34043,0.293935090303421,-0.051206741482019424,1.5506445169448853
29,34053,0.3138972222805023,-0.009146209806203842,2.0466508865356445
30,34063,0.33575940132141113,0.049933094531297684,3.5999820232391357
31,34073,0.35784682631492615,0.13030362129211426,5.779450416564941
32,34083,0.3840016722679138,0.24186232686042786,8.567155838012695
33,34093,0.4132067859172821,0.3687587082386017,9.902999877929688
34,34103,0.4509446918964386,0.5189930200576782,11.47529411315918
35,34113,0.4930274486541748,0.6729865670204163,11.550416946411133
36,34123,0.5423800349235535,0.8413858413696289,12.388230323791504
37,34133,0.605056881904602,1.0223383903503418,12.410106658935547
38,34143,0.6159437298774719,1.1549699306488037,13.26314926147461
39,34153,0.6281600594520569,1.2882367372512817,13.326675415039062
40,34163,0.6417319774627686,1.4260863065719604,13.784957885742188
41,34173,0.6567064523696899,1.5687456130981445,14.26593017578125
42,34183,0.6731151938438416,1.7129477262496948,14.420204162597656
43,34193,0.6909870505332947,1.8613696098327637,14.842187881469727
44,34203,0.7103497385978699,2.0111074447631836,14.973775863647461
45,34213,0.7312134504318237,2.1615710258483887,15.04637336730957
46,34223,0.753583550453186,2.3123977184295654,15.082674026489258
47,34233,0.777492344379425,2.4693045616149902,15.690692901611328
48,34243,0.8029749989509583,2.627164363861084,15.785979270935059
49,34253,0.830062747001648,2.790332794189453,16.316862106323242
50,34263,0.8587978482246399,2.956632137298584,16.62994956970215
51,34273,0.8892039656639099,3.1245195865631104,16.788759231567383
52,34283,0.9213345050811768,3.301527500152588,17.700788497924805
53,34293,0.9552761912345886,3.486748218536377,18.522069931030273
54,34303,0.9910746216773987,3.6728763580322266,18.612821578979492
55,34313,1.0287387371063232,3.8598666191101074,18.699033737182617
56,34323,1.0682742595672607,4.047174453735352,18.73079490661621
57,34333,1.1096981763839722,4.237522602081299,19.03480339050293
58,34343,1.1530483961105347,4.432453632354736,19.49308967590332
59,34353,1.198378086090088,4.633419036865234,20.09657096862793
60,34363,1.2457475662231445,4.840419292449951,20.700056076049805
61,34373,1.2951992750167847,5.0498247146606445,20.94053840637207
62,34383,1.3467636108398438,5.262950897216797,21.312612533569336
63,34393,1.4004839658737183,5.481022834777832,21.80719566345215
64,34403,1.456398367881775,5.7017717361450195,22.07490348815918
65,34413,1.514534831047058,5.925424575805664,22.365304946899414
66,34423,1.5749088525772095,6.149259090423584,22.383451461791992
67,34433,1.6375211477279663,6.373094081878662,22.383451461791992
68,34443,1.7023718357086182,6.59692907333374,22.383451461791992
69,34453,1.7694607973098755,6.820764064788818,22.383451461791992
70,34463,1.8387881517410278,7.0445990562438965,22.383451461791992
71,34473,1.9103561639785767,7.268887519836426,22.4288272857666
72,34483,1.9841669797897339,7.493175983428955,22.4288272857666
73,34493,2.060220956802368,7.717464447021484,22.4288272857666
74,34503,2.1385178565979004,7.941752910614014,22.4288272857666
75,34513,2.2190661430358887,8.167765617370605,22.601247787475586
76,34523,2.3018746376037598,8.393778800964355,22.601247787475586
77,34533,2.3869433403015137,8.619791984558105,22.601247787475586
78,34543,2.4742720127105713,8.845805168151855,22.601247787475586
79,34553,2.5638608932495117,9.071819305419922,22.601247787475586
80,34563,2.6557047367095947,9.296789169311523,22.496889114379883
81,34573,2.7497875690460205,9.51962661743164,22.283628463745117
82,34583,2.846078634262085,9.738471031188965,21.88433265686035
83,34593,2.944556474685669,9.956907272338867,21.84349250793457
84,34603,3.0452163219451904,10.17488956451416,21.798120498657227
85,34613,3.1480553150177,10.392690658569336,21.779966354370117
86,34623,3.2530384063720703,10.603731155395508,21.1038875579834
87,34633,3.3601315021514893,10.814681053161621,21.094812393188477
