,ts,event,out_idx
0,34133,EV_LIFTOFF,0
1,36774,EV_MAX_V,255
2,39134,EV_CUSTOM_1,255
3,39473,EV_APOGEE,0
4,44133,EV_CUSTOM_2,255
5,47323,EV_POST_APOGEE,0
