,ts,id,Gx,Gy,Gz,Ax,Ay,Az
0,33762,IMU0,-25,-50,-1061,25,22,1
1,33762,IMU1,-5,-41,-1091,7,18,-7
2,33772,IMU0,-40,-48,-1068,17,18,9
3,33772,IMU1,-18,-46,-1104,-1,12,1
4,33782,IMU0,-20,-61,-1065,31,17,0
5,33782,IMU1,5,-58,-1097,9,11,-6
6,33792,IMU0,-43,-49,-1067,23,11,7
7,33792,IMU1,-22,-44,-1103,3,10,-3
8,33802,IMU0,-21,-54,-1061,29,13,5
9,33802,IMU1,1,-47,-1090,11,8,0
10,33812,IMU0,-38,-50,-1074,23,17,0
11,33812,IMU1,-11,-43,-1110,0,12,-7
12,33822,IMU0,-32,-64,-1061,20,16,8
13,33822,IMU1,-13,-59,-1094,5,8,2
14,33832,IMU0,-30,-38,-1067,22,27,1
15,33832,IMU1,-6,-36,-1100,11,14,-6
16,33842,IMU0,-35,-66,-1072,13,19,8
17,33842,IMU1,-13,-58,-1106,-1,10,1
18,33852,IMU0,-27,-41,-1060,30,26,1
19,33852,IMU1,-4,-39,-1096,12,18,-4
20,33862,IMU0,-35,-62,-1068,16,10,5
21,33862,IMU1,-13,-49,-1105,-2,9,-3
22,33872,IMU0,-30,-48,-1061,29,23,3
23,33872,IMU1,-5,-44,-1095,13,21,-1
24,33882,IMU0,-35,-49,-1072,11,14,1
25,33882,IMU1,-11,-40,-1107,-8,6,-5
26,33892,IMU0,-28,-59,-1058,32,25,7
27,33892,IMU1,-3,-59,-1091,14,14,0
28,33902,IMU0,-43,-31,-1071,17,7,2
29,33902,IMU1,-19,-26,-1105,1,3,-4
30,33912,IMU0,-14,-59,-1062,40,15,4
31,33912,IMU1,12,-51,-1091,24,16,-3
32,33922,IMU0,-24,-55,-1072,38,11,1
33,33922,IMU1,2,-46,-1108,26,12,-6
34,33932,IMU0,-22,-62,-1075,42,2,1
35,33932,IMU1,7,-49,-1112,18,4,-4
36,33942,IMU0,-47,-71,-1063,45,0,-2
37,33942,IMU1,-15,-63,-1108,17,2,-7
38,33952,IMU0,-46,-54,-1073,39,13,7
39,33952,IMU1,-12,-43,-1103,17,16,3
40,33962,IMU0,-34,-47,-1062,26,20,15
