,ts,height,velocity,acceleration,lower_bound,upper_bound
5412,53.829,32.966651916503906,-6.861540794372559,0.0038362934719771147,33.95860686167496,31.974696971332854
5413,53.839,32.910465240478516,-6.844610691070557,0.0041002919897437096,33.90242018564957,31.918510295307463
5414,53.849,32.84109878540039,-6.845816612243652,0.004080803133547306,33.83305373057144,31.84914384022934
5415,53.859,32.773582458496094,-6.844494342803955,0.004100828431546688,33.765537403667146,31.78162751332504
5416,53.869,32.711181640625,-6.836241245269775,0.004229167941957712,33.70313658579605,31.719226695453948
5417,53.879,32.65053176879883,-6.8257155418396,0.004393002483993769,33.64248671396988,31.658576823627776
5418,53.889,32.603172302246094,-6.797272205352783,0.0048368447460234165,33.595127247417146,31.61121735707504
5419,53.899,32.54250717163086,-6.787289619445801,0.004992106929421425,33.53446211680191,31.550552226459807
5420,53.909,32.48357009887695,-6.775097846984863,0.005181862041354179,33.475525044048005,31.4916151537059
5421,53.919,32.423885345458984,-6.76408052444458,0.00535323191434145,33.41584029063004,31.431930400287932
5422,53.929,32.365909576416016,-6.750890731811523,0.005558532662689686,33.35786452158707,31.373954631244963
5423,53.939,32.30961608886719,-6.73559045791626,0.0057967775501310825,33.30157103403824,31.317661143696135
5424,53.949,32.254981994628906,-6.718242168426514,0.00606699800118804,33.24693693979996,31.263027049457854
5425,53.959,32.21931838989258,-6.675351619720459,0.006736363284289837,33.21127333506363,31.227363444721526
5426,53.969,32.17100524902344,-6.650224685668945,0.007128008175641298,33.16296019419449,31.179050303852385
5427,53.979,32.10689926147461,-6.646897315979004,0.007178898900747299,33.09885420664566,31.114944316303557
5428,53.989,32.04454803466797,-6.641233921051025,0.007266282103955746,33.03650297983902,31.052593089496916
5429,53.999,31.98063087463379,-6.637771129608154,0.007319266442209482,32.97258581980484,30.988675929462737
5430,54.009,31.90361213684082,-6.652159214019775,0.007093265652656555,32.89556708201187,30.911657191669768
5431,54.019,31.811237335205078,-6.6872239112854,0.00654414901509881,32.80319228037613,30.819282390034026
5432,54.029,31.720998764038086,-6.718914985656738,0.006047844886779785,32.71295370920914,30.729043818867034
5433,54.039,31.632871627807617,-6.747310638427734,0.005603116936981678,32.62482657297867,30.640916682636565
5434,54.049,31.543535232543945,-6.776968002319336,0.005138736218214035,32.535490177715,30.551580287372893
5435,54.059,31.4563045501709,-6.803363800048828,0.004725406877696514,32.44825949534195,30.464349604999846
5436,54.069,31.371156692504883,-6.82657527923584,0.004361909814178944,32.363111637675935,30.37920174733383
5437,54.079,31.288066864013672,-6.846679210662842,0.00404704175889492,32.280021809184724,30.29611191884262
5438,54.089,31.192188262939453,-6.883892059326172,0.003464832901954651,32.184143208110505,30.2002333177684
5439,54.099,31.113340377807617,-6.897461414337158,0.00325222359970212,32.10529532297867,30.121385432636565
5440,54.109,31.021652221679688,-6.928296089172363,0.0027698210906237364,32.01360716685074,30.029697276508635
5441,54.119,30.918079376220703,-6.9748687744140625,0.0020415321923792362,31.910034321391755,29.92612443104965
5442,54.129,30.81354331970215,-7.022126197814941,0.0013026539236307144,31.8054982648732,29.821588374531096
5443,54.139,30.714637756347656,-7.061095237731934,0.0006934291450306773,31.70659270151871,29.722682811176604
5444,54.149,30.618005752563477,-7.096451282501221,0.00014075799845159054,31.60996069773453,29.626050807392424
5445,54.159,30.52362060546875,-7.1282782554626465,-0.00035667361225932837,31.515575550639802,29.531665660297698
5446,54.169,30.44550132751465,-7.137572765350342,-0.0005018835654482245,31.4374562726857,29.453546382343596
5447,54.179,30.369386672973633,-7.14401912689209,-0.0006025480106472969,31.361341618144685,29.37743172780258
5448,54.189,30.295249938964844,-7.147690296173096,-0.0006598241161555052,31.287204884135896,29.30329499379379
5449,54.199,30.223066329956055,-7.148658752441406,-0.0006748544983565807,31.215021275127107,29.231111384785002
5450,54.209,30.152807235717773,-7.146996021270752,-0.0006487659411504865,31.144762180888826,29.16085229054672
5451,54.219,30.081958770751953,-7.146157741546631,-0.0006355609511956573,31.073913715923005,29.0900038255809
5452,54.229,30.013019561767578,-7.14273738861084,-0.0005820092046633363,31.00497450693863,29.021064616596526
5453,54.239,29.945960998535156,-7.136805534362793,-0.0004892112920060754,30.93791594370621,28.954006053364104
5454,54.249,29.866716384887695,-7.14751672744751,-0.0006565372459590435,30.858671330058748,28.874761439716643
5455,54.259,29.78948974609375,-7.155337810516357,-0.0007786671631038189,30.781444691264802,28.797534800922698
5456,54.269,29.710969924926758,-7.164812088012695,-0.0009266124106943607,30.70292487009781,28.719014979755705
5457,54.279,29.634464263916016,-7.171422481536865,-0.0010297830449417233,30.626419209087068,28.642509318744963
5458,54.289,29.559946060180664,-7.175243854522705,-0.0010893413564190269,30.551901005351716,28.56799111500961
5459,54.299,29.47256851196289,-7.196489334106445,-0.001421203138306737,30.464523457133943,28.48061356679184
5460,54.309,29.3873291015625,-7.214546203613281,-0.001703177927993238,30.379284046733552,28.395374156391448
5461,54.319,29.301725387573242,-7.232852935791016,-0.00198901304975152,30.293680332744295,28.30977044240219
5462,54.329,29.203418731689453,-7.268176555633545,-0.002540755085647106,30.195373676860505,28.2114637865184
5463,54.339,29.122224807739258,-7.279769420623779,-0.002721537835896015,30.11417975291031,28.130269862568205
5464,54.349,29.04558563232422,-7.2850165367126465,-0.002803119597956538,30.03754057749527,28.053630687153166
5465,54.359,28.953641891479492,-7.310994625091553,-0.0032086793798953295,29.945596836650545,27.96168694630844
5466,54.369,28.867206573486328,-7.329135417938232,-0.003491691779345274,29.85916151865738,27.875251628315276
5467,54.379,28.800222396850586,-7.3205976486206055,-0.0033577135764062405,29.79217734202164,27.808267451679534
5468,54.389,28.735118865966797,-7.309620380401611,-0.0031856331042945385,29.72707381113785,27.743163920795745
5469,54.399,28.66857147216797,-7.300754070281982,-0.0030465670861303806,29.66052641733902,27.676616526996916
5470,54.409,28.60719108581543,-7.284983158111572,-0.002799617126584053,29.599146030986482,27.615236140644377
5471,54.419,28.531129837036133,-7.289376735687256,-0.002867838367819786,29.523084782207185,27.53917489186508
5472,54.429,28.454574584960938,-7.294381141662598,-0.0029456038028001785,29.44652953013199,27.462619639789885
5473,54.439,28.393205642700195,-7.278677940368652,-0.002699728589504957,29.385160587871248,27.401250697529143
5474,54.449,28.333637237548828,-7.260741710662842,-0.0024189904797822237,29.32559218271988,27.341682292377776
5475,54.459,28.26102066040039,-7.260778903961182,-0.002419194206595421,29.252975605571443,27.26906571522934
5476,54.469,28.173870086669922,-7.280567646026611,-0.0027280794456601143,29.165825031840974,27.18191514149887
5477,54.479,28.092161178588867,-7.292694568634033,-0.0029171828646212816,29.08411612375992,27.100206233417815
5478,54.489,28.01252555847168,-7.3018412590026855,-0.003059679176658392,29.004480503642732,27.020570613300627
5479,54.499,27.931638717651367,-7.312564849853516,-0.00322679802775383,28.92359366282242,26.939683772480315
5480,54.509,27.852815628051758,-7.320338726043701,-0.003347786609083414,28.84477057322281,26.860860682880705
5481,54.519,27.776031494140625,-7.325238227844238,-0.003423836315050721,28.767986439311677,26.784076548969573
5482,54.529,27.70125961303711,-7.327338695526123,-0.0034561262000352144,28.69321455820816,26.709304667866057
5483,54.539,27.6259822845459,-7.330098628997803,-0.0034987200051546097,28.61793722971695,26.634027339374846
5484,54.549,27.55269432067871,-7.330114364624023,-0.0034984229132533073,28.544649265849763,26.56073937550766
5485,54.559,27.481372833251953,-7.327459335327148,-0.003456384176388383,28.473327778423005,26.4894178880809
5486,54.569,27.411989212036133,-7.322205543518066,-0.0033737393096089363,28.403944157207185,26.42003426686508
5487,54.579,27.330524444580078,-7.333442687988281,-0.00354883074760437,28.32247938975113,26.338569499409026
5488,54.589,27.251134872436523,-7.341708183288574,-0.0036774594336748123,28.243089817607576,26.25917992726547
5489,54.599,27.173791885375977,-7.347079277038574,-0.0037608235143125057,28.16574683054703,26.181836940204924
5490,54.609,27.09847068786621,-7.349630355834961,-0.0038001062348484993,28.090425633037263,26.10651574269516
5491,54.619,27.025146484375,-7.349436283111572,-0.0037964750081300735,28.017101429546052,26.033191539203948
5492,54.629,26.95378875732422,-7.346570014953613,-0.0037510825786739588,27.94574370249527,25.961833812153166
5493,54.639,26.88437271118164,-7.341103553771973,-0.003665064461529255,27.876327656352693,25.89241776601059
5494,54.649,26.80533218383789,-7.348789215087891,-0.0037846029736101627,27.797287129008943,25.81337723866684
5495,54.659,26.725048065185547,-7.358063697814941,-0.003928957507014275,27.7170030103566,25.733093120014495
5496,54.669,26.629552841186523,-7.387885570526123,-0.004394412972033024,27.621507786357576,25.63759789601547
5497,54.679,26.536327362060547,-7.414220809936523,-0.0048053078353405,27.5282823072316,25.544372416889495
5498,54.689,26.44858741760254,-7.432749271392822,-0.0050941272638738155,27.44054236277359,25.456632472431487
5499,54.699,26.363019943237305,-7.448076248168945,-0.005332868546247482,27.354974888408357,25.371064998066252
5500,54.709,26.276357650756836,-7.464685916900635,-0.0055916160345077515,27.26831259592789,25.284402705585784
5501,54.719,26.191858291625977,-7.478133678436279,-0.005800909828394651,27.18381323679703,25.199903346454924
5502,54.729,26.109493255615234,-7.488499164581299,-0.005961999297142029,27.101448200786287,25.117538310444182
5503,54.739,26.02679443359375,-7.499178409576416,-0.006127970293164253,27.018749378764802,25.034839488422698
5504,54.749,25.948650360107422,-7.503524303436279,-0.006194927729666233,26.940605305278474,24.95669541493637
5505,54.759,25.855249404907227,-7.52854585647583,-0.006585010327398777,26.84720435007828,24.863294459736174
5506,54.769,25.764110565185547,-7.550158500671387,-0.006921753287315369,26.7560655103566,24.772155620014495
5507,54.779,25.675203323364258,-7.568445205688477,-0.007206463720649481,26.66715826853531,24.683248378193205
5508,54.789,25.588504791259766,-7.5834879875183105,-0.007440433371812105,26.580459736430818,24.596549846088713
5509,54.799,25.503984451293945,-7.595367908477783,-0.007624937687069178,26.495939396464998,24.512029506122893
5510,54.809,25.421613693237305,-7.604165077209473,-0.007761234417557716,26.413568638408357,24.429658748066252
5511,54.819,25.323272705078125,-7.634547710418701,-0.00823485478758812,26.315227650249177,24.331317759907073
5512,54.829,25.242141723632812,-7.6411333084106445,-0.008336485363543034,26.234096668803865,24.25018677846176
5513,54.839,25.148252487182617,-7.6649675369262695,-0.008707675151526928,26.14020743235367,24.156297542011565
5514,54.849,25.059890747070312,-7.680971145629883,-0.008956425823271275,26.051845692241365,24.06793580189926
5515,54.859,24.970502853393555,-7.698155403137207,-0.009223587810993195,25.962457798564607,23.978547908222502
5516,54.869,24.883342742919922,-7.712078094482422,-0.009439739398658276,25.875297688090974,23.89138779774887
5517,54.879,24.798385620117188,-7.7228217124938965,-0.009606169536709785,25.79034056528824,23.806430674946135
5518,54.889,24.71560287475586,-7.730466842651367,-0.009724151343107224,25.70755781992691,23.723647929584807
5519,54.899,24.634965896606445,-7.735093593597412,-0.009794940240681171,25.626920841777498,23.643010951435393
5520,54.909,24.556446075439453,-7.736780643463135,-0.009819775819778442,25.548401020610505,23.5644911302684
5521,54.919,24.465974807739258,-7.754687309265137,-0.010098091326653957,25.45792975291031,23.474019862568205
5522,54.929,24.37775421142578,-7.769292831420898,-0.01032477617263794,25.369709156596834,23.38579926625473
5523,54.939,24.291759490966797,-7.7806806564331055,-0.010501131415367126,25.28371443613785,23.299804545795745
5524,54.949,24.207958221435547,-7.788931846618652,-0.010628443211317062,25.1999131666066,23.216003276264495
5525,54.959,24.126325607299805,-7.794127464294434,-0.010707979090511799,25.118280552470857,23.134370662128752
5526,54.969,24.046829223632812,-7.796347141265869,-0.010740989819169044,25.038784168803865,23.05487427846176
5527,54.979,23.969444274902344,-7.795668601989746,-0.010728711262345314,24.961399220073396,22.97748932973129
5528,54.989,23.890897750854492,-7.796576023101807,-0.010741213336586952,24.882852696025545,22.89894280568344
5529,54.999,23.814449310302734,-7.794620513916016,-0.010708973743021488,24.806404255473787,22.822494365131682
5530,55.009,23.740070343017578,-7.78987979888916,-0.010633204132318497,24.73202528818863,22.748115397846526
5531,55.019,23.66773223876953,-7.782429218292236,-0.010515098460018635,24.659687183940584,22.67577729359848
5532,55.029,23.5974063873291,-7.77234411239624,-0.010355834849178791,24.589361332500154,22.60545144215805
5533,55.039,23.52906608581543,-7.759697914123535,-0.010156574659049511,24.521021030986482,22.537111140644377
5534,55.049,23.46268081665039,-7.744563579559326,-0.009918462485074997,24.454635761821443,22.47072587147934
5535,55.059,23.398221969604492,-7.727013111114502,-0.009642626158893108,24.390176914775545,22.40626702443344
5536,55.069,23.335662841796875,-7.707117080688477,-0.009330176748335361,24.327617786967927,22.343707896625823
5537,55.079,23.260936737060547,-7.7040252685546875,-0.009280397556722164,24.2528916822316,22.268981791889495
5538,55.089,23.174266815185547,-7.71720552444458,-0.009484929032623768,24.1662217603566,22.182311870014495
5539,55.099,23.089794158935547,-7.727224349975586,-0.009640022180974483,24.0817491041066,22.097839213764495
5540,55.109,23.01902198791504,-7.7184858322143555,-0.009501945227384567,24.01097693308609,22.027067042743987
5541,55.119,22.952674865722656,-7.703851699829102,-0.009271755814552307,23.94462981089371,21.960719920551604
5542,55.129,22.857845306396484,-7.728124141693115,-0.009649647399783134,23.849800251567537,21.865890361225432
5543,55.139,22.7587833404541,-7.757820129394531,-0.010112243704497814,23.750738285625154,21.76682839528305
5544,55.149,22.662090301513672,-7.783899784088135,-0.010518250055611134,23.654045246684724,21.67013535634262
5545,55.159,22.56773567199707,-7.806450366973877,-0.010869035497307777,23.559690617168123,21.575780726826018
5546,55.169,22.461666107177734,-7.844618320465088,-0.011463845148682594,23.453621052348787,21.469711162006682
5547,55.179,22.372095108032227,-7.859851837158203,-0.011700132861733437,23.36405005320328,21.380140162861174
5548,55.189,22.284778594970703,-7.8718180656433105,-0.011885317042469978,23.276733540141755,21.29282364979965
5549,55.199,22.18566131591797,-7.899660587310791,-0.012318594381213188,23.17761626108902,21.193706370746916
5550,55.209,22.088930130004883,-7.923884868621826,-0.012695260345935822,23.080885075175935,21.09697518483383
5551,55.219,21.994556427001953,-7.944579124450684,-0.013016694225370884,22.986511372173005,21.0026014818309
5552,55.229,21.90251350402832,-7.961829662322998,-0.013284259475767612,22.894468449199373,20.910558558857268
5553,55.239,21.79547882080078,-7.9992218017578125,-0.01386655867099762,22.787433765971834,20.80352387562973
5554,55.249,21.690950393676758,-8.032705307006836,-0.01438768208026886,22.68290533884781,20.698995448505705
5555,55.259,21.608631134033203,-8.035554885864258,-0.014429970644414425,22.600586079204255,20.61667618886215
5556,55.269,21.507966995239258,-8.063299179077148,-0.014861317351460457,22.49992194041031,20.516012050068205
5557,55.279,21.42458152770996,-8.067188262939453,-0.014919769018888474,22.416536472881013,20.43262658253891
5558,55.289,21.32854461669922,-8.088217735290527,-0.01524610910564661,22.32049956187027,20.336589671528166
5559,55.299,21.234878540039062,-8.105743408203125,-0.01551762968301773,22.226833485210115,20.24292359486801
5560,55.309,21.1435546875,-8.119852066040039,-0.015735704451799393,22.135509632671052,20.151599742328948
5561,55.319,21.054542541503906,-8.130629539489746,-0.015901684761047363,22.04649748667496,20.062587596332854
5562,55.329,20.9826602935791,-8.117980003356934,-0.015701502561569214,21.974615238750154,19.99070534840805
5563,55.339,20.91282844543457,-8.102713584899902,-0.015460451133549213,21.904783390605623,19.920873500263518
5564,55.349,20.827726364135742,-8.108404159545898,-0.015546969138085842,21.819681309306795,19.83577141896469
5565,55.359,20.762144088745117,-8.087492942810059,-0.015217728912830353,21.75409903391617,19.770189143574065
5566,55.369,20.681232452392578,-8.087695121765137,-0.01521851122379303,21.67318739756363,19.689277507221526
5567,55.379,20.619779586791992,-8.061450004577637,-0.014805952087044716,21.611734531963045,19.62782464162094
5568,55.389,20.525657653808594,-8.0799560546875,-0.015092861838638783,21.517612598979646,19.53370270863754
5569,55.399,20.433879852294922,-8.095027923583984,-0.015326058492064476,21.425834797465974,19.44192490712387
5570,55.409,20.34441566467285,-8.106752395629883,-0.015506896190345287,21.336370609843904,19.3524607195018
5571,55.419,20.260530471801758,-8.110737800598145,-0.0155667494982481,21.25248541697281,19.268575526630705
5572,55.429,20.164831161499023,-8.13072395324707,-0.01587667129933834,21.156786106670076,19.17287621632797
5573,55.439,20.085529327392578,-8.128158569335938,-0.015834104269742966,21.07748427256363,19.093574382221526
5574,55.449,20.008377075195312,-8.12270450592041,-0.015746384859085083,21.000332020366365,19.01642213002426
5575,55.459,19.936582565307617,-8.1100435256958,-0.01554605271667242,20.92853751047867,18.944627620136565
5576,55.469,19.866836547851562,-8.094768524169922,-0.015304901637136936,20.858791493022615,18.87488160268051
5577,55.479,19.799108505249023,-8.07695484161377,-0.015024112537503242,20.791063450420076,18.80715356007797
5578,55.489,19.735822677612305,-8.053343772888184,-0.014652756974101067,20.727777622783357,18.743867732441252
5579,55.499,19.674463272094727,-8.02743148803711,-0.014245491474866867,20.66641821726578,18.682508326923674
5580,55.509,19.615001678466797,-7.9992876052856445,-0.013803426176309586,20.60695662363785,18.623046733295745
5581,55.519,19.557409286499023,-7.968982696533203,-0.01332765445113182,20.549364231670076,18.56545434132797
5582,55.529,19.49591064453125,-7.944395542144775,-0.012941309250891209,20.487865589702302,18.503955699360198
5583,55.539,19.436298370361328,-7.917572021484375,-0.0125200767070055,20.42825331553238,18.444343425190276
5584,55.549,19.3785457611084,-7.8885817527771,-0.012065044604241848,20.37050070627945,18.386590815937346
5585,55.559,19.32262420654297,-7.857492446899414,-0.011577283963561058,20.31457915171402,18.330669261371916
