,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,10.18,EV_APOGEE,0
2,12.0,EV_TIMER_1,0
3,20.0,EV_TIMER_2,0
4,21.56,EV_POST_APOGEE,0
