,ts,imu_0,imu_1,imu_2,baro_0,baro_1,baro_2
0,61367,0,0,0,0,0,0
1,61377,0,0,0,0,0,0
2,61387,0,0,0,0,0,0
3,61397,0,0,0,0,0,0
4,61407,0,0,0,0,0,0
5,61417,0,0,0,0,0,0
6,61427,0,0,0,0,0,0
7,61437,0,0,0,0,0,0
8,61447,0,0,0,0,0,0
9,61457,0,0,0,0,0,0
10,61467,0,0,0,0,0,0
11,61477,0,0,0,0,0,0
12,61487,0,0,0,0,0,0
13,61497,0,0,0,0,0,0
14,61507,0,0,0,0,0,0
15,61517,0,0,0,0,0,0
16,61527,0,0,0,0,0,0
17,61537,0,0,0,0,0,0
18,61547,0,0,0,0,0,0
19,61557,0,0,0,0,0,0
20,61567,0,0,0,0,0,0
21,61577,0,0,0,0,0,0
22,61587,0,0,0,0,0,0
23,61597,0,0,0,0,0,0
24,61607,0,0,0,0,0,0
25,61617,0,0,0,0,0,0
26,61627,0,0,0,0,0,0
27,61637,0,0,0,0,0,0
28,61647,0,0,0,0,0,0
29,61657,0,0,0,0,0,0
30,61667,0,0,0,0,0,0
31,61677,0,0,0,0,0,0
32,61687,0,0,0,0,0,0
33,61697,0,0,0,0,0,0
34,61707,0,0,0,0,0,0
35,61717,0,0,0,0,0,0
36,61727,0,0,0,0,0,0
37,61737,0,0,0,0,0,0
38,61747,0,0,0,0,0,0
39,61757,0,0,0,0,0,0
40,61767,0,0,0,0,0,0
41,61777,0,0,0,0,0,0
42,61787,0,0,0,0,0,0
43,61797,0,0,0,0,0,0
44,61807,0,0,0,0,0,0
45,61817,0,0,0,0,0,0
46,61827,0,0,0,0,0,0
47,61837,0,0,0,0,0,0
48,61847,0,0,0,0,0,0
49,61857,0,0,0,0,0,0
50,61867,0,0,0,0,0,0
51,61877,0,0,0,0,0,0
52,61887,0,0,0,0,0,0
53,61897,0,0,0,0,0,0
54,61907,0,0,0,0,0,0
55,61917,0,0,0,0,0,0
56,61927,0,0,0,0,0,0
57,61937,0,0,0,0,0,0
58,61947,0,0,0,0,0,0
59,61957,0,0,0,0,0,0
60,61967,0,0,0,0,0,0
61,61977,0,0,0,0,0,0
62,61987,0,0,0,0,0,0
63,61997,0,0,0,0,0,0
64,62007,0,0,0,0,0,0
65,62017,0,0,0,0,0,0
66,62027,0,0,0,0,0,0
67,62037,0,0,0,0,0,0
68,62047,0,0,0,0,0,0
69,62057,0,0,0,0,0,0
70,62067,0,0,0,0,0,0
71,62077,0,0,0,0,0,0
72,62087,0,0,0,0,0,0
73,62097,0,0,0,0,0,0
74,62107,0,0,0,0,0,0
75,62117,0,0,0,0,0,0
76,62127,0,0,0,0,0,0
77,62137,0,0,0,0,0,0
78,62147,0,0,0,0,0,0
79,62157,0,0,0,0,0,0
80,62167,0,0,0,0,0,0
81,62177,0,0,0,0,0,0
82,62187,0,0,0,0,0,0
83,62197,0,0,0,0,0,0
84,62207,0,0,0,0,0,0
85,62217,0,0,0,0,0,0
86,62227,0,0,0,0,0,0
87,62237,0,0,0,0,0,0
88,62247,0,0,0,0,0,0
89,62257,0,0,0,0,0,0
90,62267,0,0,0,0,0,0
91,62277,0,0,0,0,0,0
92,62287,0,0,0,0,0,0
93,62297,0,0,0,0,0,0
94,62307,0,0,0,0,0,0
95,62317,0,0,0,0,0,0
96,62327,0,0,0,0,0,0
97,62337,0,0,0,0,0,0
98,62347,0,0,0,0,0,0
99,62357,0,0,0,0,0,0
100,62367,0,0,0,0,0,0
101,62377,0,0,0,0,0,0
102,62387,0,0,0,0,0,0
103,62397,0,0,0,0,0,0
104,62407,0,0,0,0,0,0
105,62417,0,0,0,0,0,0
106,62427,0,0,0,0,0,0
107,62437,0,0,0,0,0,0
108,62447,0,0,0,0,0,0
109,62457,0,0,0,0,0,0
110,62467,0,0,0,0,0,0
111,62477,0,0,0,0,0,0
112,62487,0,0,0,0,0,0
