,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,3.64,EV_MAX_V,255
2,5.001,EV_CUSTOM_1,255
3,6.41,EV_APOGEE,0
4,10.001,EV_CUSTOM_2,255
5,16.691,EV_POST_APOGEE,0
