,ts,error
0,0.439,12288
1,0.449,4096
2,2.279,12288
3,2.289,4096
4,2.629,12288
5,2.649,4096
6,3.089,12288
7,3.129,4096
8,3.419,12288
9,3.699,4096
10,4.639,12288
11,4.759,4096
12,4.899,12288
13,4.909,4096
14,5.099,12288
15,5.139,4096
16,5.419,12288
17,5.609,4096
18,5.729,12288
19,5.789,4096
20,6.479,12288
21,6.509,4096
22,6.709,12288
23,6.759,4096
24,6.879,12288
25,6.919,4096
26,7.179,12288
27,7.349,4096
28,7.599,12288
29,7.629,4096
30,11.039,12288
31,11.049,4096
32,16.649,12288
33,16.699,4096
34,16.929,12288
35,16.959,4096
36,18.829,12288
37,18.839,4096
38,19.799,12288
39,19.829,4096
40,20.019,12288
41,20.029,4096
42,20.369,12288
43,20.389,4096
44,20.589,12288
45,20.609,4096
