,ts,filtered_altitude_AGL,filtered_acceleration
0,-0.37,0.8032652139663696,0.03174781799316406
1,-0.36,0.8032652139663696,0.018140792846679688
2,-0.35,0.8032652139663696,0.03174781799316406
3,-0.34,0.8032652139663696,0.03174781799316406
4,-0.33,0.8032652139663696,0.03628349304199219
5,-0.32,0.7451341152191162,0.03174781799316406
6,-0.31,0.6870031356811523,0.03628349304199219
7,-0.3,0.6870031356811523,0.04535388946533203
8,-0.29,0.6870031356811523,0.04535388946533203
9,-0.28,0.6870031356811523,0.03628349304199219
10,-0.27,0.7451341152191162,0.040818214416503906
11,-0.26,0.7451341152191162,0.040818214416503906
12,-0.25,0.7451341152191162,0.040818214416503906
13,-0.24,0.8296883702278137,0.040818214416503906
14,-0.23,0.8296883702278137,0.040818214416503906
15,-0.22,0.8296883702278137,0.040818214416503906
16,-0.21,0.8296883702278137,0.03628349304199219
17,-0.2,0.8296883702278137,0.040818214416503906
18,-0.19,0.7741996049880981,0.040818214416503906
19,-0.18,0.8296883702278137,0.04535388946533203
20,-0.17,0.7741996049880981,0.040818214416503906
21,-0.16,0.7741996049880981,0.040818214416503906
22,-0.15,0.7741996049880981,0.04535388946533203
23,-0.14,0.8296883702278137,0.054424285888671875
24,-0.13,0.8296883702278137,0.06349563598632812
25,-0.12,0.8878194093704224,0.18141460418701172
26,-0.11,1.3185174465179443,0.3900423049926758
27,-0.1,1.3185174465179443,0.4716787338256836
28,-0.09,1.4057140350341797,1.1746597290039062
29,-0.08,1.4321372509002686,2.762038230895996
30,-0.07,1.46120285987854,4.204285621643066
31,-0.06,1.519333839416504,6.476504325866699
32,-0.05,1.519333839416504,9.270291328430176
33,-0.04,1.86283540725708,11.383772850036621
34,-0.03,2.0055205821990967,12.71263599395752
35,-0.02,3.038667678833008,14.186629295349121
36,-0.01,3.355746030807495,15.864716529846191
37,0.0,3.355746030807495,17.96005630493164
38,0.01,3.4402999877929688,19.438587188720703
39,0.02,3.4984312057495117,20.49532699584961
40,0.03,3.6411163806915283,20.753841400146484
41,0.04,3.6411163806915283,20.94432830810547
42,0.05,3.6411163806915283,21.071319580078125
43,0.06,3.955552339553833,21.30261993408203
44,0.07,3.9846179485321045,21.329833984375
45,0.08,4.013683795928955,22.069103240966797
46,0.09,4.185434341430664,22.40018081665039
47,0.1,4.185434341430664,22.504493713378906
48,0.11,4.185434341430664,22.54531478881836
49,0.12,4.357184886932373,22.794757843017578
50,0.13,4.415316104888916,22.803829193115234
51,0.14,4.473447322845459,23.107696533203125
52,0.15,4.473447322845459,23.162120819091797
53,0.16,4.473447322845459,23.162120819091797
54,0.17,4.473447322845459,23.162120819091797
55,0.18,4.499870300292969,23.221080780029297
56,0.19,4.6161322593688965,23.339004516601562
57,0.2,4.787883281707764,23.339004516601562
58,0.21,4.959634304046631,23.339004516601562
59,0.22,5.361266136169434,23.493202209472656
60,0.23,5.361266136169434,23.63379669189453
61,0.24,5.448463439941406,23.810680389404297
62,0.25,5.762898921966553,24.132694244384766
63,0.26,5.791965007781982,24.132694244384766
64,0.27,6.222662925720215,24.21432876586914
65,0.28,6.394413471221924,24.21432876586914
66,0.29,6.452544689178467,24.132694244384766
67,0.3,7.197678565979004,23.810680389404297
68,0.31,7.284875392913818,23.80160903930664
69,0.32,7.829193115234375,23.59298324584961
70,0.33,8.000944137573242,23.47052764892578
71,0.34,8.114563941955566,23.28458023071289
72,0.35,8.431641578674316,23.26190185546875
73,0.36,8.746078491210938,23.20294189453125
74,0.37,8.746078491210938,23.12130355834961
75,0.38,8.804208755493164,23.030597686767578
76,0.39,8.862339973449707,23.016990661621094
77,0.4,9.293038368225098,22.912677764892578
78,0.41,9.293038368225098,22.80382537841797
79,0.42,9.377592086791992,22.518096923828125
80,0.43,9.607474327087402,22.42739486694336
81,0.44,9.866421699523926,22.18701934814453
82,0.45,10.611556053161621,21.783370971679688
83,0.46,10.783306121826172,21.747089385986328
84,0.47,10.783306121826172,21.688129425048828
85,0.48,11.214005470275879,21.66091537475586
86,0.49,11.359333038330078,21.452289581298828
87,0.5,11.758322715759277,21.402400970458984
88,0.51,11.961780548095703,21.193775177001953
89,0.52,12.506098747253418,21.075851440429688
90,0.53,12.535164833068848,20.640457153320312
91,0.54,13.452049255371094,20.427295684814453
92,0.55,13.539246559143066,20.055397033691406
93,0.56,13.740062713623047,20.000972747802734
94,0.57,13.76912784576416,20.000972747802734
95,0.58,13.882747650146484,19.588253021240234
96,0.59,13.999009132385254,19.239032745361328
97,0.6,14.112628936767578,19.202747344970703
98,0.61,14.19982624053955,18.812705993652344
99,0.62,14.572393417358398,18.67664337158203
100,0.63,15.032156944274902,18.49069595336914
101,0.64,15.116710662841797,18.413593292236328
102,0.65,15.375658988952637,18.0552978515625
103,0.66,15.634605407714844,17.769569396972656
104,0.67,15.634605407714844,17.53826904296875
105,0.68,15.634605407714844,17.415813446044922
106,0.69,16.15250015258789,17.325103759765625
107,0.7,16.525066375732422,16.971343994140625
108,0.71,16.612262725830078,16.622119903564453
109,0.72,16.897634506225586,16.613052368164062
110,0.73,16.926700592041016,16.47698974609375
111,0.74,17.386463165283203,16.47698974609375
112,0.75,17.415529251098633,15.819363594055176
113,0.76,17.788095474243164,15.805756568908691
114,0.77,17.901716232299805,15.760401725769043
115,0.78,18.1315975189209,15.59713077545166
116,0.79,18.1315975189209,15.388501167297363
117,0.8,18.33505630493164,15.048348426818848
118,0.81,18.390544891357422,14.581208229064941
119,0.82,18.678556442260742,14.48596477508545
120,0.83,19.138320922851562,14.29094409942627
121,0.84,19.71170425415039,14.213841438293457
122,0.85,19.912519454956055,14.027892112731934
123,0.86,20.20053482055664,13.714951515197754
124,0.87,20.20053482055664,13.66506290435791
