,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
0,-0.36,-9.274,1.898,-1.787,-2.68
1,-0.35,-9.274,1.9,-1.787,-2.678
2,-0.34,-9.275,1.902,-1.787,-2.675
3,-0.33,-9.275,1.904,-1.786,-2.673
4,-0.32,-9.275,1.906,-1.785,-2.67
5,-0.31,-9.276,1.908,-1.784,-2.668
6,-0.3,-9.276,1.91,-1.783,-2.666
7,-0.29,-9.277,1.912,-1.783,-2.663
8,-0.28,-9.277,1.914,-1.782,-2.661
9,-0.27,-9.278,1.916,-1.782,-2.658
10,-0.26,-9.278,1.918,-1.781,-2.656
11,-0.25,-9.278,1.92,-1.781,-2.653
12,-0.24,-9.279,1.922,-1.78,-2.65
13,-0.23,-9.279,1.924,-1.779,-2.648
14,-0.22,-9.28,1.926,-1.778,-2.646
15,-0.21,-9.28,1.928,-1.777,-2.643
16,-0.2,-9.281,1.93,-1.776,-2.641
17,-0.19,-9.281,1.932,-1.775,-2.638
18,-0.18,-9.282,1.934,-1.774,-2.636
19,-0.17,-9.282,1.935,-1.773,-2.633
20,-0.16,-9.283,1.937,-1.772,-2.631
21,-0.15,-9.283,1.938,-1.771,-2.629
22,-0.14,-9.283,1.935,-1.774,-2.63
23,-0.13,-9.282,1.925,-1.784,-2.636
24,-0.12,-9.277,1.902,-1.81,-2.652
25,-0.11,-9.383,0.824,-1.743,-2.845
26,-0.1,-9.317,0.598,-1.772,-3.111
27,-0.09,-9.234,0.533,-1.811,-3.341
28,-0.08,-9.161,0.483,-1.841,-3.527
29,-0.07,-9.098,0.444,-1.869,-3.678
30,-0.06,-9.042,0.408,-1.897,-3.803
31,-0.05,-8.994,0.374,-1.921,-3.908
32,-0.04,-8.951,0.339,-1.942,-3.996
33,-0.03,-8.913,0.304,-1.965,-4.073
34,-0.02,-8.88,0.274,-1.984,-4.138
35,-0.01,-8.851,0.251,-2.001,-4.193
36,0.0,-8.827,0.232,-2.014,-4.238
37,0.01,-8.806,0.218,-2.025,-4.277
38,0.02,-8.787,0.206,-2.037,-4.31
39,0.03,-8.771,0.194,-2.049,-4.339
40,0.04,-8.756,0.185,-2.061,-4.363
41,0.05,-8.745,0.178,-2.067,-4.383
42,0.06,-8.737,0.174,-2.068,-4.398
43,0.07,-8.73,0.171,-2.069,-4.411
44,0.08,-8.725,0.169,-2.07,-4.422
45,0.09,-8.72,0.166,-2.071,-4.431
46,0.1,-8.716,0.165,-2.072,-4.438
47,0.11,-8.713,0.165,-2.074,-4.443
48,0.12,-8.711,0.166,-2.075,-4.447
49,0.13,-8.709,0.167,-2.077,-4.449
50,0.14,-8.707,0.167,-2.08,-4.451
51,0.15,-8.705,0.166,-2.086,-4.453
52,0.16,-8.704,0.167,-2.088,-4.454
