,ts,id,Gx,Gy,Gz,Ax,Ay,Az
0,64597,IMU0,148,-46,-51,12,45,1097
1,64597,IMU1,14,-38,14,-38,-38,1088
2,64607,IMU0,148,-47,-57,19,46,1097
3,64607,IMU1,14,-39,9,-32,-37,1087
4,64617,IMU0,149,-57,-36,56,51,1098
5,64617,IMU1,12,-50,27,9,-33,1090
6,64627,IMU0,151,-43,65,113,60,1098
7,64627,IMU1,12,-37,131,74,-23,1088
8,64637,IMU0,156,-31,215,81,43,1090
9,64637,IMU1,12,-32,287,40,-39,1078
10,64647,IMU0,166,15,156,-76,35,1108
11,64647,IMU1,20,18,235,-139,-47,1093
12,64657,IMU0,159,-2,49,-18,39,1096
13,64657,IMU1,20,3,121,-74,-42,1084
14,64667,IMU0,159,-9,-12,-8,44,1102
15,64667,IMU1,22,-1,58,-60,-37,1089
16,64677,IMU0,157,-12,-64,-2,48,1103
17,64677,IMU1,23,-3,4,-55,-34,1088
18,64687,IMU0,158,-10,-116,0,57,1101
19,64687,IMU1,21,1,-46,-52,-25,1088
20,64697,IMU0,154,-9,-139,18,47,1101
21,64697,IMU1,18,2,-71,-32,-36,1088
22,64707,IMU0,154,-6,-131,24,41,1099
23,64707,IMU1,17,6,-62,-24,-43,1090
24,64717,IMU0,154,-11,-119,21,42,1099
25,64717,IMU1,16,2,-52,-29,-41,1091
26,64727,IMU0,149,-17,-112,27,43,1100
27,64727,IMU1,15,-6,-45,-22,-41,1089
28,64737,IMU0,150,-21,-99,30,40,1099
29,64737,IMU1,13,-10,-30,-19,-44,1089
30,64747,IMU0,148,-24,-88,22,45,1102
31,64747,IMU1,13,-14,-21,-28,-41,1092
32,64757,IMU0,148,-24,-88,22,45,1102
33,64757,IMU1,10,-21,-36,-50,-31,1093
34,64767,IMU0,143,-40,-122,1,49,1105
35,64767,IMU1,9,-31,-57,-51,-35,1093
36,64777,IMU0,141,-58,-148,0,49,1106
37,64777,IMU1,6,-47,-84,-51,-35,1093
38,64787,IMU0,139,-74,-177,11,47,1107
39,64787,IMU1,4,-62,-112,-37,-37,1095
40,64797,IMU0,142,-83,-139,12,71,1108
41,64797,IMU1,2,-72,-74,-32,-13,1099
42,64807,IMU0,141,-126,-43,-16,88,1131
43,64807,IMU1,1,-120,22,-55,5,1121
44,64817,IMU0,138,-282,119,-70,157,1227
45,64817,IMU1,-10,-285,190,-105,73,1220
46,64827,IMU0,65,-737,355,-137,215,1467
47,64827,IMU1,-96,-750,418,-182,123,1472
48,64837,IMU0,-60,-1130,435,-153,123,1771
49,64837,IMU1,-224,-1151,485,-226,19,1757
50,64847,IMU0,69,-1314,313,-161,-72,2037
51,64847,IMU1,-89,-1327,358,-250,-186,1996
52,64857,IMU0,513,-1256,122,-186,-273,2230
53,64857,IMU1,381,-1265,169,-283,-396,2163
54,64867,IMU0,1205,-1030,-19,-235,-356,2349
55,64867,IMU1,1111,-1036,36,-324,-482,2266
56,64877,IMU0,2037,-768,38,-274,-260,2380
57,64877,IMU1,1973,-776,110,-347,-384,2295
58,64887,IMU0,2823,-453,307,-258,-61,2316
59,64887,IMU1,2787,-471,401,-315,-177,2249
60,64897,IMU0,3429,22,739,-221,231,2186
61,64897,IMU1,3408,-5,860,-262,125,2143
62,64907,IMU0,3758,603,1203,-146,399,2042
63,64907,IMU1,3739,568,1354,-196,300,2030
64,64917,IMU0,3768,1177,1423,-34,467,1866
65,64917,IMU1,3741,1138,1590,-102,372,1876
66,64927,IMU0,3573,1566,1417,30,517,1697
67,64927,IMU1,3536,1532,1591,-46,426,1719
68,64937,IMU0,3292,1685,1298,46,544,1547
69,64937,IMU1,3252,1656,1466,-31,455,1569
70,64947,IMU0,2976,1556,1113,48,550,1377
71,64947,IMU1,2925,1531,1271,-25,466,1406
72,64957,IMU0,2599,1238,908,39,504,1229
73,64957,IMU1,2535,1214,1050,-30,423,1261
74,64967,IMU0,2242,769,696,20,426,1139
75,64967,IMU1,2169,746,815,-47,349,1162
76,64977,IMU0,1954,173,498,-3,365,1084
77,64977,IMU1,1874,148,595,-67,287,1099
78,64987,IMU0,1749,-456,296,-1,306,1021
79,64987,IMU1,1658,-483,375,-64,230,1027
80,64997,IMU0,1577,-854,62,38,256,940
81,64997,IMU1,1484,-871,122,-26,183,946
82,65007,IMU0,1411,-940,-181,55,236,863
83,65007,IMU1,1318,-945,-130,-4,164,868
84,65017,IMU0,1245,-850,-388,43,255,785
85,65017,IMU1,1153,-844,-340,-12,187,789
86,65027,IMU0,1074,-670,-541,32,286,698
87,65027,IMU1,979,-655,-493,-15,222,707
88,65037,IMU0,849,-405,-644,29,315,631
89,65037,IMU1,744,-383,-591,-13,252,647
90,65047,IMU0,548,-159,-696,2,342,621
91,65047,IMU1,431,-130,-640,-39,280,646
92,65057,IMU0,142,-61,-686,-28,355,645
93,65057,IMU1,14,-33,-633,-65,293,678
94,65067,IMU0,-339,-126,-653,-35,345,686
95,65067,IMU1,-496,-103,-601,-71,281,722
96,65077,IMU0,-826,-313,-580,-3,315,665
97,65077,IMU1,-1005,-295,-531,-31,252,690
98,65087,IMU0,-1124,-525,-437,57,270,621
99,65087,IMU1,-1314,-513,-389,35,207,628
100,65097,IMU0,-1112,-699,-228,92,249,629
101,65097,IMU1,-1298,-693,-180,73,186,612
102,65107,IMU0,-781,-877,35,75,265,705
103,65107,IMU1,-950,-886,88,56,203,670
104,65117,IMU0,-314,-1112,307,42,333,772
105,65117,IMU1,-476,-1134,370,22,268,742
106,65127,IMU0,40,-1339,535,30,377,781
107,65127,IMU1,-123,-1376,600,7,310,764
108,65137,IMU0,216,-1485,684,63,368,736
109,65137,IMU1,52,-1524,746,36,301,729
110,65147,IMU0,216,-1485,758,123,365,673
111,65147,IMU1,47,-1525,816,93,301,680
112,65157,IMU0,62,-1336,771,199,374,595
113,65157,IMU1,-120,-1364,830,165,311,615
114,65167,IMU0,-193,-1075,748,272,368,547
115,65167,IMU1,-387,-1092,807,236,305,573
116,65177,IMU0,-464,-781,695,345,362,548
117,65177,IMU1,-667,-791,760,310,301,573
118,65187,IMU0,-684,-532,648,385,377,578
119,65187,IMU1,-888,-540,717,348,316,600
120,65197,IMU0,-841,-391,645,374,421,610
121,65197,IMU1,-1049,-400,717,339,360,630
122,65207,IMU0,-972,-421,739,335,480,622
123,65207,IMU1,-1189,-441,817,310,419,639
124,65217,IMU0,-1086,-600,938,316,503,588
125,65217,IMU1,-1314,-632,1020,298,441,603
126,65227,IMU0,-1188,-815,1161,326,466,550
127,65227,IMU1,-1431,-855,1245,309,406,565
128,65237,IMU0,-1297,-1000,1326,350,391,546
129,65237,IMU1,-1548,-1046,1403,324,328,560
130,65247,IMU0,-1387,-1144,1383,368,296,562
131,65247,IMU1,-1640,-1190,1453,334,230,574
