,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated,q0_raw,q1_raw,q2_raw,q3_raw
0,64588,9317,-194,154,3622,9317,-194,154,3622
1,64598,9316,-193,159,3625,9316,-193,159,3625
2,64608,9241,-179,201,3811,9241,-179,201,3811
3,64618,8840,-131,298,4662,8840,-131,298,4662
4,64628,8296,-73,337,5571,8296,-73,337,5571
5,64638,8386,-135,226,5439,8386,-135,226,5439
6,64648,8540,-158,184,5196,8540,-158,184,5196
7,64658,8711,-175,158,4903,8711,-175,158,4903
8,64668,8859,-189,143,4632,8859,-189,143,4632
9,64678,8990,-207,135,4372,8990,-207,135,4372
10,64688,9079,-205,141,4182,9079,-205,141,4182
11,64698,9125,-196,149,4082,9125,-196,149,4082
12,64708,9136,-189,154,4057,9136,-189,154,4057
13,64718,9105,-181,166,4125,9105,-181,166,4125
14,64728,9051,-169,179,4244,9051,-169,179,4244
15,64738,8992,-166,184,4366,8992,-166,184,4366
16,64748,8941,-164,188,4469,8941,-164,188,4469
17,64758,8960,-176,173,4433,8960,-176,173,4433
18,64768,9005,-187,160,4340,9005,-187,160,4340
19,64778,9041,-188,159,4264,9041,-188,159,4264
20,64788,9115,-212,166,4102,9115,-212,166,4102
21,64798,9275,-255,149,3725,9275,-255,149,3725
22,64808,9388,-261,157,3430,9388,-261,157,3430
23,64818,9300,-246,203,3661,9300,-246,203,3661
24,64828,8592,-175,290,5104,8592,-175,290,5104
25,64838,7667,-84,371,6408,7667,-84,371,6408
26,64848,6641,3,444,7462,6641,3,444,7462
27,64858,5526,75,523,8317,5526,75,523,8317
28,64868,4275,140,622,9017,4275,140,622,9017
29,64878,2924,210,744,9531,2924,210,744,9531
30,64888,1464,298,881,9848,1464,298,881,9848
31,64898,121,393,1026,9938,121,393,1026,9938
32,64908,-1082,493,1167,9860,-1082,493,1167,9860
33,64918,-2143,597,1298,9662,-2143,597,1298,9662
34,64928,-3057,709,1415,9388,-3057,709,1415,9388
35,64938,-3829,831,1514,9074,-3829,831,1514,9074
36,64948,-4458,958,1591,8756,-4458,958,1591,8756
37,64958,-4970,1088,1638,8451,-4970,1088,1638,8451
38,64968,-5392,1165,1609,8183,-5392,1165,1609,8183
39,64978,-5727,1211,1528,7962,-5727,1211,1528,7962
40,64988,-5969,1269,1414,7794,-5969,1269,1414,7794
41,64998,-6138,1338,1338,7663,-6138,1338,1338,7663
42,65008,-6256,1427,1341,7551,-6256,1427,1341,7551
43,65018,-6341,1498,1352,7464,-6341,1498,1352,7464
44,65028,-6408,1546,1368,7393,-6408,1546,1368,7393
45,65038,-6466,1573,1382,7334,-6466,1573,1382,7334
46,65048,-6521,1580,1385,7283,-6521,1580,1385,7283
47,65058,-6571,1572,1369,7243,-6571,1572,1369,7243
48,65068,-6610,1553,1329,7219,-6610,1553,1329,7219
49,65078,-6628,1528,1274,7217,-6628,1528,1274,7217
50,65088,-6622,1509,1214,7237,-6622,1509,1214,7237
51,65098,-6590,1509,1162,7275,-6590,1509,1162,7275
52,65108,-6530,1534,1128,7329,-6530,1534,1128,7329
53,65118,-6447,1583,1133,7391,-6447,1583,1133,7391
54,65128,-6334,1641,1109,7479,-6334,1641,1109,7479
55,65138,-6212,1698,1083,7572,-6212,1698,1083,7572
56,65148,-6092,1745,1056,7662,-6092,1745,1056,7662
57,65158,-5978,1775,1028,7749,-5978,1775,1028,7749
58,65168,-5884,1786,994,7822,-5884,1786,994,7822
59,65178,-5810,1784,956,7883,-5810,1784,956,7883
60,65188,-5744,1805,911,7931,-5744,1805,911,7931
61,65198,-5678,1895,882,7961,-5678,1895,882,7961
62,65208,-5617,1936,834,8000,-5617,1936,834,8000
63,65218,-5551,1937,755,8053,-5551,1937,755,8053
64,65228,-5470,1943,666,8114,-5470,1943,666,8114
65,65238,-5376,1954,571,8181,-5376,1954,571,8181
