,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
0,217905,-6783,6939,-1478,-1907
1,217915,-6763,6924,-1549,-1975
2,217925,-6746,6908,-1613,-2037
3,217935,-6729,6895,-1669,-2092
4,217945,-6714,6882,-1717,-2142
5,217955,-6700,6870,-1764,-2189
6,217965,-6686,6858,-1806,-2232
7,217975,-6674,6847,-1847,-2272
8,217985,-6663,6836,-1881,-2305
9,217995,-6653,6827,-1913,-2338
10,218005,-6643,6817,-1942,-2368
11,218015,-6635,6810,-1966,-2392
12,218025,-6627,6801,-1992,-2418
13,218035,-6620,6791,-2020,-2442
14,218045,-6615,6780,-2047,-2463
15,218055,-6611,6768,-2075,-2482
16,218065,-6608,6756,-2103,-2500
17,218075,-6606,6742,-2131,-2519
18,218085,-6605,6729,-2157,-2535
19,218095,-6604,6715,-2184,-2551
20,218105,-6604,6700,-2212,-2568
21,218115,-6605,6687,-2235,-2577
22,218125,-6607,6675,-2256,-2584
23,218135,-6608,6663,-2279,-2594
24,218145,-6610,6652,-2299,-2599
25,218155,-6612,6641,-2320,-2604
26,218165,-6613,6630,-2343,-2608
27,218175,-6614,6621,-2365,-2607
28,218185,-6617,6614,-2384,-2601
29,218195,-6619,6605,-2407,-2597
30,218205,-6625,6601,-2418,-2584
31,218215,-6632,6597,-2426,-2568
32,218225,-6640,6594,-2430,-2552
33,218235,-6646,6589,-2438,-2540
34,218245,-6653,6583,-2446,-2530
35,218255,-6659,6577,-2455,-2522
36,218265,-6665,6570,-2465,-2515
37,218275,-6670,6561,-2478,-2512
38,218285,-6675,6552,-2489,-2509
39,218295,-6683,6545,-2495,-2499
40,218305,-6695,6543,-2490,-2479
41,218315,-6708,6542,-2483,-2455
42,218325,-6718,6538,-2482,-2437
43,218335,-6721,6529,-2497,-2438
44,218345,-6728,6523,-2501,-2431
45,218355,-6738,6521,-2494,-2415
46,218365,-6745,6518,-2491,-2407
47,218375,-6750,6515,-2489,-2402
48,218385,-6752,6510,-2495,-2406
49,218395,-6753,6502,-2503,-2414
50,218405,-6757,6497,-2505,-2416
51,218415,-6761,6492,-2505,-2418
52,218425,-6763,6486,-2508,-2426
53,218435,-6764,6477,-2515,-2440
54,218445,-6765,6467,-2525,-2455
55,218455,-6764,6456,-2537,-2472
56,218465,-6760,6442,-2558,-2498
57,218475,-6752,6424,-2589,-2535
58,218485,-6741,6403,-2626,-2580
59,218495,-6732,6385,-2653,-2619
60,218505,-6726,6371,-2671,-2650
61,218515,-6717,6355,-2693,-2687
62,218525,-6709,6340,-2713,-2724
63,218535,-6701,6325,-2733,-2759
64,218545,-6692,6309,-2754,-2795
65,218555,-6681,6294,-2777,-2832
66,218565,-6672,6280,-2796,-2866
67,218575,-6660,6265,-2820,-2903
68,218585,-6648,6251,-2843,-2937
69,218595,-6636,6237,-2867,-2971
70,218605,-6624,6226,-2888,-2999
