,ts,error
0,217914,4096
1,218004,12288
2,218514,4096
3,218684,12288
4,218754,4096
5,218974,12288
6,219074,4096
7,219324,12288
8,219424,4096
9,219574,12288
10,219734,4096
11,219824,12288
12,219864,4096
13,220194,12288
14,220344,4096
15,220434,12288
16,220604,4096
17,220754,12288
18,220794,4096
19,220954,12288
20,220984,4096
21,221294,12288
22,221414,4096
23,221694,12288
24,221734,4096
25,221824,12288
26,222044,4096
27,222184,12288
28,222814,4096
29,222914,12288
30,223014,4096
31,223464,12288
32,223744,4096
33,223964,12288
34,224004,4096
35,224094,12288
36,224124,4096
37,224344,12288
38,224364,4096
39,224454,12288
40,224494,4096
41,224584,12288
42,224624,4096
43,224844,12288
44,224864,4096
45,225034,12288
46,225204,4096
47,225364,12288
48,225384,4096
49,225474,12288
50,225694,4096
51,225984,12288
52,226074,4096
53,226164,12288
54,226334,4096
55,226544,12288
56,226754,4096
57,226844,12288
58,226864,4096
59,226984,12288
60,227034,4096
61,227124,12288
62,227284,4096
63,227764,12288
64,227794,4096
65,227994,12288
66,228054,4096
67,228144,12288
68,228174,4096
69,228264,12288
70,228374,4096
71,228464,12288
72,228824,4096
73,229094,12288
74,229454,4096
75,229624,12288
76,229754,4096
77,229844,12288
78,229874,4096
79,229964,12288
80,230014,4096
81,230174,12288
82,230504,4096
83,230674,12288
84,230744,4096
85,230884,12288
86,231144,4096
87,231234,12288
88,232024,4096
89,232304,12288
90,232364,4096
91,232504,12288
92,232544,4096
93,232634,12288
94,232674,4096
95,233034,12288
96,233084,4096
97,233314,12288
98,233574,4096
99,233874,12288
100,233974,4096
101,234874,12288
102,234954,4096
103,235284,12288
104,235914,4096
105,236184,12288
106,236604,4096
107,237014,12288
108,237514,4096
109,237654,12288
110,237684,4096
111,237774,12288
112,237874,4096
113,238074,12288
114,238434,4096
115,238724,12288
116,239384,4096
117,239514,12288
118,240014,4096
119,240174,12288
120,240214,4096
121,240354,12288
122,240734,4096
123,240844,12288
124,240864,4096
125,240954,12288
126,240984,4096
127,241074,12288
128,241104,4096
129,241194,12288
130,241364,4096
131,241454,12288
132,241474,4096
133,241644,12288
134,241654,4096
135,241914,12288
136,242314,4096
137,242414,12288
138,242474,4096
139,242624,12288
140,242674,4096
141,242804,12288
142,243084,4096
143,243404,12288
144,243774,4096
145,243864,12288
146,244034,4096
147,244474,12288
148,244714,4096
149,244804,12288
150,244854,4096
151,244944,12288
152,245134,4096
153,245504,12288
154,245684,4096
155,245924,12288
156,245954,4096
157,246134,12288
158,246244,4096
159,246484,12288
160,246524,4096
161,246614,12288
162,246624,4096
163,246774,12288
164,246784,4096
165,246904,12288
166,246924,4096
167,247114,12288
168,247144,4096
169,247464,12288
170,247484,4096
171,247754,12288
172,247854,4096
173,248054,12288
174,248144,4096
175,248534,12288
176,248604,4096
177,248694,12288
178,248784,4096
179,249234,12288
180,249414,4096
181,249564,12288
182,249624,4096
183,249714,12288
184,249744,4096
185,249864,12288
186,250104,4096
187,250454,12288
188,250484,4096
189,250884,12288
190,251214,4096
191,251374,12288
192,251494,4096
193,251664,12288
194,251674,4096
195,252044,12288
196,252074,4096
197,253084,12288
198,253264,4096
199,253354,12288
200,253404,4096
201,253734,12288
202,253774,4096
203,253864,12288
204,254074,4096
205,254164,12288
206,254204,4096
207,254294,12288
208,254424,4096
209,254744,12288
210,254804,4096
211,254894,12288
212,254934,4096
213,255024,12288
214,255094,4096
215,255184,12288
216,255724,4096
217,255814,12288
218,255834,4096
219,256194,12288
220,256234,4096
221,256664,12288
222,257114,4096
223,257204,12288
224,257294,4096
225,257704,12288
226,257904,4096
227,257994,12288
228,258034,4096
229,258204,12288
230,258274,4096
231,259044,12288
232,259274,4096
233,259404,12288
234,259534,4096
235,259684,12288
236,259774,4096
237,259994,12288
238,260144,4096
239,260234,12288
240,260324,4096
241,261244,12288
242,261274,4096
243,261364,12288
244,262174,4096
245,262634,12288
246,262684,4096
247,262784,12288
248,263274,4096
249,263834,12288
250,264314,4096
251,264984,12288
252,265234,4096
253,265324,12288
254,265514,4096
255,265694,12288
256,265744,4096
257,265834,12288
258,265984,4096
259,266144,12288
260,266504,4096
261,266894,12288
262,267244,4096
263,268294,12288
264,268694,4096
265,268784,12288
266,268834,4096
267,268924,12288
268,268964,4096
269,269674,12288
270,270124,4096
271,270214,12288
272,270264,4096
273,270554,12288
274,270564,4096
275,270714,12288
276,270784,4096
277,270874,12288
278,271264,4096
279,271974,12288
280,272194,4096
281,272294,12288
282,272494,4096
283,272654,12288
284,272774,4096
285,272944,12288
286,273404,4096
287,273684,12288
288,273744,4096
289,274044,12288
290,274354,4096
291,274994,12288
292,275584,4096
293,275834,12288
294,275854,4096
295,275984,12288
296,276044,4096
297,276134,12288
298,276454,4096
299,276634,12288
300,277014,4096
301,277104,12288
302,277154,4096
303,277314,12288
304,277364,4096
305,277824,12288
306,277994,4096
307,278084,12288
308,278324,4096
309,278414,12288
310,278534,4096
311,278624,12288
312,278674,4096
313,278914,12288
314,278934,4096
315,279034,12288
316,279074,4096
317,279174,12288
318,279374,4096
319,279464,12288
320,279504,4096
321,279624,12288
322,280144,4096
323,280244,12288
324,280284,4096
325,280374,12288
326,280514,4096
327,280684,12288
328,281764,4096
329,281854,12288
330,281894,4096
331,281984,12288
332,282044,4096
333,282144,12288
334,282184,4096
335,282294,12288
336,282304,4096
337,282394,12288
338,282984,4096
339,283074,12288
340,283114,4096
341,283204,12288
342,283534,4096
343,283624,12288
344,283744,4096
345,283834,12288
346,283964,4096
347,284114,12288
348,284244,4096
349,284334,12288
350,284984,4096
351,285074,12288
352,285114,4096
353,285344,12288
354,285414,4096
355,285504,12288
356,285544,4096
357,285634,12288
358,285954,4096
359,286044,12288
360,286094,4096
361,286184,12288
362,286224,4096
363,286314,12288
364,286694,4096
365,286784,12288
366,286974,4096
367,287244,12288
368,287384,4096
369,287474,12288
370,287544,4096
371,287634,12288
372,287644,4096
373,287734,12288
374,287854,4096
375,288014,12288
376,288064,4096
377,288274,12288
378,288944,4096
379,289034,12288
380,289204,4096
381,289294,12288
382,289804,4096
383,289904,12288
384,291994,4096
385,292084,12288
386,292144,4096
387,292234,12288
388,292874,4096
389,292964,12288
390,293414,4096
391,293504,12288
392,293904,4096
393,293994,12288
394,294744,4096
395,294834,12288
396,295224,4096
397,295314,12288
398,296214,4096
399,296304,12288
400,297204,4096
401,297294,12288
402,297814,4096
403,297904,12288
404,299344,4096
405,299434,12288
406,299524,4096
407,299614,12288
408,303474,4096
409,303564,12288
410,306794,4096
411,306884,12288
412,307564,4096
413,307654,12288
414,309114,4096
415,309204,12288
416,311034,4096
417,311124,12288
418,311434,4096
419,311524,12288
420,311904,4096
421,312024,12288
422,312554,4096
423,312644,12288
424,316174,4096
425,316264,12288
426,316394,4096
427,316484,12288
428,318644,4096
429,318734,12288
430,319494,4096
431,319654,12288
432,320514,4096
433,320604,12288
434,322284,4096
435,322384,12288
436,323464,4096
437,323554,12288
438,324454,4096
439,324544,12288
440,324644,4096
441,324734,12288
442,325924,4096
443,326014,12288
444,332054,4096
445,332144,12288
446,334804,4096
447,334984,12288
448,335114,4096
449,335204,12288
450,335504,4096
451,335594,12288
452,337364,4096
453,337454,12288
454,343734,4096
455,343824,12288
456,346984,4096
457,347074,12288
458,347424,4096
459,347514,12288
460,350394,4096
461,350554,12288
462,351054,4096
463,351144,12288
464,353764,4096
465,353854,12288
466,354354,4096
467,354444,12288
468,356494,4096
469,356594,12288
470,357034,4096
471,357214,12288
472,357564,4096
473,357654,12288
474,359134,4096
475,359224,12288
476,359734,4096
477,359824,12288
478,359994,4096
479,360084,12288
480,362444,4096
481,362534,12288
482,363424,4096
483,363514,12288
484,369404,4096
485,369784,12288
486,369864,4096
487,370804,12288
488,370954,4096
489,371044,12288
490,371064,4096
491,371154,12288
492,373384,4096
493,373474,12288
494,373544,4096
495,373634,12288
496,373874,4096
497,374344,12288
498,374434,4096
499,374514,12288
500,374644,4096
501,374994,12288
502,375194,4096
503,375514,12288
504,375744,4096
505,376184,12288
506,376204,4096
507,376574,12288
508,376614,4096
509,376974,12288
510,376994,4096
511,377084,12288
512,377104,4096
513,377194,12288
514,377224,4096
515,377314,12288
516,377454,4096
517,377554,12288
518,377574,4096
519,377684,12288
520,377764,4096
521,378254,12288
522,378524,4096
523,378624,12288
524,378764,4096
525,378854,12288
526,379634,4096
527,379724,12288
528,379914,4096
529,380004,12288
530,380034,4096
531,380124,12288
532,380424,4096
533,380514,12288
534,380594,4096
535,380684,12288
536,380864,4096
537,381034,12288
538,381094,4096
539,381224,12288
540,381474,4096
541,381784,12288
542,381814,4096
543,382194,12288
544,382204,4096
545,382294,12288
546,382324,4096
547,382854,12288
548,382934,4096
549,383144,12288
550,383334,4096
551,383484,12288
552,383574,4096
553,383654,12288
554,384604,4096
555,384694,12288
556,384764,4096
557,385314,12288
558,385494,4096
559,385784,12288
560,387724,4096
561,387814,12288
562,389254,4096
563,389354,12288
564,390774,4096
565,390904,12288
566,391164,4096
567,391254,12288
568,393234,4096
569,393324,12288
570,394434,4096
571,394524,12288
572,395264,4096
573,395354,12288
574,396714,4096
575,396854,12288
576,401544,4096
577,401634,12288
578,402294,4096
579,402384,12288
580,402624,4096
581,402784,12288
582,408054,4096
583,408144,12288
584,408304,4096
585,408564,12288
586,409074,4096
587,409164,12288
588,412664,4096
589,412754,12288
590,414804,4096
591,414894,12288
592,415054,4096
593,415234,12288
594,417584,4096
595,417674,12288
596,418364,4096
597,418454,12288
598,419874,4096
599,419964,12288
600,420084,4096
601,420174,12288
602,420184,4096
603,420274,12288
604,422594,4096
605,422684,12288
606,423034,4096
607,423124,12288
608,423714,4096
609,423804,12288
610,423844,4096
611,423934,12288
612,423964,4096
613,424054,12288
614,424754,4096
615,424854,12288
616,425314,4096
617,425404,12288
618,425944,4096
619,426034,12288
620,434374,4096
621,434534,12288
622,434854,4096
623,434944,12288
624,436544,4096
625,436634,12288
626,438234,4096
627,438324,12288
628,438544,4096
629,438634,12288
630,438834,4096
631,438974,12288
632,440674,4096
633,440764,12288
634,442004,4096
635,442094,12288
636,448424,4096
637,448514,12288
638,457494,4096
639,457584,12288
640,457904,4096
641,457914,12288
642,457944,4096
643,458244,12288
644,458314,4096
645,463354,12288
646,463364,4096
647,476444,4224
648,476464,4096
649,477364,12288
650,477374,4096
651,479674,4224
652,479724,4096
653,482094,12288
654,482154,4096
655,486664,4224
656,486704,4096
657,489194,4160
658,489204,4096
659,490324,12288
660,490334,4096
661,494014,12288
662,494064,4096
663,495744,4224
664,495764,4096
665,496154,12288
666,496164,4096
667,496384,12288
668,496424,4096
669,498564,12288
670,498574,4096
671,498774,12288
672,498814,4096
673,499294,12288
674,499314,4096
675,499594,12288
676,499604,4096
677,500474,12288
678,500494,4096
679,501644,12288
680,501654,4096
681,505144,12288
682,505164,4096
683,505254,4160
684,505274,4096
685,508044,4224
686,508064,4096
687,511664,12288
688,511684,4096
689,513704,4160
690,513714,4096
691,515754,12288
692,515814,4096
693,516464,12288
694,516484,4096
695,517614,12288
696,517624,4096
697,518414,12288
698,518484,4096
699,520234,12288
700,520244,4096
701,520334,12288
702,520344,4096
703,527734,4224
704,527744,4096
705,535264,4224
706,535274,4096
707,536774,12288
708,536784,4096
709,537184,12288
710,537194,4096
711,537374,12288
712,537444,4096
713,537724,4224
714,537754,4096
715,537854,12288
716,537904,4096
717,540554,4160
718,540564,4096
719,542334,12288
720,542374,4096
721,543714,4224
722,543724,4096
723,544784,4160
724,544794,4096
725,545304,4160
726,545324,4096
727,546034,12288
728,546044,4096
729,546234,4224
730,546244,4096
731,552244,4224
732,552274,4096
733,553674,4160
734,553684,4096
735,556564,4224
736,556574,4096
737,556924,12288
738,556954,4096
739,559944,4224
740,559964,4096
741,560914,4224
742,560954,4096
743,562074,12288
744,562084,4096
745,564024,4224
746,564034,4096
747,565504,4224
748,565514,4096
749,569204,4160
750,569224,4096
751,574104,4224
752,574114,4096
753,574654,4160
754,574664,4096
755,576064,4224
756,576084,4096
757,576314,12288
758,576324,4096
759,577994,4224
760,578024,4096
761,578424,4224
762,578444,4096
763,579864,4160
764,579874,4096
765,580224,12288
766,580234,4096
767,580684,4160
768,580694,4096
769,581094,4224
770,581164,4096
771,585064,12288
772,585074,4096
773,586654,12288
774,586674,4096
775,587344,4160
776,587364,4096
777,588414,12288
778,588444,4096
779,588764,4160
780,588774,4288
781,588784,4160
782,588794,4096
783,590214,4160
784,590224,4096
785,595494,4224
786,595514,4096
787,596214,4160
788,596224,4096
789,598294,4160
790,598314,4096
791,598664,4224
792,598674,4096
793,599184,4160
794,599194,4096
795,599284,4160
796,599334,4096
797,602814,4160
798,602824,4096
799,603314,4224
800,603324,4096
801,603574,4224
802,603594,4096
803,605974,4224
804,605994,4096
805,606164,12288
806,606174,4096
807,610134,4160
808,610144,4096
809,611174,4224
810,611184,4096
