,ts,height_cov,velocity_cov
0,34304,0.11507770419120789,0.025920407846570015
1,34314,0.11507152765989304,0.02589757926762104
2,34324,0.11506536602973938,0.0258747898042202
3,34334,0.11505921930074692,0.025852041319012642
4,34344,0.11505307257175446,0.025829333811998367
5,34354,0.11504694819450378,0.025806665420532227
6,34364,0.11504082381725311,0.02578403614461422
7,34374,0.11503472179174423,0.025761445984244347
8,34384,0.11502863466739655,0.025738894939422607
9,34394,0.11502255499362946,0.02571638487279415
10,34404,0.11501649022102356,0.02569391392171383
11,34414,0.11501042544841766,0.02567148208618164
12,34424,0.11500437557697296,0.025649089366197586
13,34434,0.11499833315610886,0.025626735761761665
14,34444,0.11499230563640594,0.02560442127287388
15,34454,0.11498629301786423,0.025582144036889076
16,34464,0.1149802878499031,0.025559907779097557
17,34474,0.11497429013252258,0.025537708774209023
18,34484,0.11496830731630325,0.025515548884868622
19,34494,0.11496233195066452,0.025493426248431206
20,34504,0.11495636403560638,0.025471342727541924
21,34514,0.11495040357112885,0.025449298322200775
22,34524,0.1149444654583931,0.02542729303240776
23,34534,0.11493853479623795,0.02540532499551773
24,34544,0.1149326041340828,0.025383394211530685
25,34554,0.11492668837308884,0.025361500680446625
26,34564,0.11492078006267548,0.02533964440226555
27,34574,0.11491488665342331,0.025317827239632607
28,34584,0.11490900069475174,0.02529604732990265
29,34594,0.11490312963724136,0.025274304673075676
30,34604,0.11489726603031158,0.025252601131796837
31,34614,0.1148914098739624,0.025230932980775833
32,34624,0.11488556116819382,0.025209302082657814
33,34634,0.11487973481416702,0.02518770843744278
34,34644,0.11487391591072083,0.02516615204513073
35,34654,0.11486810445785522,0.025144632905721664
36,34664,0.11486230790615082,0.025123151019215584
37,34674,0.11485651880502701,0.02510170452296734
38,34684,0.1148507297039032,0.025080295279622078
39,34694,0.11484495550394058,0.025058923289179802
40,34704,0.11483918875455856,0.02503758668899536
41,34714,0.11483343690633774,0.025016287341713905
42,34724,0.1148276999592781,0.024995023384690285
43,34734,0.11482197046279907,0.0249737948179245
44,34744,0.11481624841690063,0.0249526035040617
45,34754,0.1148105263710022,0.024931447580456734
46,34764,0.11480482667684555,0.024910325184464455
47,34774,0.1147991269826889,0.02488924004137516
48,34784,0.11479343473911285,0.0248681902885437
49,34794,0.1147877648472786,0.024847177788615227
50,34804,0.11478209495544434,0.02482619881629944
51,34814,0.11477643996477127,0.024805257096886635
52,34824,0.1147707924246788,0.024784348905086517
53,34834,0.11476515233516693,0.024763476103544235
54,34844,0.11475952714681625,0.02474263869225979
55,34854,0.11475390195846558,0.024721836671233177
56,34864,0.11474829167127609,0.0247010700404644
57,34874,0.1147426888346672,0.02468033693730831
58,34884,0.11473709344863892,0.024659641087055206
59,34894,0.11473149806261063,0.024638976901769638
60,34904,0.11472591757774353,0.024618349969387054
61,34914,0.11472035199403763,0.024597756564617157
62,34924,0.11471480131149292,0.024577196687459946
63,34934,0.11470925062894821,0.02455667033791542
64,34944,0.1147037148475647,0.02453617937862873
65,34954,0.11469819396734238,0.024515723809599876
66,34964,0.11469267308712006,0.02449529990553856
67,34974,0.11468716710805893,0.024474911391735077
68,34984,0.1146816611289978,0.02445455640554428
69,34994,0.11467617005109787,0.02443423680961132
70,35004,0.11467068642377853,0.024413948878645897
71,35014,0.11466521769762039,0.02439369447529316
72,35024,0.11465975642204285,0.024373473599553108
73,35034,0.1146543025970459,0.024353288114070892
74,35044,0.11464885622262955,0.024333134293556213
75,35054,0.1146434098482132,0.02431301400065422
76,35064,0.11463798582553864,0.024292927235364914
77,35074,0.11463256925344467,0.024272873997688293
78,35084,0.1146271601319313,0.02425285428762436
79,35094,0.11462176591157913,0.02423286810517311
80,35104,0.11461637914180756,0.02421291545033455
81,35114,0.11461099982261658,0.024192994460463524
82,35124,0.1146056205034256,0.024173105135560036
83,35134,0.11460024863481522,0.024153249338269234
84,35144,0.11459489166736603,0.02413342520594597
85,35154,0.11458954215049744,0.02411363273859024
86,35164,0.11458420753479004,0.0240938737988472
87,35174,0.11457887291908264,0.024074148386716843
88,35184,0.11457355320453644,0.024054452776908875
89,35194,0.11456823348999023,0.024034792557358742
90,35204,0.11456292867660522,0.024015162140130997
91,35214,0.11455763876438141,0.023995565250515938
92,35224,0.11455234885215759,0.023976000025868416
93,35234,0.11454706639051437,0.02395646646618843
94,35244,0.11454180628061295,0.023936964571475983
95,35254,0.11453654617071152,0.02391749434173107
96,35264,0.11453130096197128,0.023898055776953697
97,35274,0.11452605575323105,0.02387864887714386
98,35284,0.11452081799507141,0.02385927364230156
99,35294,0.11451558768749237,0.023839930072426796
100,35304,0.11451037973165512,0.02382061816751957
101,35314,0.11450517922639847,0.02380133792757988
102,35324,0.11449997872114182,0.023782087489962578
103,35334,0.11449479311704636,0.023762866854667664
104,35344,0.1144896075129509,0.023743677884340286
105,35354,0.11448442935943604,0.023724520578980446
106,35364,0.11447925865650177,0.023705394938588142
107,35374,0.1144741028547287,0.023686299100518227
108,35384,0.11446895450353622,0.023667234927415848
109,35394,0.11446381360292435,0.023648202419281006
110,35404,0.11445867270231247,0.02362919971346855
111,35414,0.11445355415344238,0.023610226809978485
112,35424,0.1144484281539917,0.023591283708810806
113,35434,0.11444330960512161,0.023572372272610664
114,35444,0.11443820595741272,0.02355349063873291
115,35454,0.11443310976028442,0.023534638807177544
116,35464,0.11442802101373672,0.023515816777944565
117,35474,0.11442294716835022,0.023497026413679123
118,35484,0.11441788077354431,0.02347826585173607
119,35494,0.114412821829319,0.023459535092115402
120,35504,0.11440776288509369,0.023440834134817123
121,35514,0.11440271139144897,0.023422161117196083
122,35524,0.11439767479896545,0.02340351976454258
123,35534,0.11439264565706253,0.023384908214211464
124,35544,0.1143876239657402,0.023366326466202736
125,35554,0.11438260972499847,0.023347772657871246
126,35564,0.11437761038541794,0.023329250514507294
127,35574,0.114372618496418,0.02331075631082058
128,35584,0.11436761915683746,0.023292290046811104
129,35594,0.11436263471841812,0.023273853585124016
130,35604,0.11435766518115997,0.023255446925759315
131,35614,0.11435269564390182,0.023237068206071854
132,35624,0.11434774100780487,0.02321871928870678
133,35634,0.11434279382228851,0.023200400173664093
134,35644,0.11433785408735275,0.023182108998298645
135,35654,0.11433292180299759,0.023163847625255585
136,35664,0.11432798951864243,0.023145614191889763
137,35674,0.11432306468486786,0.02312740869820118
138,35684,0.11431814730167389,0.023109233006834984
139,35694,0.11431324481964111,0.023091085255146027
140,35704,0.11430834978818893,0.023072967305779457
141,35714,0.11430346220731735,0.023054877296090126
142,35724,0.11429858207702637,0.023036815226078033
143,35734,0.11429370939731598,0.02301878295838833
144,35744,0.11428883671760559,0.023000776767730713
145,35754,0.1142839714884758,0.022982798516750336
146,35764,0.1142791211605072,0.022964848205447197
147,35774,0.1142742782831192,0.022946927696466446
148,35784,0.1142694428563118,0.022929033264517784
