,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,3.661,EV_MAX_V,255
2,5.002,EV_CUSTOM_1,255
3,9.301,EV_APOGEE,0
4,10.0,EV_CUSTOM_2,255
5,21.641,EV_POST_APOGEE,0
