,ts,height,velocity,acceleration
0,-0.37,0.2601521611213684,-0.18436221778392792,-0.25221145153045654
1,-0.36,0.25649377703666687,-0.1878719925880432,-0.16063159704208374
2,-0.35,0.2534846067428589,-0.19057022035121918,-0.1515270471572876
3,-0.34,0.25111812353134155,-0.19265440106391907,-0.16072016954421997
4,-0.33,0.24999453127384186,-0.19331559538841248,-0.15150699019432068
5,-0.32,0.24888746440410614,-0.19404315948486328,-0.1606278419494629
6,-0.31,0.24779659509658813,-0.19469992816448212,-0.1559963822364807
7,-0.3,0.2467220574617386,-0.1953321099281311,-0.1559470295906067
8,-0.29,0.2474815845489502,-0.1944800615310669,-0.20163467526435852
9,-0.28,0.24641576409339905,-0.19510337710380554,-0.155744731426239
10,-0.27,0.24718384444713593,-0.19424276053905487,-0.20143216848373413
11,-0.26,0.24794431030750275,-0.19339777529239655,-0.20128032565116882
12,-0.25,0.24627049267292023,-0.1951257735490799,-0.20126521587371826
13,-0.24,0.24461400508880615,-0.1969539225101471,-0.21500012278556824
14,-0.23,0.2429742068052292,-0.19874507188796997,-0.2149811089038849
15,-0.22,0.24135109782218933,-0.20049957931041718,-0.21496015787124634
16,-0.21,0.23913805186748505,-0.202857106924057,-0.21497118473052979
17,-0.2,0.23694811761379242,-0.2051655501127243,-0.21497958898544312
18,-0.19,0.23478129506111145,-0.20742540061473846,-0.21498540043830872
19,-0.18,0.23263777792453766,-0.2095913290977478,-0.21040531992912292
20,-0.17,0.2311243861913681,-0.21107043325901031,-0.21037226915359497
21,-0.16,0.230841264128685,-0.21123716235160828,-0.21026992797851562
22,-0.15,0.23056238889694214,-0.21139664947986603,-0.2101672887802124
23,-0.14,0.23083986341953278,-0.21083039045333862,-0.19628173112869263
24,-0.13,0.23177877068519592,-0.20957182347774506,-0.1961117684841156
25,-0.12,0.2327108085155487,-0.20824086666107178,-0.1867733895778656
26,-0.11,0.23959293961524963,-0.20037885010242462,-0.15877103805541992
27,-0.1,0.2548505663871765,-0.182583749294281,-0.03862617909908295
28,-0.09,0.27112334966659546,-0.16357797384262085,-0.005532607436180115
29,-0.08,0.29150962829589844,-0.1360507309436798,0.43576157093048096
30,-0.07,0.3160122036933899,-0.08782055974006653,2.110391139984131
31,-0.06,0.35438627004623413,0.0002495013177394867,4.697991847991943
32,-0.05,0.39360034465789795,0.12331819534301758,8.220739364624023
33,-0.04,0.44237345457077026,0.29289376735687256,12.014396667480469
34,-0.03,0.49197232723236084,0.4988783895969391,15.766737937927246
35,-0.02,0.5606122612953186,0.7402441501617432,17.52592658996582
36,-0.01,0.6368792057037354,1.0035066604614258,19.17537498474121
37,0.0,0.7160651683807373,1.2902719974517822,21.507863998413086
38,0.01,0.7301015257835388,1.5169025659561157,22.663061141967773
39,0.02,0.7464264035224915,1.7479796409606934,23.107717514038086
40,0.03,0.7650913596153259,1.9849244356155396,23.694486618041992
41,0.04,0.7861289978027344,2.222511053085327,23.758665084838867
42,0.05,0.8095624446868896,2.464085817337036,24.157480239868164
43,0.06,0.8354116678237915,2.705660581588745,24.157480239868164
44,0.07,0.8636834621429443,2.948610782623291,24.29500389099121
45,0.08,0.8943847417831421,3.191560983657837,24.29500389099121
46,0.09,0.9275086522102356,3.433135747909546,24.157480239868164
47,0.1,0.9630551934242249,3.676085948944092,24.29500389099121
48,0.11,1.0010311603546143,3.9190361499786377,24.29500389099121
49,0.12,1.0414375066757202,4.162169456481934,24.313337326049805
50,0.13,1.0842751264572144,4.405303001403809,24.313337326049805
51,0.14,1.1295441389083862,4.648436546325684,24.313337326049805
52,0.15,1.1772445440292358,4.891570091247559,24.313337326049805
53,0.16,1.227366328239441,5.132686614990234,24.111635208129883
54,0.17,1.2798943519592285,5.372840404510498,24.0153751373291
55,0.18,1.334821343421936,5.612490177154541,23.964948654174805
56,0.19,1.3921394348144531,5.851039409637451,23.85492515563965
57,0.2,1.451839566230774,6.088901042938232,23.786169052124023
58,0.21,1.5138814449310303,6.319382190704346,23.048124313354492
59,0.22,1.5782212018966675,6.548488140106201,22.910600662231445
60,0.23,1.6448463201522827,6.7764482498168945,22.795995712280273
61,0.24,1.7137162685394287,6.997440338134766,22.099214553833008
62,0.25,1.7847703695297241,7.213298320770264,21.58579444885254
63,0.26,1.8579612970352173,7.424801349639893,21.150304794311523
64,0.27,1.9332302808761597,7.6289238929748535,20.412263870239258
65,0.28,2.010493516921997,7.82360315322876,19.46793556213379
66,0.29,2.0896353721618652,8.004668235778809,18.106454849243164
67,0.3,2.1705002784729004,8.168221473693848,16.355321884155273
68,0.31,2.252941131591797,8.319855690002441,15.163453102111816
69,0.32,2.3368749618530273,8.466814041137695,14.695874214172363
70,0.33,2.4222354888916016,8.605199813842773,13.838644981384277
71,0.34,2.5089499950408936,8.737626075744629,13.242709159851074
72,0.35,2.596980094909668,8.868265151977539,13.063931465148926
73,0.36,2.686306953430176,8.996978759765625,12.8713960647583
74,0.37,2.7768917083740234,9.119824409484863,12.28463077545166
75,0.38,2.868696451187134,9.241020202636719,12.11960506439209
76,0.39,2.9617092609405518,9.36143684387207,12.041672706604004
77,0.4,3.0559189319610596,9.480385780334473,11.894980430603027
78,0.41,3.1513004302978516,9.595805168151855,11.542004585266113
79,0.42,3.2478249073028564,9.708978652954102,11.31738567352295
80,0.43,3.3454811573028564,9.822152137756348,11.31738567352295
81,0.44,3.4442691802978516,9.935325622558594,11.31738567352295
82,0.45,3.544188976287842,10.04849910736084,11.31738567352295
83,0.46,3.645240545272827,10.161672592163086,11.31738567352295
