,ts,error
0,-0.361,12288
1,-0.231,4096
2,0.019,12288
3,0.039,4096
4,0.299,12288
5,0.319,4096
6,0.499,12288
7,0.509,4096
8,3.749,12288
9,3.779,4096
10,6.609,12288
11,6.699,4096
12,15.199,12288
13,15.229,4096
14,15.519,12288
15,15.539,4096
16,15.829,12288
17,15.879,4096
18,16.289,12288
19,16.469,4096
20,20.179,12288
21,20.229,4096
22,20.569,12288
23,20.589,4096
24,21.149,12288
25,21.259,4096
26,21.349,12288
27,21.369,4096
28,23.189,12288
29,23.309,4096
30,23.449,12288
31,23.559,4096
32,24.109,12288
33,24.169,4096
34,25.109,12288
35,25.119,4096
36,26.419,12288
37,26.459,4096
