,ts,event,out_idx
0,3513582,EV_LIFTOFF,0
1,3520842,EV_MAX_V,255
2,3564513,EV_APOGEE,0
3,3564513,EV_APOGEE,1
4,3567513,EV_APOGEE,2
5,3567513,EV_APOGEE,3
6,3569013,EV_APOGEE,4
7,3569013,EV_APOGEE,5
8,3572013,EV_APOGEE,6
9,3831503,EV_POST_APOGEE,0
10,3831503,EV_POST_APOGEE,1
11,3833003,EV_POST_APOGEE,2
12,3833003,EV_POST_APOGEE,3
13,3834503,EV_POST_APOGEE,4
