,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,1.45,EV_MAX_V,255
2,8.97,EV_APOGEE,0
3,11.901,EV_POST_APOGEE,0
4,11.901,EV_POST_APOGEE,1
5,14.901,EV_POST_APOGEE,2
6,14.901,EV_APOGEE,0
