,ts,id,Gx,Gy,Gz,Ax,Ay,Az
0,-0.331,IMU0,14.939024390243905,-0.48780487804878053,-5.7926829268292686,-0.0048828125,-0.9951171875,-0.033203125
1,-0.331,IMU1,1.0975609756097562,0.6097560975609757,-0.06097560975609757,0.0234375,-1.0029296875,0.0673828125
2,-0.321,IMU0,15.000000000000002,-0.6097560975609757,-6.219512195121951,0.0029296875,-0.994140625,-0.033203125
3,-0.321,IMU1,1.0975609756097562,0.6097560975609757,-0.06097560975609757,0.0244140625,-1.001953125,0.0673828125
4,-0.311,IMU0,14.878048780487806,-0.9146341463414634,-6.219512195121951,-0.0224609375,-0.99609375,-0.0419921875
5,-0.311,IMU1,1.0975609756097562,0.6097560975609757,-0.06097560975609757,0.0234375,-1.001953125,0.0673828125
6,-0.301,IMU0,15.243902439024392,-0.6707317073170732,-6.341463414634147,-0.0078125,-1.001953125,-0.03515625
7,-0.301,IMU1,1.0365853658536586,0.6707317073170732,-0.12195121951219513,0.0234375,-1.0029296875,0.0673828125
8,-0.291,IMU0,15.060975609756099,-0.9146341463414634,-6.036585365853659,0.0078125,-0.9970703125,-0.03125
9,-0.291,IMU1,1.0365853658536586,0.6097560975609757,-0.12195121951219513,0.0234375,-1.001953125,0.0673828125
10,-0.281,IMU0,15.060975609756099,-0.7926829268292683,-6.2804878048780495,0.0244140625,-1.005859375,-0.0009765625
11,-0.281,IMU1,1.1585365853658538,0.6707317073170732,-0.1829268292682927,0.0234375,-1.001953125,0.0673828125
12,-0.271,IMU0,14.695121951219514,-0.6707317073170732,-6.341463414634147,0.037109375,-1.001953125,-0.0087890625
13,-0.271,IMU1,1.2195121951219514,0.6707317073170732,-0.1829268292682927,0.0244140625,-1.0009765625,0.0673828125
14,-0.261,IMU0,14.939024390243905,-0.426829268292683,-6.341463414634147,0.0166015625,-0.9921875,-0.0087890625
15,-0.261,IMU1,1.2195121951219514,0.6097560975609757,-0.1829268292682927,0.0244140625,-1.0029296875,0.0654296875
16,-0.251,IMU0,14.695121951219514,-0.5487804878048781,-6.097560975609756,0.0126953125,-1.0,-0.0126953125
17,-0.251,IMU1,1.0975609756097562,0.6707317073170732,-0.1829268292682927,0.0234375,-1.001953125,0.0673828125
18,-0.241,IMU0,14.878048780487806,-0.7926829268292683,-6.2804878048780495,0.013671875,-0.994140625,-0.0068359375
19,-0.241,IMU1,1.2195121951219514,0.7317073170731708,-0.12195121951219513,0.0234375,-1.001953125,0.0673828125
20,-0.231,IMU0,14.939024390243905,-0.853658536585366,-6.585365853658537,0.009765625,-0.986328125,-0.009765625
21,-0.231,IMU1,1.2195121951219514,0.6707317073170732,-0.12195121951219513,0.0224609375,-1.001953125,0.0673828125
22,-0.221,IMU0,15.182926829268293,-0.3658536585365854,-6.707317073170732,-0.0048828125,-0.98828125,-0.025390625
23,-0.221,IMU1,1.1585365853658538,0.6707317073170732,-0.12195121951219513,0.0224609375,-1.0029296875,0.0654296875
24,-0.211,IMU0,15.121951219512196,-0.5487804878048781,-6.707317073170732,0.01171875,-0.994140625,-0.0185546875
25,-0.211,IMU1,1.1585365853658538,0.6707317073170732,-0.12195121951219513,0.0224609375,-1.001953125,0.064453125
26,-0.201,IMU0,14.695121951219514,-0.5487804878048781,-6.402439024390245,0.021484375,-0.9990234375,-0.0341796875
27,-0.201,IMU1,1.1585365853658538,0.6707317073170732,-0.12195121951219513,0.0224609375,-1.001953125,0.0654296875
28,-0.191,IMU0,15.060975609756099,-0.7317073170731708,-6.341463414634147,0.017578125,-0.9892578125,-0.02734375
29,-0.191,IMU1,1.0975609756097562,0.6707317073170732,-0.12195121951219513,0.0224609375,-1.001953125,0.064453125
30,-0.181,IMU0,14.878048780487806,-0.9146341463414634,-6.463414634146342,0.0009765625,-0.978515625,-0.0166015625
31,-0.181,IMU1,1.0975609756097562,0.6707317073170732,-0.12195121951219513,0.0244140625,-1.001953125,0.0654296875
32,-0.171,IMU0,14.756097560975611,-0.9756097560975611,-6.341463414634147,0.021484375,-0.9921875,-0.0224609375
33,-0.171,IMU1,1.0975609756097562,0.6707317073170732,-0.12195121951219513,0.0244140625,-1.00390625,0.0673828125
34,-0.161,IMU0,14.573170731707318,-0.9756097560975611,-6.341463414634147,0.0322265625,-0.9931640625,-0.021484375
35,-0.161,IMU1,1.0975609756097562,0.6097560975609757,-0.1829268292682927,0.0244140625,-1.0029296875,0.068359375
36,-0.151,IMU0,14.878048780487806,-0.9146341463414634,-6.463414634146342,0.0126953125,-0.9990234375,-0.01171875
37,-0.151,IMU1,1.2195121951219514,0.6707317073170732,-0.1829268292682927,0.0224609375,-0.9990234375,0.06640625
38,-0.141,IMU0,14.817073170731708,-0.7317073170731708,-6.402439024390245,0.0205078125,-0.99609375,0.0
39,-0.141,IMU1,1.1585365853658538,0.7317073170731708,-0.12195121951219513,0.0205078125,-0.998046875,0.0673828125
40,-0.131,IMU0,15.243902439024392,-0.7926829268292683,-6.463414634146342,0.0361328125,-0.9951171875,-0.017578125
41,-0.131,IMU1,1.2195121951219514,0.7317073170731708,-0.12195121951219513,0.0224609375,-1.0029296875,0.06640625
42,-0.121,IMU0,15.609756097560977,-0.6097560975609757,-6.341463414634147,0.017578125,-0.9912109375,-0.013671875
43,-0.121,IMU1,1.2195121951219514,0.7317073170731708,-0.1829268292682927,0.025390625,-1.005859375,0.064453125
44,-0.111,IMU0,15.060975609756099,-0.48780487804878053,-6.52439024390244,0.017578125,-1.0166015625,-0.0029296875
45,-0.111,IMU1,1.0975609756097562,0.6707317073170732,-0.12195121951219513,0.0224609375,-1.025390625,0.0673828125
46,-0.101,IMU0,14.634146341463415,-1.1585365853658538,-6.585365853658537,-0.076171875,-1.5185546875,0.06640625
47,-0.101,IMU1,0.9146341463414634,0.06097560975609757,-0.3658536585365854,-0.0654296875,-1.583984375,0.1123046875
48,-0.091,IMU0,17.865853658536587,-5.182926829268293,-5.182926829268293,0.001953125,-5.0517578125,0.1337890625
49,-0.091,IMU1,4.51219512195122,-4.451219512195122,0.7317073170731708,0.021484375,-5.2041015625,0.0693359375
50,-0.081,IMU0,13.963414634146343,-10.792682926829269,-3.414634146341464,0.103515625,-9.1669921875,0.1943359375
51,-0.081,IMU1,1.2195121951219514,-9.02439024390244,2.8658536585365857,0.1220703125,-9.4892578125,0.0830078125
52,-0.071,IMU0,15.426829268292684,-12.439024390243903,-7.378048780487806,-0.2861328125,-11.455078125,0.2177734375
53,-0.071,IMU1,0.12195121951219513,-11.341463414634147,-1.2195121951219514,-0.24609375,-11.6279296875,-0.0888671875
54,-0.061,IMU0,11.463414634146343,-22.439024390243905,-11.707317073170733,-0.3525390625,-11.8583984375,0.2568359375
