,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated,q0_raw,q1_raw,q2_raw,q3_raw
0,263609,5440,-4822,-4743,-4963,5440,-4822,-4743,-4963
1,263619,5435,-4829,-4739,-4967,5435,-4829,-4739,-4967
2,263629,5435,-4833,-4735,-4967,5435,-4833,-4735,-4967
3,263639,5440,-4837,-4721,-4970,5440,-4837,-4721,-4970
4,263649,5448,-4835,-4714,-4970,5448,-4835,-4714,-4970
5,263659,5453,-4829,-4714,-4970,5453,-4829,-4714,-4970
6,263669,5449,-4841,-4713,-4965,5449,-4841,-4713,-4965
7,263679,5453,-4840,-4711,-4963,5453,-4840,-4711,-4963
8,263689,5450,-4852,-4706,-4959,5450,-4852,-4706,-4959
9,263699,5449,-4858,-4710,-4951,5449,-4858,-4710,-4951
10,263709,5447,-4853,-4725,-4943,5447,-4853,-4725,-4943
11,263719,5441,-4860,-4723,-4944,5441,-4860,-4723,-4944
12,263729,5448,-4855,-4715,-4949,5448,-4855,-4715,-4949
13,263739,5456,-4853,-4701,-4956,5456,-4853,-4701,-4956
14,263749,5460,-4859,-4692,-4955,5460,-4859,-4692,-4955
15,263759,5461,-4866,-4690,-4949,5461,-4866,-4690,-4949
16,263769,5465,-4869,-4683,-4947,5465,-4869,-4683,-4947
17,263779,5465,-4869,-4691,-4939,5465,-4869,-4691,-4939
18,263789,5457,-4877,-4702,-4931,5457,-4877,-4702,-4931
19,263799,5456,-4881,-4699,-4930,5456,-4881,-4699,-4930
20,263809,5458,-4882,-4695,-4930,5458,-4882,-4695,-4930
21,263819,5458,-4898,-4683,-4927,5458,-4898,-4683,-4927
22,263829,5467,-4898,-4675,-4924,5467,-4898,-4675,-4924
23,263839,5463,-4906,-4684,-4911,5463,-4906,-4684,-4911
24,263849,5460,-4908,-4693,-4904,5460,-4908,-4693,-4904
25,263859,5454,-4907,-4705,-4901,5454,-4907,-4705,-4901
26,263869,5440,-4900,-4723,-4905,5440,-4900,-4723,-4905
27,263879,5427,-4893,-4741,-4910,5427,-4893,-4741,-4910
28,263889,5414,-4884,-4760,-4915,5414,-4884,-4760,-4915
29,263899,5399,-4876,-4779,-4921,5399,-4876,-4779,-4921
30,263909,5384,-4866,-4799,-4928,5384,-4866,-4799,-4928
31,263919,5370,-4856,-4819,-4934,5370,-4856,-4819,-4934
