,ts,height,velocity,acceleration,lower_bound,upper_bound
0,2289122,1.154892086982727,0.00610674312338233,0.0009932219982147217,2.1468470321537776,0.1629371418116765
1,2289132,1.1546646356582642,0.005724665708839893,0.000987095758318901,2.1466195808293147,0.16270969048721362
2,2289142,1.1528923511505127,0.003248141845688224,0.0009482372552156448,2.1448472963215632,0.16093740597946216
3,2289152,1.1511434316635132,0.0008367183618247509,0.000910402275621891,2.1430983768345637,0.15918848649246264
4,2289162,1.1486214399337769,-0.0025929142720997334,0.0008566603064537048,2.1405763851048274,0.15666649476272632
5,2289172,1.1453588008880615,-0.006983096711337566,0.0007879147306084633,2.137313746059112,0.15340385571701098
6,2289182,1.1421408653259277,-0.011253469623625278,0.0007210522890090942,2.1340958104969783,0.1501859201548772
7,2289192,1.138967752456665,-0.015405682846903801,0.0006560469046235085,2.1309226976277156,0.1470128072856145
8,2289202,1.1374107599258423,-0.017305772751569748,0.0006262492388486862,2.129365705096893,0.14545581475479175
9,2289212,1.1350804567337036,-0.02023116871714592,0.0005804318934679031,2.127035401904754,0.14312551156265307
10,2289222,1.1320096254348755,-0.024123700335621834,0.0005195066332817078,2.123964570605926,0.14005468026382495
11,2289232,1.1274141073226929,-0.030036071315407753,0.0004270244389772415,2.1193690524937434,0.13545916215164233
12,2289242,1.1244536638259888,-0.033598996698856354,0.005188961513340473,2.1164086089970393,0.13249871865493823
13,2289252,1.121515154838562,-0.03713228926062584,0.00031572114676237106,2.1134701000096126,0.12956020966751147
14,2289262,1.1193963289260864,-0.03950399532914162,0.000278606079518795,2.111351274097137,0.1274413837550359
15,2289272,1.118134617805481,-0.0406789630651474,0.0002601994201540947,2.1100895629765315,0.12617967263443042
16,2289282,1.116072177886963,-0.042878568172454834,0.005042991600930691,2.1080271230580134,0.12411723271591235
17,2289292,1.1132686138153076,-0.04605577141046524,0.004992548376321793,2.105223558986358,0.12131366864425708
18,2289302,1.1105093955993652,-0.0491301491856575,0.004943720065057278,2.1024643407704158,0.1185544504283147
19,2289312,1.1093897819519043,-0.04993492737412453,0.004930369555950165,2.101344727122955,0.11743483678085376
20,2289322,1.1075176000595093,-0.05179954692721367,8.277129381895065e-05,2.09947254523056,0.11556265488845874
21,2289332,1.1040380001068115,-0.055823590606451035,1.986883580684662e-05,2.095992945277862,0.11208305493576098
22,2289342,1.0998401641845703,-0.06076963245868683,-5.743280053138733e-05,2.091795109355621,0.10788521901351977
23,2289352,1.094932198524475,-0.0666142925620079,-0.0001487666741013527,2.0868871436955256,0.10297725335342456
24,2289362,1.0885306596755981,-0.07431460916996002,0.009366761893033981,2.0804856048466487,0.0965757145045476
25,2289372,1.0814533233642578,-0.08278201520442963,0.014050175435841084,2.0734082685353084,0.08949837819320727
26,2289382,1.0752614736557007,-0.0892145186662674,0.08620988577604294,2.0672164188267512,0.08330652848465014
27,2289392,1.070340633392334,0.14448599517345428,24.08108901977539,2.0622955785633845,0.07838568822128344
28,2289402,1.0717939138412476,0.7156921029090881,57.510196685791016,2.063748859012298,0.07983896867019702
29,2289412,1.0801820755004883,1.4148017168045044,70.22074127197266,2.072137020671539,0.08822713032943774
30,2289422,1.0994489192962646,2.1938483715057373,77.7372817993164,2.091403864467315,0.10749397412521411
31,2289432,1.1360279321670532,2.9858357906341553,77.73751068115234,2.1279828773381038,0.14407298699600268
32,2289442,1.1816799640655518,3.7793922424316406,77.73776245117188,2.1736349092366023,0.18972501889450122
33,2289452,1.2393641471862793,4.578518867492676,77.73810577392578,2.23131909235733,0.24740920201522876
34,2289462,1.303279161453247,5.375256061553955,77.7384033203125,2.2952341066242976,0.31132421628219653
35,2289472,1.3747825622558594,6.167365550994873,77.32432556152344,2.36673750742691,0.38282761708480884
36,2289482,1.4520593881607056,6.952922821044922,76.95838928222656,2.444014333331756,0.460104442989655
37,2289492,1.5356762409210205,7.73541784286499,76.857421875,2.527631186092071,0.54372129574997
38,2289502,1.627026081085205,8.515206336975098,76.59745025634766,2.6189810262562556,0.6350711359141545
39,2289512,1.7298381328582764,9.298731803894043,76.47247314453125,2.721793078029327,0.7378831876872258
40,2289522,1.8375170230865479,10.0779390335083,76.44379425048828,2.8294719682575984,0.8455620779154973
41,2289532,1.9530234336853027,10.855473518371582,76.27056884765625,2.9449783788563533,0.9610684885142522
42,2289542,2.0737721920013428,11.628994941711426,76.21292114257812,3.0657271371723933,1.0818172468302922
43,2289552,2.200408935546875,12.400008201599121,76.21305847167969,3.1923638807179255,1.2084539903758245
44,2289562,2.336608648300171,13.173540115356445,76.2132339477539,3.3285635934712214,1.3446537031291204
45,2289572,2.4798293113708496,13.946102142333984,76.2134017944336,3.4717842565419,1.487874366199799
46,2289582,2.6282806396484375,14.715658187866211,76.25205993652344,3.620235584819488,1.636325694477387
47,2289592,2.784977436065674,15.485962867736816,76.25218200683594,3.7769323812367244,1.7930224908946233
48,2289602,2.9473254680633545,16.251230239868164,76.02579498291016,3.939280413234405,1.955370522892304
49,2289612,3.1127662658691406,17.009824752807617,75.97760009765625,4.104721211040191,2.12081132069809
50,2289642,3.639573335647583,19.265918731689453,75.98686218261719,4.6315282808186335,2.6476183904765325
51,2289652,3.8237109184265137,20.00889778137207,75.9721450805664,4.815665863597564,2.831755973255463
52,2289662,4.010915279388428,20.745946884155273,75.97179412841797,5.002870224559478,3.018960334217377
53,2289672,4.203362941741943,21.47957420349121,75.91838836669922,5.195317886912994,3.211407996570893
54,2289682,4.399382591247559,22.20808219909668,75.91790771484375,5.391337536418609,3.407427646076508
