,ts,altitude_agl,raw_acceleration,filtered_altitude_AGL,filtered_acceleration
1026,2299402,483.70660400390625,-14.127171516418457,484.01812744140625,-14.127171516418457
1027,2299412,483.58563232421875,-14.300629615783691,483.9910583496094,-14.127171516418457
1028,2299422,483.64141845703125,-14.50781536102295,483.8038024902344,-14.127171516418457
1029,2299432,483.39654541015625,-14.666818618774414,483.74237060546875,-14.127171516418457
1030,2299442,482.95953369140625,-14.74390983581543,483.67938232421875,-14.127171516418457
1031,2299452,483.83612060546875,-14.931822776794434,483.67938232421875,-14.300629615783691
1032,2299462,482.927490234375,-15.418468475341797,483.61627197265625,-14.50781536102295
1033,2299472,482.95849609375,-16.386940002441406,483.55322265625,-14.666818618774414
1034,2299482,482.80718994140625,-17.365049362182617,483.30291748046875,-14.74390983581543
1035,2299492,482.9583740234375,-18.372066497802734,483.266845703125,-14.931822776794434
1036,2299502,482.58013916015625,-19.966915130615234,483.0306396484375,-15.418468475341797
1037,2299512,483.10955810546875,-20.872751235961914,482.87017822265625,-16.386940002441406
1038,2299522,482.51910400390625,-20.87757110595703,482.86474609375,-17.365049362182617
1039,2299532,482.1495361328125,-21.768949508666992,482.82684326171875,-18.372066497802734
1040,2299542,481.8357849121094,-23.835987091064453,482.765625,-19.966915130615234
1041,2299552,481.98687744140625,-25.710296630859375,482.63958740234375,-20.86793327331543
1042,2299562,481.80364990234375,-26.678770065307617,482.39288330078125,-20.882389068603516
1043,2299572,482.179931640625,-26.45712661743164,482.2431640625,-21.768949508666992
1044,2299582,481.4847412109375,-24.862279891967773,482.1818542480469,-23.835987091064453
1045,2299592,482.70257568359375,-24.36117935180664,482.1818542480469,-24.36117935180664
1046,2299602,482.432373046875,-23.74925994873047,482.1818542480469,-24.36117935180664
1047,2299612,482.2410888671875,-21.8171329498291,482.122314453125,-24.36117935180664
1048,2299622,482.68682861328125,-19.774185180664062,482.1781005859375,-24.36117935180664
1049,2299632,482.83709716796875,-18.097427368164062,482.24114990234375,-24.36117935180664
1050,2299642,482.96240234375,-16.98922348022461,482.369140625,-23.74925994873047
1051,2299652,482.8876953125,-16.83022117614746,482.45013427734375,-21.8171329498291
1052,2299662,483.18206787109375,-16.589309692382812,482.68084716796875,-19.774185180664062
1053,2299672,483.971435546875,-16.43994140625,482.80169677734375,-18.097427368164062
1054,2299682,483.0203857421875,-17.032588958740234,482.9010009765625,-17.032588958740234
1055,2299692,483.8038024902344,-17.64451026916504,483.0198974609375,-17.032588958740234
1056,2299702,483.8062744140625,-17.581871032714844,483.14971923828125,-17.032588958740234
1057,2299712,483.39630126953125,-17.345775604248047,483.33331298828125,-17.032588958740234
1058,2299722,483.6496276855469,-17.138591766357422,483.45977783203125,-17.032588958740234
1059,2299732,483.61474609375,-16.84949493408203,483.55352783203125,-17.032588958740234
1060,2299742,483.55865478515625,-16.854312896728516,483.61474609375,-17.032588958740234
1061,2299752,483.42718505859375,-17.042224884033203,483.57867431640625,-17.042224884033203
1062,2299762,483.27227783203125,-17.066316604614258,483.470703125,-17.066316604614258
1063,2299772,482.738525390625,-16.8687686920166,483.4632568359375,-17.066316604614258
1064,2299782,482.58740234375,-15.669018745422363,483.34625244140625,-17.042224884033203
1065,2299792,482.67669677734375,-13.255064010620117,483.34075927734375,-16.8687686920166
1066,2299802,482.4251708984375,-12.445594787597656,483.329833984375,-16.854312896728516
1067,2299812,481.98480224609375,-12.884057998657227,482.81072998046875,-16.84949493408203
1068,2299822,481.76763916015625,-12.729872703552246,482.7060546875,-15.669018745422363
1069,2299832,481.26385498046875,-12.267318725585938,482.556640625,-13.255064010620117
1070,2299842,481.7974853515625,-12.37813949584961,482.23223876953125,-12.884057998657227
1071,2299852,481.7033996582031,-12.941876411437988,482.017578125,-12.884057998657227
1072,2299862,481.64239501953125,-11.833674430847168,481.88568115234375,-12.729872703552246
1073,2299872,481.3704833984375,-10.976021766662598,481.76690673828125,-12.445594787597656
1074,2299882,481.802978515625,-10.311100959777832,481.76690673828125,-12.37813949584961
1075,2299892,481.4586181640625,-9.858182907104492,481.64056396484375,-12.267318725585938
1076,2299902,481.4910888671875,-9.564268112182617,481.5523681640625,-11.833674430847168
1077,2299912,481.521728515625,-9.390810012817383,481.6153564453125,-10.976021766662598
1078,2299922,480.9264221191406,-9.265535354614258,481.6153564453125,-10.311100959777832
1079,2299932,481.33221435546875,-9.188444137573242,481.4910888671875,-9.858182907104492
1080,2299942,481.52349853515625,-9.116168975830078,481.4659423828125,-9.564268112182617
1081,2299952,481.34039306640625,-9.087259292602539,481.43353271484375,-9.390810012817383
1082,2299962,480.9561462402344,-9.135442733764648,481.364990234375,-9.265535354614258
1083,2299972,481.1451721191406,-9.116168975830078,481.33984375,-9.188444137573242
1084,2299982,481.08404541015625,-9.063167572021484,481.2713623046875,-9.135442733764648
1085,2299992,481.917724609375,-8.995712280273438,481.23883056640625,-9.120986938476562
1086,2300002,481.74127197265625,-8.880073547363281,481.30731201171875,-9.111351013183594
1087,2300012,481.99749755859375,-8.802982330322266,481.3648681640625,-9.087259292602539
1088,2300022,482.36956787109375,-8.802982330322266,481.51800537109375,-9.063167572021484
1089,2300032,481.5526123046875,-8.875255584716797,481.4334716796875,-8.995712280273438
1090,2300042,482.46795654296875,-9.034258842468262,481.61163330078125,-8.995712280273438
1091,2300052,481.18304443359375,-9.198080062866211,481.61163330078125,-8.995712280273438
1092,2300062,481.18292236328125,-9.260717391967773,481.61163330078125,-8.995712280273438
1093,2300072,480.73760986328125,-9.299263000488281,481.6152038574219,-8.995712280273438
1094,2300082,481.01495361328125,-9.448630332946777,481.4945983886719,-9.034258842468262
1095,2300092,481.6461181640625,-9.593177795410156,481.494873046875,-9.198080062866211
1096,2300102,481.14459228515625,-9.593177795410156,481.3648681640625,-9.260717391967773
1097,2300112,480.39337158203125,-9.520904541015625,481.23870849609375,-9.299263000488281
1098,2300122,481.1505126953125,-9.559450149536133,481.20269775390625,-9.448630332946777
1099,2300132,480.4853515625,-9.636542320251465,480.95733642578125,-9.520904541015625
1100,2300142,481.11993408203125,-9.829273223876953,480.98980712890625,-9.559450149536133
1101,2300152,481.8328857421875,-11.602397918701172,481.01495361328125,-9.588359832763672
1102,2300162,481.369873046875,-17.47587013244629,481.0816650390625,-9.59799575805664
1103,2300172,480.61334228515625,-31.256126403808594,480.9935302734375,-9.636542320251465
1104,2300182,479.01470947265625,-37.958343505859375,480.869140625,-9.829273223876953
1105,2300192,477.8865661621094,-32.961795806884766,480.67462158203125,-11.602397918701172
1106,2300202,478.04547119140625,-28.659076690673828,480.67462158203125,-17.47587013244629
1107,2300212,478.79400634765625,-24.862279891967773,480.424072265625,-24.862279891967773
1108,2300222,478.3619689941406,-21.667766571044922,479.32806396484375,-24.862279891967773
1109,2300232,478.50775146484375,-18.010698318481445,478.7640380859375,-24.862279891967773
