,ts,height,velocity,acceleration,altitude_agl,lower_bound,upper_bound
0,30299,-0.41711121797561646,-1.6724249124526978,-0.041046142578125,-0.4522440731525421,0.6173112308432454,-1.4515336667944783
1,30309,-0.4317183792591095,-1.6724566221237183,-0.03078460693359375,-2.258528470993042,0.602640054046435,-1.466076812564654
2,30319,-0.4467463493347168,-1.6731820106506348,-0.041046142578125,-0.4522440731525421,0.5875482265750271,-1.4810409252444607
3,30329,-0.4613622725009918,-1.673582673072815,-0.0615692138671875,-0.4522440731525421,0.5728686041597566,-1.4955931491617402
4,30339,-0.4721825420856476,-1.668363094329834,-0.041046142578125,-0.0888306275010109,0.5619848259220439,-1.506349910093339
5,30349,-0.4683646857738495,-1.6425201892852783,-0.05130767822265625,-0.4522440731525421,0.5657392993680479,-1.5024686709157469
6,30359,-0.46354925632476807,-1.615597128868103,-0.041046142578125,-2.258528470993042,0.5704915366094867,-1.4975900492590228
7,30369,-0.4763052761554718,-1.6137213706970215,-0.03078460693359375,-2.258528470993042,0.5576725152642492,-1.5102830675751928
8,30379,-0.4920262098312378,-1.6162664890289307,-0.05130767822265625,-2.258528470993042,0.5418887383740936,-1.5259411580365692
9,30389,-0.5073325037956238,-1.6182562112808228,-0.05130767822265625,-0.7214861512184143,0.5265197919541189,-1.5411847995453665
10,30399,-0.5222803354263306,-1.6195729970932007,-0.041046142578125,-0.4522440731525421,0.511509433797807,-1.5560701046504681
11,30409,-0.5646001696586609,-1.6597046852111816,-0.05130767822265625,-1.8977452516555786,0.46912726386012205,-1.5983276031774438
12,30419,-0.5926284193992615,-1.6791905164718628,-0.0615692138671875,-2.258528470993042,0.44103683683328265,-1.6262936756318056
13,30429,-0.5998097062110901,-1.6690584421157837,-0.07183074951171875,-2.258528470993042,0.4337934987453158,-1.633412911167496
14,30439,-0.6269431114196777,-1.6871811151504517,-0.0615692138671875,-2.258528470993042,0.4065982331724818,-1.6604844560118373
15,30449,-0.6358286738395691,-1.67897629737854,-0.041046142578125,-2.258528470993042,0.39765096889303475,-1.669308316572173
16,30459,-0.6502655744552612,-1.6800185441970825,-0.205230712890625,-2.258528470993042,0.3831525249508696,-1.683683673861392
17,30469,-0.6407488584518433,-1.6469876766204834,-0.1641845703125,-2.258528470993042,0.39260785618922167,-1.6741055730929082
18,30479,-0.5621220469474792,-1.5122088193893433,0.2873220443725586,3.2518503665924072,0.47117347396545073,-1.5954175678604092
19,30489,-0.4674646258354187,-1.347813367843628,1.2621650695800781,3.2518503665924072,0.5657698275218879,-1.5006990791927253
20,30499,-0.3906105160713196,-1.2098287343978882,1.2211189270019531,1.4482579231262207,0.6425630283763439,-1.423784060518983
21,30509,-0.2976236045360565,-1.0117418766021729,5.212845802307129,3.2518503665924072,0.7354891896760041,-1.330736398748117
22,30519,-0.16811469197273254,-0.7319313287734985,8.568358421325684,3.526306629180908,0.8649375107057582,-1.2011668946512233
23,30529,0.11255133152008057,-0.19804924726486206,12.837145805358887,10.48775577545166,1.145543101394961,-0.9204404383547999
24,30539,0.31915906071662903,0.25978851318359375,16.49024200439453,4.700428009033203,1.352090589004418,-0.7137724675711599
25,30549,0.7312037944793701,1.042008638381958,20.451183319091797,14.105708122253418,1.7640752075088708,-0.3016676185501306
26,30559,0.9168626070022583,1.5457746982574463,25.643505096435547,3.2518503665924072,1.949674096049277,-0.1159488820447605
27,30569,1.0711429119110107,2.0319244861602783,29.040061950683594,3.2518503665924072,2.1038946033559505,0.0383912204660708
28,30579,1.2774171829223633,2.593247413635254,29.95333480834961,3.2518503665924072,2.3101092031675816,0.24472516267714495
29,30589,1.4657520055770874,3.1266653537750244,30.435626983642578,3.2518503665924072,2.498384513514951,0.4331194976392234
30,30599,1.5855798721313477,3.5480473041534424,29.65575408935547,1.4482579231262207,2.618153026681698,0.5530067175809972
31,30609,1.8079485893249512,4.094220161437988,28.116527557373047,8.678779602050781,2.84046258190686,0.7754345967430425
32,30619,1.9100874662399292,4.485926628112793,30.322750091552734,-2.258528470993042,2.942542423358014,0.8776325091218442
33,30629,2.0275120735168457,4.918860912322998,33.02152633666992,-0.4522440731525421,3.0599081541729607,0.9951159928607309
34,30639,2.1114301681518555,5.3094401359558105,34.078460693359375,-2.258528470993042,3.1437674664202957,1.079092869883415
35,30649,2.289412021636963,5.830707550048828,34.48892593383789,1.4482579231262207,3.321690729045777,1.2571333142281491
36,30659,2.398669481277466,6.256995677947998,35.37141418457031,-2.258528470993042,3.430889724425187,1.3664492381297444
37,30669,2.5546727180480957,6.7518486976623535,36.182071685791016,3.2518503665924072,3.586834656037672,1.5225107800585194
38,30679,2.7051210403442383,7.238458633422852,36.84906768798828,-0.7214861512184143,3.7372248323055803,1.6730172483828962
39,30689,2.8989789485931396,7.780503273010254,36.93115997314453,3.2518503665924072,3.9310247536830554,1.8669331435032241
40,30699,3.0590038299560547,8.2695894241333,37.18769836425781,1.4482579231262207,4.090991774869805,2.0270158850423052
41,30709,3.219280958175659,8.745999336242676,36.5720100402832,1.4482579231262207,4.2512112021200075,2.187350714231311
42,30719,3.345081090927124,9.15996265411377,35.802398681640625,-2.258528470993042,4.376953728151533,2.313208453702715
43,30729,3.5902185440063477,9.741292953491211,36.23337936401367,10.48775577545166,4.622033733763699,2.5584033542489966
44,30739,3.7324252128601074,10.170620918273926,36.38730239868164,-0.4522440731525421,4.764183146925503,2.700667278794712
45,30749,4.011157035827637,10.787325859069824,36.500179290771484,8.678779602050781,5.042857808515853,2.97945626313942
