,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
0,22926,9341,-3007,-1171,1520
1,22936,9341,-3008,-1172,1519
2,22946,9341,-3009,-1173,1518
3,22956,9340,-3010,-1173,1517
4,22966,9340,-3012,-1174,1516
5,22976,9340,-3013,-1175,1515
6,22986,9339,-3014,-1176,1514
7,22996,9339,-3016,-1176,1513
8,23006,9339,-3017,-1177,1511
9,23016,9338,-3018,-1178,1510
10,23026,9338,-3020,-1179,1509
11,23036,9338,-3021,-1180,1508
12,23046,9337,-3022,-1181,1507
13,23056,9337,-3023,-1181,1506
14,23066,9337,-3025,-1182,1504
15,23076,9336,-3026,-1183,1503
16,23086,9336,-3027,-1184,1502
17,23096,9336,-3029,-1184,1501
18,23106,9336,-3029,-1185,1500
19,23116,9335,-3030,-1186,1499
20,23126,9335,-3031,-1188,1498
21,23136,9334,-3034,-1191,1495
22,23146,9331,-3042,-1197,1491
23,23156,9327,-3058,-1202,1485
24,23166,9322,-3075,-1205,1477
25,23176,9317,-3093,-1209,1468
26,23186,9313,-3107,-1213,1459
27,23196,9311,-3116,-1216,1450
28,23206,9311,-3118,-1216,1444
29,23216,9313,-3115,-1215,1438
30,23226,9315,-3111,-1216,1435
31,23236,9316,-3109,-1216,1432
32,23246,9316,-3110,-1215,1429
33,23256,9315,-3115,-1212,1428
34,23266,9314,-3122,-1209,1426
35,23276,9312,-3128,-1208,1424
36,23286,9311,-3134,-1208,1421
37,23296,9309,-3139,-1207,1419
38,23306,9309,-3142,-1206,1416
39,23316,9309,-3143,-1206,1412
40,23326,9309,-3144,-1210,1407
41,23336,9308,-3146,-1214,1402
42,23346,9308,-3149,-1217,1398
43,23356,9307,-3152,-1219,1394
44,23366,9306,-3154,-1222,1390
45,23376,9305,-3157,-1226,1387
46,23386,9305,-3159,-1229,1385
47,23396,9304,-3160,-1231,1383
48,23406,9304,-3161,-1232,1381
49,23416,9305,-3160,-1234,1379
50,23426,9305,-3160,-1235,1377
51,23436,9305,-3161,-1238,1373
52,23446,9304,-3163,-1242,1369
53,23456,9304,-3163,-1244,1366
54,23466,9304,-3163,-1245,1363
55,23476,9304,-3165,-1247,1360
56,23486,9304,-3166,-1248,1357
57,23496,9304,-3167,-1249,1355
58,23506,9303,-3169,-1249,1353
59,23516,9303,-3170,-1249,1351
60,23526,9303,-3172,-1249,1349
61,23536,9303,-3173,-1249,1348
62,23546,9303,-3173,-1250,1346
63,23556,9303,-3173,-1251,1345
64,23566,9302,-3174,-1252,1344
65,23576,9302,-3176,-1253,1343
66,23586,9301,-3179,-1254,1342
67,23596,9300,-3183,-1254,1341
68,23606,9299,-3185,-1253,1341
69,23616,9298,-3187,-1254,1340
70,23626,9298,-3189,-1255,1340
71,23636,9297,-3190,-1254,1339
72,23646,9297,-3190,-1255,1339
73,23656,9297,-3191,-1255,1338
74,23666,9297,-3192,-1258,1337
75,23676,9296,-3194,-1260,1337
76,23686,9295,-3196,-1261,1336
77,23696,9294,-3198,-1261,1336
78,23706,9294,-3199,-1263,1335
79,23716,9294,-3199,-1265,1334
80,23726,9294,-3198,-1266,1334
81,23736,9293,-3200,-1267,1334
82,23746,9292,-3202,-1267,1334
83,23756,9292,-3204,-1266,1333
84,23766,9292,-3206,-1266,1331
85,23776,9291,-3207,-1269,1328
86,23786,9291,-3210,-1268,1325
87,23796,9291,-3212,-1266,1322
88,23806,9291,-3214,-1265,1319
89,23816,9290,-3217,-1265,1315
90,23826,9290,-3220,-1266,1311
91,23836,9289,-3223,-1268,1307
92,23846,9288,-3226,-1269,1304
93,23856,9288,-3228,-1270,1301
94,23866,9287,-3230,-1270,1298
95,23876,9287,-3232,-1271,1294
96,23886,9286,-3235,-1272,1290
97,23896,9286,-3237,-1271,1287
98,23906,9286,-3239,-1268,1284
99,23916,9287,-3241,-1264,1281
100,23926,9287,-3244,-1262,1277
101,23936,9286,-3246,-1260,1273
102,23946,9286,-3250,-1259,1269
103,23956,9285,-3253,-1258,1266
104,23966,9285,-3257,-1258,1262
105,23976,9284,-3260,-1257,1258
106,23986,9284,-3263,-1255,1254
107,23996,9284,-3266,-1254,1249
108,24006,9284,-3268,-1251,1244
109,24016,9284,-3270,-1248,1239
110,24026,9284,-3272,-1248,1234
111,24036,9284,-3275,-1246,1230
112,24046,9284,-3278,-1244,1226
113,24056,9283,-3282,-1243,1222
114,24066,9283,-3284,-1242,1218
115,24076,9282,-3287,-1242,1214
116,24086,9283,-3289,-1238,1212
117,24096,9283,-3290,-1233,1209
118,24106,9283,-3292,-1228,1207
119,24116,9283,-3294,-1224,1204
120,24126,9284,-3297,-1220,1200
121,24136,9284,-3299,-1216,1197
122,24146,9284,-3301,-1214,1193
123,24156,9284,-3303,-1212,1190
124,24166,9283,-3306,-1207,1188
