,ts,mx,my,mz
0,0.0,0.01884361170232296,0.03293526545166969,0.4779149293899536
1,0.01,0.019084425643086433,0.03337608277797699,0.47743478417396545
2,0.02,0.018422190099954605,0.03306121379137039,0.4773147702217102
3,0.03,0.0180007666349411,0.03337608277797699,0.47773486375808716
4,0.04,0.01818137615919113,0.03318716213107109,0.4773147702217102
5,0.05,0.018060971051454544,0.034131769090890884,0.47803497314453125
6,0.06,0.0180007666349411,0.03482447937130928,0.4782150089740753
7,0.07,0.01818137615919113,0.03450961038470268,0.47857511043548584
8,0.08,0.0180007666349411,0.03476150333881378,0.47743478417396545
9,0.09,0.017940564081072807,0.03532826900482178,0.4773147702217102
10,0.1,0.017759954556822777,0.03482447937130928,0.4764145016670227
11,0.11,0.01763954758644104,0.03432068973779678,0.47689464688301086
12,0.12,0.01782015711069107,0.03482447937130928,0.4780949652194977
13,0.13,0.017519140616059303,0.03532826900482178,0.4779149293899536
14,0.14,0.017338531091809273,0.03482447937130928,0.4774948060512543
15,0.15,0.016736499965190887,0.034446634352207184,0.4770146608352661
16,0.16,0.01709771901369095,0.03495042771100998,0.47689464688301086
17,0.17,0.017218124121427536,0.03432068973779678,0.47659456729888916
18,0.18,0.016856905072927475,0.034068793058395386,0.4767145812511444
19,0.19,0.016495686024427414,0.03369095176458359,0.4764145016670227
20,0.2,0.016194669529795647,0.03337608277797699,0.4757543206214905
21,0.21,0.01571304351091385,0.03331311047077179,0.4764145016670227
22,0.22,0.014990605413913727,0.03318716213107109,0.4758143424987793
23,0.23,0.013003898784518242,0.034068793058395386,0.47563427686691284
24,0.24,0.0070437784306705,0.03627287596464157,0.4737137258052826
25,0.25,0.00024081293668132275,0.039169665426015854,0.4713730812072754
26,0.26,-0.007103981450200081,0.040806982666254044,0.4699326753616333
27,0.27,-0.012943695299327374,0.039043720811605453,0.46777206659317017
28,0.28,-0.01709771901369095,0.0320536345243454,0.4669318199157715
29,0.29,-0.019927270710468292,0.021662967279553413,0.4661515951156616
30,0.3,-0.020469099283218384,-0.005730610340833664,0.46657171845436096
31,0.31,-0.017519140616059303,-0.01901806890964508,0.4664517045021057
32,0.32,-0.011920240707695484,-0.0315498448908329,0.46501126885414124
33,0.33,-0.0049968683160841465,-0.04250727593898773,0.4632107615470886
34,0.34,0.0020469098817557096,-0.05245712772011757,0.461950421333313
35,0.35,0.008187639527022839,-0.06158831715583801,0.46002987027168274
36,0.36,0.012401865795254707,-0.06820055842399597,0.45618879795074463
37,0.37,0.01426816638559103,-0.07361630350351334,0.4513274133205414
38,0.38,0.0138467438519001,-0.07726877927780151,0.44532573223114014
39,0.39,0.01029475312680006,-0.08136207610368729,0.43794363737106323
40,0.4,0.006501949392259121,-0.08463671058416367,0.4310416877269745
41,0.41,0.0031907714437693357,-0.08810026198625565,0.4233595132827759
42,0.42,0.00024081293668132275,-0.09087111055850983,0.41273653507232666
43,0.43,-0.002227519638836384,-0.09288626909255981,0.40271368622779846
44,0.44,-0.0030101616866886616,-0.0953422412276268,0.39233076572418213
45,0.45,-0.002709145424887538,-0.096097931265831,0.38386836647987366
46,0.46,-0.0013846743386238813,-0.0960349515080452,0.3769664168357849
47,0.47,-0.0010234549408778548,-0.094964399933815,0.3689841628074646
48,0.48,-0.001685690600425005,-0.09301221370697021,0.35980159044265747
49,0.49,-0.004033616743981838,-0.08929676562547684,0.349658727645874
50,0.5,-0.0063815428875386715,-0.08526644110679626,0.3398159444332123
51,0.51,-0.008127436973154545,-0.08211775869131088,0.33153361082077026
52,0.52,-0.01107739470899105,-0.08155099302530289,0.3195302188396454
53,0.53,-0.015652840957045555,-0.08211775869131088,0.3047660291194916
54,0.54,-0.022034384310245514,-0.08444778621196747,0.27703821659088135
55,0.55,-0.02474352903664112,-0.08438481390476227,0.2631142735481262
56,0.56,-0.02660982869565487,-0.08577023446559906,0.24859018623828888
57,0.57,-0.028837349265813828,-0.08791134506464005,0.22992491722106934
58,0.58,-0.027934299781918526,-0.08910784125328064,0.22122246026992798
59,0.59,-0.02715165913105011,-0.09118597954511642,0.21179980039596558
60,0.6,-0.02648942358791828,-0.094397634267807,0.20441770553588867
61,0.61,-0.023960886523127556,-0.0955941379070282,0.20471780002117157
62,0.62,-0.023900683969259262,-0.09660171717405319,0.2018369883298874
63,0.63,-0.025164952501654625,-0.09754632413387299,0.1974557489156723
64,0.64,-0.027272064238786697,-0.09823903441429138,0.19583529233932495
65,0.65,-0.03166690096259117,-0.10031716525554657,0.18605253100395203
66,0.66,-0.03395462408661842,-0.09905769675970078,0.1900736689567566
67,0.67,-0.03714539483189583,-0.09817606210708618,0.18851321935653687
68,0.68,-0.03961372748017311,-0.09672766923904419,0.18959352374076843
69,0.69,-0.04232287406921387,-0.0952792689204216,0.19307450950145721
70,0.7,-0.04479120671749115,-0.09288626909255981,0.1951150894165039
71,0.71,-0.04744014889001846,-0.09112299978733063,0.19733570516109467
72,0.72,-0.050089091062545776,-0.08879297226667404,0.19763579964637756
73,0.73,-0.052136000245809555,-0.08469968289136887,0.20201703906059265
74,0.74,-0.054363518953323364,-0.08111017942428589,0.20651830732822418
75,0.75,-0.05550738051533699,-0.07701688259840012,0.21191982924938202
76,0.76,-0.05683185160160065,-0.07027869671583176,0.21900182962417603
77,0.77,-0.05863795056939125,-0.05598365515470505,0.2356865406036377
78,0.78,-0.058878764510154724,-0.04641164839267731,0.24516922235488892
79,0.79,-0.05978181213140488,-0.03778424486517906,0.252491295337677
80,0.8,-0.060263436287641525,-0.027834393084049225,0.25993338227272034
81,0.81,-0.05930018424987793,-0.01744372583925724,0.27325713634490967
82,0.82,-0.05851754546165466,-0.007430901285260916,0.2828598618507385
83,0.83,-0.05857774615287781,0.002896792022511363,0.2907220721244812
84,0.84,-0.05827673152089119,0.012279879301786423,0.29672378301620483
85,0.85,-0.0595409981906414,0.021159177646040916,0.2980441451072693
86,0.86,-0.06020323559641838,0.029282789677381516,0.3051261305809021
87,0.87,-0.05966140329837799,0.03784721717238426,0.3113678991794586
88,0.88,-0.05936038866639137,0.04427053779363632,0.31760966777801514
89,0.89,-0.058698154985904694,0.05056791380047798,0.32535186409950256
90,0.9,-0.058035917580127716,0.056109603494405746,0.3342943787574768
91,0.91,-0.05827673152089119,0.059636130928993225,0.3393357992172241
92,0.92,-0.059059374034404755,0.062721848487854,0.3422166109085083
93,0.93,-0.0591195747256279,0.06536674499511719,0.34443724155426025
94,0.94,-0.058035917580127716,0.06687811017036438,0.3495386838912964
95,0.95,-0.0553869754076004,0.06883029639720917,0.35734087228775024
96,0.96,-0.05153396725654602,0.07090843468904495,0.3640627861022949
97,0.97,-0.04689832031726837,0.07292359322309494,0.37498587369918823
98,0.98,-0.041961655020713806,0.07531659305095673,0.38380834460258484
99,0.99,-0.03714539483189583,0.07676499336957932,0.3904702365398407
100,1.0,-0.03359340503811836,0.07815041393041611,0.39587175846099854
101,1.01,-0.026910845190286636,0.07745770364999771,0.4054744839668274
102,1.02,-0.024984342977404594,0.07682796567678452,0.4138168394565582
103,1.03,-0.02317824587225914,0.07525362074375153,0.4186781942844391
104,1.04,-0.02107113227248192,0.07323846220970154,0.42155900597572327
105,1.05,-0.020107880234718323,0.07002680003643036,0.41825807094573975
106,1.06,-0.016676295548677444,0.06782271713018417,0.42389968037605286
107,1.07,-0.013003898784518242,0.06587053090333939,0.4275607168674469
108,1.08,-0.007826420478522778,0.0644851103425026,0.43452268838882446
