,ts,id,Gx,Gy,Gz,Ax,Ay,Az
0,0.01,IMU0,9.02439024390244,-2.804878048780488,-3.1097560975609757,0.01171875,0.0439453125,1.0712890625
1,0.01,IMU1,0.853658536585366,-2.3170731707317076,0.853658536585366,-0.037109375,-0.037109375,1.0625
2,0.02,IMU0,9.02439024390244,-2.8658536585365857,-3.4756097560975614,0.0185546875,0.044921875,1.0712890625
3,0.02,IMU1,0.853658536585366,-2.378048780487805,0.5487804878048781,-0.03125,-0.0361328125,1.0615234375
4,0.03,IMU0,9.085365853658537,-3.4756097560975614,-2.1951219512195124,0.0546875,0.0498046875,1.072265625
5,0.03,IMU1,0.7317073170731708,-3.048780487804878,1.6463414634146343,0.0087890625,-0.0322265625,1.064453125
6,0.04,IMU0,9.207317073170733,-2.6219512195121952,3.963414634146342,0.1103515625,0.05859375,1.072265625
7,0.04,IMU1,0.7317073170731708,-2.25609756097561,7.987804878048781,0.072265625,-0.0224609375,1.0625
8,0.05,IMU0,9.51219512195122,-1.8902439024390245,13.109756097560977,0.0791015625,0.0419921875,1.064453125
9,0.05,IMU1,0.7317073170731708,-1.9512195121951221,17.5,0.0390625,-0.0380859375,1.052734375
10,0.06,IMU0,10.121951219512196,0.9146341463414634,9.51219512195122,-0.07421875,0.0341796875,1.08203125
11,0.06,IMU1,1.2195121951219514,1.0975609756097562,14.329268292682928,-0.1357421875,-0.0458984375,1.0673828125
12,0.07,IMU0,9.695121951219512,-0.12195121951219513,2.987804878048781,-0.017578125,0.0380859375,1.0703125
13,0.07,IMU1,1.2195121951219514,0.1829268292682927,7.378048780487806,-0.072265625,-0.041015625,1.05859375
14,0.08,IMU0,9.695121951219512,-0.5487804878048781,-0.7317073170731708,-0.0078125,0.04296875,1.076171875
15,0.08,IMU1,1.3414634146341464,-0.06097560975609757,3.536585365853659,-0.05859375,-0.0361328125,1.0634765625
16,0.09,IMU0,9.573170731707318,-0.7317073170731708,-3.9024390243902443,-0.001953125,0.046875,1.0771484375
17,0.09,IMU1,1.402439024390244,-0.1829268292682927,0.24390243902439027,-0.0537109375,-0.033203125,1.0625
