,ts,id,Ax,Ay,Az,Gx,Gy,Gz
0,-0.371,IMU0,-0.01953125,-0.03515625,-1.03515625,2.0121951219512195,2.1341463414634148,0.06097560975609757
1,-0.371,IMU1,0.0068359375,-0.0283203125,-1.06640625,0.6707317073170732,1.9512195121951221,-0.30487804878048785
2,-0.361,IMU0,-0.025390625,-0.0556640625,-1.0400390625,1.8902439024390245,2.0121951219512195,0.3658536585365854
3,-0.361,IMU1,-0.0009765625,-0.0498046875,-1.07421875,0.426829268292683,1.9512195121951221,-0.06097560975609757
4,-0.351,IMU0,-0.0263671875,-0.0361328125,-1.0380859375,1.829268292682927,1.707317073170732,0.30487804878048785
5,-0.351,IMU1,-0.00390625,-0.0322265625,-1.072265625,0.426829268292683,1.4634146341463417,0.06097560975609757
6,-0.341,IMU0,-0.021484375,-0.044921875,-1.029296875,1.707317073170732,1.2804878048780488,-0.1829268292682927
7,-0.341,IMU1,0.005859375,-0.0380859375,-1.0634765625,0.48780487804878053,0.9756097560975611,-0.48780487804878053
8,-0.331,IMU0,-0.017578125,-0.041015625,-1.0400390625,1.524390243902439,1.4634146341463417,0.24390243902439027
9,-0.331,IMU1,0.0078125,-0.03515625,-1.07421875,0.12195121951219513,1.0365853658536586,-0.06097560975609757
10,-0.321,IMU0,-0.0205078125,-0.056640625,-1.03515625,1.4634146341463417,0.426829268292683,0.24390243902439027
11,-0.321,IMU1,0.0029296875,-0.0517578125,-1.0693359375,0.06097560975609757,0.0,0.0
12,-0.311,IMU0,-0.0185546875,-0.037109375,-1.0380859375,1.3414634146341464,-0.1829268292682927,0.12195121951219513
13,-0.311,IMU1,0.005859375,-0.033203125,-1.0712890625,-0.12195121951219513,-0.426829268292683,-0.12195121951219513
14,-0.301,IMU0,-0.0205078125,-0.044921875,-1.0400390625,1.3414634146341464,-0.3658536585365854,-0.06097560975609757
15,-0.301,IMU1,0.00390625,-0.0380859375,-1.0712890625,-0.30487804878048785,-0.5487804878048781,-0.30487804878048785
16,-0.291,IMU0,-0.0263671875,-0.046875,-1.0322265625,1.2804878048780488,-0.7317073170731708,0.30487804878048785
17,-0.291,IMU1,-0.001953125,-0.0400390625,-1.0625,-0.1829268292682927,-0.853658536585366,-0.06097560975609757
18,-0.281,IMU0,-0.029296875,-0.0390625,-1.0498046875,1.1585365853658538,-0.9146341463414634,0.12195121951219513
19,-0.281,IMU1,-0.005859375,-0.033203125,-1.08203125,-0.426829268292683,-1.0365853658536586,-0.1829268292682927
20,-0.271,IMU0,-0.0302734375,-0.04296875,-1.0341796875,1.524390243902439,-0.48780487804878053,0.24390243902439027
21,-0.271,IMU1,-0.00390625,-0.03515625,-1.0654296875,0.0,-0.6097560975609757,-0.06097560975609757
22,-0.261,IMU0,-0.0546875,-0.037109375,-1.0498046875,1.0975609756097562,-0.12195121951219513,0.1829268292682927
23,-0.261,IMU1,-0.029296875,-0.03125,-1.08203125,-0.426829268292683,-0.426829268292683,-0.1829268292682927
24,-0.251,IMU0,-0.037109375,-0.037109375,-1.0419921875,2.1341463414634148,1.707317073170732,0.30487804878048785
25,-0.251,IMU1,-0.0107421875,-0.03125,-1.0703125,0.7926829268292683,1.524390243902439,-0.06097560975609757
26,-0.241,IMU0,-0.0341796875,-0.0478515625,-1.0439453125,1.5853658536585367,1.829268292682927,0.0
27,-0.241,IMU1,-0.005859375,-0.041015625,-1.0751953125,0.0,1.6463414634146343,-0.30487804878048785
28,-0.231,IMU0,-0.0263671875,-0.044921875,-1.0390625,2.1951219512195124,2.378048780487805,0.426829268292683
29,-0.231,IMU1,-0.00390625,-0.037109375,-1.0673828125,0.5487804878048781,2.1951219512195124,0.12195121951219513
30,-0.221,IMU0,-0.0244140625,-0.0458984375,-1.0361328125,1.8902439024390245,2.073170731707317,0.12195121951219513
31,-0.221,IMU1,0.0029296875,-0.0390625,-1.0693359375,0.24390243902439027,2.0121951219512195,-0.24390243902439027
32,-0.211,IMU0,-0.0263671875,-0.046875,-1.03515625,1.829268292682927,1.7682926829268295,0.24390243902439027
33,-0.211,IMU1,-0.001953125,-0.0390625,-1.064453125,0.3658536585365854,1.5853658536585367,-0.12195121951219513
34,-0.201,IMU0,-0.02734375,-0.04296875,-1.0380859375,2.073170731707317,1.8902439024390245,0.3658536585365854
35,-0.201,IMU1,0.0,-0.03515625,-1.0703125,0.426829268292683,1.707317073170732,0.06097560975609757
36,-0.191,IMU0,-0.0361328125,-0.056640625,-1.0390625,1.829268292682927,2.1341463414634148,0.6097560975609757
37,-0.191,IMU1,-0.0087890625,-0.0478515625,-1.0712890625,0.3658536585365854,1.8902439024390245,0.30487804878048785
38,-0.181,IMU0,-0.03125,-0.0634765625,-1.0439453125,1.829268292682927,3.658536585365854,1.5853658536585367
39,-0.181,IMU1,-0.0029296875,-0.056640625,-1.0810546875,0.24390243902439027,3.353658536585366,1.2804878048780488
40,-0.171,IMU0,-0.052734375,-0.046875,-1.04296875,1.4634146341463417,5.426829268292684,2.7439024390243905
41,-0.171,IMU1,-0.02734375,-0.0400390625,-1.080078125,0.0,5.060975609756098,2.3170731707317076
42,-0.161,IMU0,-0.056640625,-0.0302734375,-1.044921875,3.414634146341464,6.158536585365854,2.0121951219512195
43,-0.161,IMU1,-0.0341796875,-0.0224609375,-1.078125,2.073170731707317,5.731707317073171,1.707317073170732
44,-0.151,IMU0,-0.0185546875,-0.00390625,-1.0810546875,2.0121951219512195,6.7682926829268295,1.829268292682927
45,-0.151,IMU1,0.00390625,0.0009765625,-1.1171875,0.426829268292683,6.585365853658537,1.402439024390244
46,-0.141,IMU0,0.0517578125,-0.0126953125,-1.078125,5.121951219512195,3.536585365853659,2.7439024390243905
47,-0.141,IMU1,0.0888671875,-0.0048828125,-1.1142578125,3.9024390243902443,3.536585365853659,2.439024390243903
48,-0.131,IMU0,0.033203125,0.0400390625,-1.2451171875,7.01219512195122,0.06097560975609757,4.75609756097561
49,-0.131,IMU1,0.060546875,0.0458984375,-1.2802734375,5.2439024390243905,-0.06097560975609757,4.451219512195122
50,-0.121,IMU0,0.0234375,-0.056640625,-1.373046875,5.609756097560976,-1.9512195121951221,6.951219512195123
51,-0.121,IMU1,0.048828125,-0.0498046875,-1.4091796875,3.780487804878049,-1.9512195121951221,6.646341463414635
52,-0.111,IMU0,0.0302734375,-0.0283203125,-1.5283203125,3.5975609756097566,-2.0121951219512195,12.256097560975611
53,-0.111,IMU1,0.0546875,-0.0234375,-1.5546875,1.8902439024390245,-2.0121951219512195,12.01219512195122
54,-0.101,IMU0,0.0341796875,-0.052734375,-1.6591796875,-1.524390243902439,-1.3414634146341464,16.585365853658537
55,-0.101,IMU1,0.0703125,-0.0439453125,-1.6845703125,-3.231707317073171,-1.3414634146341464,16.28048780487805
56,-0.091,IMU0,0.001953125,0.01171875,-1.8046875,-5.731707317073171,-0.06097560975609757,22.743902439024392
57,-0.091,IMU1,0.0380859375,0.0205078125,-1.8369140625,-7.926829268292684,0.30487804878048785,22.378048780487806
58,-0.081,IMU0,-0.0146484375,0.0791015625,-1.8994140625,-7.682926829268293,1.829268292682927,25.182926829268293
59,-0.081,IMU1,0.0283203125,0.08984375,-1.931640625,-9.634146341463415,1.829268292682927,24.81707317073171
60,-0.071,IMU0,-0.0146484375,0.0791015625,-1.8994140625,-7.682926829268293,1.829268292682927,25.182926829268293
61,-0.071,IMU1,0.033203125,0.095703125,-2.001953125,-10.548780487804878,1.8902439024390245,25.853658536585368
62,-0.061,IMU0,0.0263671875,0.0205078125,-2.015625,-11.402439024390246,1.402439024390244,24.81707317073171
63,-0.061,IMU1,0.0546875,0.0341796875,-2.041015625,-12.500000000000002,1.2195121951219514,24.451219512195124
64,-0.051,IMU0,0.009765625,-0.029296875,-2.048828125,-13.109756097560977,1.2195121951219514,23.170731707317074
65,-0.051,IMU1,0.04296875,-0.0185546875,-2.080078125,-14.02439024390244,0.9756097560975611,22.865853658536587
66,-0.041,IMU0,0.0048828125,0.0556640625,-2.0283203125,-11.52439024390244,3.048780487804878,18.658536585365855
67,-0.041,IMU1,0.0439453125,0.0634765625,-2.0654296875,-13.04878048780488,2.804878048780488,18.29268292682927
68,-0.031,IMU0,-0.0107421875,0.1552734375,-2.109375,-2.073170731707317,3.414634146341464,13.78048780487805
69,-0.031,IMU1,0.025390625,0.16015625,-2.1533203125,-4.085365853658537,3.1097560975609757,13.414634146341465
70,-0.021,IMU0,-0.017578125,0.2060546875,-2.20703125,7.743902439024391,5.426829268292684,9.51219512195122
71,-0.021,IMU1,0.015625,0.21484375,-2.2470703125,6.036585365853659,5.2439024390243905,9.085365853658537
72,-0.011,IMU0,0.0009765625,0.0771484375,-2.2509765625,12.378048780487806,8.658536585365855,7.926829268292684
73,-0.011,IMU1,0.0341796875,0.091796875,-2.2880859375,11.036585365853659,8.78048780487805,7.500000000000001
74,-0.001,IMU0,0.072265625,0.041015625,-2.2666015625,10.30487804878049,8.963414634146343,7.439024390243903
75,-0.001,IMU1,0.1005859375,0.05078125,-2.29296875,9.51219512195122,8.841463414634147,7.01219512195122
76,0.009,IMU0,0.1337890625,-0.0107421875,-2.2392578125,6.646341463414635,2.804878048780488,6.585365853658537
77,0.009,IMU1,0.1591796875,0.005859375,-2.2666015625,5.609756097560976,3.048780487804878,6.219512195121951
78,0.019,IMU0,0.0947265625,-0.01171875,-2.3037109375,2.987804878048781,-2.378048780487805,5.548780487804878
79,0.019,IMU1,0.125,-0.0048828125,-2.33203125,2.0121951219512195,-2.3170731707317076,5.2439024390243905
80,0.029,IMU0,0.083984375,0.0380859375,-2.33984375,3.4756097560975614,-2.6219512195121952,5.731707317073171
81,0.029,IMU1,0.1181640625,0.0439453125,-2.3740234375,1.8902439024390245,-2.439024390243903,5.487804878048781
82,0.039,IMU0,0.048828125,0.173828125,-2.2939453125,5.060975609756098,-1.829268292682927,6.707317073170732
83,0.039,IMU1,0.0888671875,0.1767578125,-2.32421875,2.9268292682926833,-1.707317073170732,6.463414634146342
84,0.049,IMU0,0.03125,0.119140625,-2.30859375,4.878048780487806,-1.2804878048780488,8.414634146341465
85,0.049,IMU1,0.068359375,0.13671875,-2.3388671875,2.9268292682926833,-1.3414634146341464,8.109756097560977
86,0.059,IMU0,0.0400390625,0.064453125,-2.369140625,3.4756097560975614,0.06097560975609757,9.878048780487806
87,0.059,IMU1,0.0732421875,0.0791015625,-2.390625,1.9512195121951221,0.06097560975609757,9.695121951219512
88,0.069,IMU0,0.0322265625,0.091796875,-2.4267578125,2.9268292682926833,2.0121951219512195,10.914634146341465
89,0.069,IMU1,0.0654296875,0.0947265625,-2.4609375,1.4634146341463417,3.658536585365854,10.426829268292684
90,0.079,IMU0,0.0107421875,0.0986328125,-2.4228515625,1.5853658536585367,4.695121951219512,12.01219512195122
91,0.079,IMU1,0.046875,0.1123046875,-2.4501953125,0.06097560975609757,5.060975609756098,12.073170731707318
92,0.089,IMU0,0.033203125,0.1171875,-2.4287109375,2.5609756097560976,4.817073170731708,12.256097560975611
93,0.089,IMU1,0.0751953125,0.12890625,-2.453125,0.5487804878048781,4.878048780487806,12.073170731707318
94,0.099,IMU0,0.0390625,0.1337890625,-2.4091796875,0.853658536585366,4.51219512195122,11.52439024390244
95,0.099,IMU1,0.07421875,0.1357421875,-2.4287109375,-0.3658536585365854,5.0,10.914634146341465
96,0.109,IMU0,0.0283203125,0.08203125,-2.447265625,0.9756097560975611,4.024390243902439,9.329268292682928
97,0.109,IMU1,0.0537109375,0.1328125,-2.458984375,-0.1829268292682927,4.573170731707317,8.353658536585366
98,0.119,IMU0,0.0263671875,0.1416015625,-2.4404296875,1.5853658536585367,3.780487804878049,5.182926829268293
99,0.119,IMU1,0.0576171875,0.1494140625,-2.4697265625,0.3658536585365854,3.780487804878049,4.817073170731708
100,0.129,IMU0,0.0546875,0.15625,-2.3955078125,2.8658536585365857,4.451219512195122,2.8658536585365857
101,0.129,IMU1,0.0703125,0.1328125,-2.4404296875,1.2195121951219514,3.4756097560975614,2.5
102,0.139,IMU0,0.0263671875,0.1083984375,-2.4423828125,3.2926829268292686,2.5609756097560976,1.8902439024390245
103,0.139,IMU1,0.0703125,0.1474609375,-2.455078125,2.073170731707317,2.6219512195121952,1.0975609756097562
104,0.149,IMU0,0.013671875,0.1337890625,-2.4404296875,2.9268292682926833,1.8902439024390245,0.48780487804878053
105,0.149,IMU1,0.0615234375,0.1455078125,-2.4501953125,1.2195121951219514,2.6219512195121952,0.48780487804878053
106,0.159,IMU0,0.0283203125,0.126953125,-2.396484375,2.6219512195121952,2.7439024390243905,-0.12195121951219513
107,0.159,IMU1,0.0419921875,0.115234375,-2.4775390625,0.6097560975609757,1.7682926829268295,-0.06097560975609757
108,0.169,IMU0,0.0234375,0.1337890625,-2.43359375,1.0975609756097562,1.8902439024390245,-0.48780487804878053
109,0.169,IMU1,0.0634765625,0.150390625,-2.4541015625,-0.426829268292683,1.707317073170732,-1.0975609756097562
110,0.179,IMU0,0.017578125,0.1259765625,-2.447265625,0.426829268292683,2.804878048780488,-0.6707317073170732
111,0.179,IMU1,0.0380859375,0.1318359375,-2.46484375,-0.5487804878048781,3.1097560975609757,-1.0365853658536586
112,0.189,IMU0,-0.001953125,0.1103515625,-2.486328125,-0.30487804878048785,3.4756097560975614,-0.6097560975609757
113,0.189,IMU1,0.0341796875,0.1484375,-2.5107421875,-1.2195121951219514,3.7195121951219514,-1.0365853658536586
114,0.199,IMU0,0.017578125,0.1474609375,-2.453125,0.6097560975609757,4.634146341463415,-1.0975609756097562
115,0.199,IMU1,0.0556640625,0.115234375,-2.509765625,-0.6097560975609757,4.51219512195122,-1.0365853658536586
116,0.209,IMU0,0.0087890625,0.1259765625,-2.5126953125,0.9146341463414634,4.024390243902439,-0.9146341463414634
117,0.209,IMU1,0.0380859375,0.1474609375,-2.55859375,-0.6707317073170732,3.536585365853659,-1.402439024390244
118,0.219,IMU0,0.01953125,0.1474609375,-2.517578125,2.1341463414634148,4.207317073170732,-0.9146341463414634
119,0.219,IMU1,0.072265625,0.1484375,-2.54296875,0.6707317073170732,3.963414634146342,-1.707317073170732
120,0.229,IMU0,0.0166015625,0.09375,-2.6142578125,1.402439024390244,2.0121951219512195,-0.1829268292682927
121,0.229,IMU1,0.0556640625,0.146484375,-2.6318359375,0.12195121951219513,1.7682926829268295,-0.9146341463414634
122,0.239,IMU0,0.0205078125,0.1494140625,-2.6044921875,2.1341463414634148,1.4634146341463417,0.06097560975609757
123,0.239,IMU1,0.041015625,0.1328125,-2.6396484375,0.24390243902439027,1.0975609756097562,-0.06097560975609757
124,0.249,IMU0,-0.0078125,0.109375,-2.705078125,2.0121951219512195,1.6463414634146343,0.9146341463414634
125,0.249,IMU1,0.017578125,0.14453125,-2.693359375,0.853658536585366,2.378048780487805,0.6707317073170732
126,0.259,IMU0,-0.01171875,0.138671875,-2.6533203125,2.3170731707317076,2.5609756097560976,1.0365853658536586
127,0.259,IMU1,0.0380859375,0.1181640625,-2.71875,0.3658536585365854,3.963414634146342,1.1585365853658538
128,0.269,IMU0,0.029296875,0.1279296875,-2.6923828125,2.1341463414634148,2.987804878048781,0.9146341463414634
129,0.269,IMU1,0.046875,0.142578125,-2.6953125,0.5487804878048781,3.231707317073171,1.0365853658536586
130,0.279,IMU0,0.0107421875,0.107421875,-2.7314453125,0.48780487804878053,1.524390243902439,0.9756097560975611
131,0.279,IMU1,0.048828125,0.1240234375,-2.7646484375,-0.5487804878048781,1.7682926829268295,0.853658536585366
132,0.289,IMU0,0.0146484375,0.1298828125,-2.728515625,1.3414634146341464,2.804878048780488,1.0975609756097562
133,0.289,IMU1,0.029296875,0.1298828125,-2.775390625,-0.06097560975609757,2.5609756097560976,1.2195121951219514
134,0.299,IMU0,0.0419921875,0.146484375,-2.78125,1.829268292682927,2.5,0.6097560975609757
135,0.299,IMU1,0.07421875,0.1552734375,-2.783203125,0.24390243902439027,2.987804878048781,0.6707317073170732
136,0.309,IMU0,0.009765625,0.125,-2.861328125,1.5853658536585367,3.2926829268292686,1.2804878048780488
137,0.309,IMU1,0.0419921875,0.1513671875,-2.8583984375,-0.1829268292682927,3.048780487804878,0.9146341463414634
138,0.319,IMU0,0.041015625,0.1123046875,-2.8828125,2.7439024390243905,3.231707317073171,1.5853658536585367
139,0.319,IMU1,0.0478515625,0.119140625,-2.9208984375,1.0365853658536586,3.353658536585366,1.2804878048780488
140,0.329,IMU0,0.056640625,0.1435546875,-2.900390625,2.073170731707317,1.3414634146341464,1.707317073170732
141,0.329,IMU1,0.056640625,0.150390625,-2.9306640625,0.30487804878048785,1.4634146341463417,1.2195121951219514
142,0.339,IMU0,0.02734375,0.1337890625,-2.9501953125,2.987804878048781,0.6097560975609757,1.2195121951219514
143,0.339,IMU1,0.048828125,0.15625,-2.9560546875,1.4634146341463417,0.6707317073170732,0.9146341463414634
144,0.349,IMU0,-0.001953125,0.123046875,-2.998046875,2.25609756097561,0.48780487804878053,1.3414634146341464
145,0.349,IMU1,0.033203125,0.150390625,-3.0078125,0.426829268292683,0.48780487804878053,1.2195121951219514
146,0.359,IMU0,-0.0078125,0.1064453125,-2.998046875,1.4634146341463417,1.2804878048780488,1.2195121951219514
147,0.359,IMU1,0.044921875,0.1201171875,-3.04296875,0.0,1.3414634146341464,1.1585365853658538
148,0.369,IMU0,0.0029296875,0.1201171875,-2.9619140625,0.853658536585366,0.30487804878048785,1.5853658536585367
149,0.369,IMU1,0.0537109375,0.1220703125,-3.048828125,-0.9146341463414634,0.30487804878048785,1.524390243902439
150,0.379,IMU0,0.021484375,0.12890625,-2.984375,0.30487804878048785,-0.3658536585365854,1.829268292682927
151,0.379,IMU1,0.0537109375,0.142578125,-3.0068359375,-1.2804878048780488,-0.48780487804878053,1.4634146341463417
152,0.389,IMU0,0.0126953125,0.1318359375,-2.9404296875,1.6463414634146343,2.0121951219512195,2.073170731707317
153,0.389,IMU1,0.05859375,0.1484375,-2.9599609375,0.48780487804878053,1.6463414634146343,1.5853658536585367
154,0.399,IMU0,0.0439453125,0.1494140625,-2.9140625,0.1829268292682927,2.6219512195121952,1.707317073170732
155,0.399,IMU1,0.091796875,0.1640625,-2.9501953125,-1.0365853658536586,2.25609756097561,1.1585365853658538
156,0.409,IMU0,0.025390625,0.138671875,-2.9189453125,1.1585365853658538,3.1707317073170733,2.073170731707317
157,0.409,IMU1,0.06640625,0.1494140625,-2.962890625,0.0,2.7439024390243905,1.6463414634146343
158,0.419,IMU0,0.0361328125,0.134765625,-2.9423828125,0.9756097560975611,1.2804878048780488,2.1951219512195124
159,0.419,IMU1,0.0595703125,0.142578125,-2.9853515625,-0.7926829268292683,1.4634146341463417,2.0121951219512195
160,0.429,IMU0,0.0,0.12890625,-2.98046875,1.9512195121951221,-0.853658536585366,2.1341463414634148
161,0.429,IMU1,0.021484375,0.146484375,-2.9921875,0.6097560975609757,-0.1829268292682927,1.9512195121951221
162,0.439,IMU0,-0.0087890625,0.12890625,-3.009765625,2.25609756097561,-1.7682926829268295,1.5853658536585367
163,0.439,IMU1,0.0224609375,0.150390625,-3.0087890625,0.7317073170731708,-1.0975609756097562,1.3414634146341464
164,0.449,IMU0,-0.01953125,0.125,-3.0009765625,1.524390243902439,0.9146341463414634,0.853658536585366
165,0.449,IMU1,0.01171875,0.1416015625,-3.0107421875,0.1829268292682927,0.7317073170731708,0.48780487804878053
166,0.459,IMU0,0.0107421875,0.1201171875,-2.970703125,1.8902439024390245,3.414634146341464,0.5487804878048781
167,0.459,IMU1,0.0576171875,0.1328125,-3.001953125,0.5487804878048781,2.804878048780488,0.06097560975609757
168,0.469,IMU0,0.0107421875,0.138671875,-2.9248046875,1.524390243902439,2.8658536585365857,0.7317073170731708
169,0.469,IMU1,0.0576171875,0.1513671875,-2.9521484375,0.0,2.5,0.24390243902439027
