,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
0,-0.37,9.451,-2.383,-0.808,2.081
1,-0.36,9.451,-2.385,-0.809,2.079
2,-0.35,9.451,-2.386,-0.811,2.077
3,-0.34,9.451,-2.388,-0.812,2.076
4,-0.33,9.45,-2.389,-0.813,2.075
5,-0.32,9.45,-2.39,-0.813,2.073
6,-0.31,9.45,-2.391,-0.813,2.072
7,-0.3,9.45,-2.392,-0.813,2.072
8,-0.29,9.45,-2.393,-0.812,2.071
9,-0.28,9.451,-2.394,-0.812,2.07
10,-0.27,9.45,-2.395,-0.811,2.069
11,-0.26,9.451,-2.396,-0.811,2.068
12,-0.25,9.45,-2.398,-0.812,2.066
13,-0.24,9.45,-2.399,-0.814,2.065
14,-0.23,9.45,-2.402,-0.815,2.063
15,-0.22,9.449,-2.403,-0.817,2.062
16,-0.21,9.449,-2.405,-0.818,2.06
17,-0.2,9.449,-2.407,-0.82,2.059
18,-0.19,9.449,-2.409,-0.821,2.057
19,-0.18,9.448,-2.411,-0.824,2.054
20,-0.17,9.448,-2.414,-0.828,2.05
21,-0.16,9.448,-2.418,-0.832,2.047
22,-0.15,9.447,-2.421,-0.837,2.044
23,-0.14,9.446,-2.426,-0.838,2.041
24,-0.13,9.446,-2.432,-0.836,2.036
25,-0.12,9.446,-2.436,-0.832,2.031
26,-0.11,9.448,-2.44,-0.827,2.022
27,-0.1,9.45,-2.44,-0.822,2.011
28,-0.09,9.454,-2.437,-0.817,1.998
29,-0.08,9.458,-2.434,-0.812,1.986
30,-0.07,9.461,-2.431,-0.806,1.977
31,-0.06,9.465,-2.425,-0.8,1.971
32,-0.05,9.468,-2.417,-0.794,1.968
33,-0.04,9.47,-2.411,-0.79,1.969
34,-0.03,9.469,-2.412,-0.786,1.974
35,-0.02,9.465,-2.421,-0.783,1.979
36,-0.01,9.461,-2.434,-0.784,1.982
37,0.0,9.458,-2.445,-0.786,1.982
38,0.01,9.456,-2.452,-0.784,1.983
39,0.02,9.456,-2.455,-0.779,1.984
40,0.03,9.455,-2.458,-0.774,1.985
41,0.04,9.455,-2.463,-0.769,1.983
42,0.05,9.455,-2.468,-0.765,1.98
43,0.06,9.455,-2.472,-0.761,1.976
44,0.07,9.455,-2.475,-0.759,1.97
45,0.08,9.456,-2.479,-0.759,1.964
46,0.09,9.456,-2.483,-0.759,1.958
47,0.1,9.456,-2.485,-0.758,1.953
48,0.11,9.456,-2.488,-0.758,1.95
49,0.12,9.455,-2.491,-0.758,1.95
50,0.13,9.454,-2.494,-0.76,1.951
51,0.14,9.453,-2.498,-0.76,1.952
52,0.15,9.452,-2.501,-0.76,1.954
53,0.16,9.451,-2.503,-0.762,1.955
54,0.17,9.45,-2.505,-0.763,1.956
55,0.18,9.45,-2.506,-0.765,1.956
56,0.19,9.449,-2.506,-0.768,1.956
57,0.2,9.449,-2.507,-0.772,1.956
58,0.21,9.448,-2.509,-0.776,1.956
59,0.22,9.447,-2.511,-0.779,1.956
60,0.23,9.447,-2.512,-0.781,1.955
61,0.24,9.446,-2.514,-0.782,1.954
62,0.25,9.446,-2.516,-0.783,1.953
63,0.26,9.446,-2.519,-0.784,1.951
64,0.27,9.445,-2.521,-0.786,1.949
65,0.28,9.445,-2.522,-0.787,1.947
66,0.29,9.445,-2.523,-0.789,1.945
67,0.3,9.445,-2.525,-0.791,1.944
68,0.31,9.445,-2.527,-0.793,1.942
69,0.32,9.444,-2.53,-0.795,1.94
70,0.33,9.444,-2.532,-0.796,1.938
71,0.34,9.444,-2.535,-0.796,1.936
72,0.35,9.443,-2.537,-0.796,1.934
73,0.36,9.443,-2.538,-0.796,1.933
74,0.37,9.443,-2.539,-0.796,1.931
75,0.38,9.444,-2.539,-0.796,1.929
76,0.39,9.444,-2.541,-0.796,1.927
77,0.4,9.444,-2.542,-0.798,1.926
78,0.41,9.443,-2.543,-0.8,1.924
79,0.42,9.443,-2.545,-0.8,1.922
80,0.43,9.443,-2.546,-0.799,1.921
81,0.44,9.443,-2.548,-0.796,1.92
82,0.45,9.443,-2.549,-0.797,1.919
83,0.46,9.442,-2.552,-0.799,1.918
84,0.47,9.442,-2.553,-0.801,1.917
85,0.48,9.441,-2.555,-0.803,1.916
86,0.49,9.441,-2.557,-0.804,1.915
87,0.5,9.441,-2.559,-0.806,1.914
88,0.51,9.44,-2.561,-0.81,1.912
89,0.52,9.439,-2.564,-0.814,1.91
90,0.53,9.439,-2.566,-0.817,1.909
91,0.54,9.439,-2.565,-0.817,1.909
92,0.55,9.44,-2.562,-0.818,1.909
93,0.56,9.441,-2.555,-0.819,1.91
94,0.57,9.444,-2.542,-0.821,1.913
95,0.58,9.448,-2.522,-0.825,1.917
96,0.59,9.453,-2.497,-0.829,1.925
97,0.6,9.458,-2.47,-0.833,1.935
98,0.61,9.462,-2.44,-0.837,1.949
99,0.62,9.466,-2.411,-0.841,1.965
100,0.63,9.469,-2.383,-0.844,1.983
