,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,3.481,EV_MAX_V,255
2,5.0,EV_CUSTOM_1,255
3,10.0,EV_CUSTOM_2,255
4,12.221,EV_APOGEE,0
5,26.841,EV_POST_APOGEE,0
