,ts,event,out_idx
0,193800,EV_LIFTOFF,0
1,195250,EV_MAX_V,255
2,202770,EV_APOGEE,0
3,205701,EV_POST_APOGEE,0
4,205701,EV_POST_APOGEE,1
5,208701,EV_POST_APOGEE,2
6,208701,EV_APOGEE,0
