,ts,imu_0,imu_1,imu_2,baro_0,baro_1,baro_2
0,32541,0,0,0,0,0,0
1,32551,0,0,0,0,0,0
2,32561,0,0,0,0,0,0
3,32571,0,0,0,0,0,0
4,32581,0,0,0,0,0,0
5,32591,0,0,0,0,0,0
6,32601,0,0,0,0,0,0
7,32611,0,0,0,0,0,0
8,32621,0,0,0,0,0,0
9,32631,0,0,0,0,0,0
10,32641,0,0,0,0,0,0
11,32651,0,0,0,0,0,0
12,32661,0,0,0,0,0,0
13,32671,0,0,0,0,0,0
14,32681,0,0,0,0,0,0
15,32691,0,0,0,0,0,0
16,32701,0,0,0,0,0,0
17,32711,0,0,0,0,0,0
18,32721,0,0,0,0,0,0
19,32731,0,0,0,0,0,0
20,32741,0,0,0,0,0,0
21,32751,0,0,0,0,0,0
22,32761,0,0,0,0,0,0
23,32771,0,0,0,0,0,0
24,32781,0,0,0,0,0,0
25,32791,0,0,0,0,0,0
26,32801,0,0,0,0,0,0
27,32811,0,0,0,0,0,0
28,32821,0,0,0,0,0,0
29,32831,0,0,0,0,0,0
30,32841,0,0,0,0,0,0
31,32851,0,0,0,0,0,0
32,32861,0,0,0,0,0,0
33,32871,0,0,0,0,0,0
34,32881,0,0,0,0,0,0
35,32891,0,0,0,0,0,0
36,32901,0,0,0,0,0,0
37,32911,0,0,0,0,0,0
38,32921,0,0,0,0,0,0
39,32931,0,0,0,0,0,0
40,32941,0,0,0,0,0,0
41,32951,0,0,0,0,0,0
42,32961,0,0,0,0,0,0
43,32971,0,0,0,0,0,0
44,32981,0,0,0,0,0,0
45,32991,0,0,0,0,0,0
46,33001,0,0,0,0,0,0
47,33011,0,0,0,0,0,0
48,33021,0,0,0,0,0,0
49,33031,0,0,0,0,0,0
50,33041,0,0,0,0,0,0
51,33051,0,0,0,0,0,0
52,33061,0,0,0,0,0,0
53,33071,0,0,0,0,0,0
54,33081,0,0,0,0,0,0
55,33091,0,0,0,0,0,0
56,33101,0,0,0,0,0,0
57,33111,0,0,0,0,0,0
58,33121,0,0,0,0,0,0
59,33131,0,0,0,0,0,0
60,33141,0,0,0,0,0,0
61,33151,0,0,0,0,0,0
62,33161,0,0,0,0,0,0
63,33171,0,0,0,0,0,0
64,33181,0,0,0,0,0,0
65,33191,0,0,0,0,0,0
66,33201,0,0,0,0,0,0
67,33211,0,0,0,0,0,0
68,33221,0,0,0,0,0,0
69,33231,0,0,0,0,0,0
70,33241,0,0,0,0,0,0
71,33251,0,0,0,0,0,0
72,33261,0,0,0,0,0,0
73,33271,0,0,0,0,0,0
74,33281,0,0,0,0,0,0
75,33291,0,0,0,0,0,0
