,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,1.781,EV_MAX_V,255
2,13.411,EV_APOGEE,0
3,14.017,EV_APOGEE,0
4,100.401,EV_POST_APOGEE,0
