,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,12.72,EV_APOGEE,0
2,13.0,EV_TIMER_1,0
3,47.0,EV_TIMER_2,0
4,75.85,EV_POST_APOGEE,0
