,ts,altitude_agl,raw_acceleration,filtered_altitude_AGL,filtered_acceleration
0,-0.291,-0.6882293820381165,-3.178914482759865e-07,1.5547237396240234,0.0032024383544921875
1,-0.281,-0.43844446539878845,0.01601378060877323,0.9949378967285156,0.0032024383544921875
2,-0.271,0.30785465240478516,-0.006405194755643606,-0.3451773226261139,0.0032024383544921875
3,-0.261,0.34110227227211,-0.032027244567871094,0.34110227227211,0.0032024383544921875
4,-0.251,-0.34610715508461,0.01601378060877323,0.21460850536823273,0.0032024383544921875
5,-0.241,-1.7452917098999023,0.05124378204345703,0.21460850536823273,0.00640551233664155
6,-0.231,0.12163829803466797,-0.028824806213378906,0.21460850536823273,0.00640551233664155
7,-0.221,-0.6874256134033203,-0.028824487701058388,-0.43814754486083984,0.003202756168320775
8,-0.211,0.18239624798297882,0.019216537475585938,-0.4393533170223236,0.003202756168320775
9,-0.201,-0.5601320266723633,0.028824806213378906,-0.43814754486083984,0.01601378060877323
10,-0.191,-0.0011018117656931281,-0.038432758301496506,-0.43814754486083984,-0.006405194755643606
11,-0.181,1.6479698419570923,-0.01601378060877323,-0.43814754486083984,-0.01601378060877323
12,-0.171,0.21460850536823273,0.022419294342398643,0.12163829803466797,0.01601378060877323
13,-0.161,0.8687200546264648,0.022419294342398643,0.6519511342048645,0.019216537475585938
14,-0.151,-0.43814754486083984,0.003202756168320775,0.6519511342048645,0.003202756168320775
15,-0.141,-0.03365325927734375,-0.04483795166015625,0.5272334218025208,0.003202756168320775
16,-0.131,0.2148844450712204,-0.0032030742149800062,0.12163829803466797,0.003202756168320775
17,-0.121,-0.9982096552848816,0.3875316083431244,0.08989080041646957,0.003202756168320775
18,-0.111,-7.192625045776367,13.259353637695312,-0.0030794143676757812,0.003202756168320775
19,-0.101,-14.341206550598145,55.301753997802734,-0.0030794143676757812,0.019216537475585938
20,-0.091,-23.56482696533203,94.78516387939453,-0.43814754486083984,0.0256220493465662
21,-0.081,-32.77954864501953,114.27706146240234,-1.2147239446640015,0.3875316083431244
22,-0.071,-42.00986099243164,125.3521499633789,-7.192625045776367,13.259353637695312
23,-0.061,-26.11161231994629,133.1668243408203,-14.341206550598145,55.301753997802734
24,-0.051,4.855733394622803,135.1044921875,-14.341206550598145,94.78516387939453
25,-0.041,12.77274227142334,133.58319091796875,-14.341206550598145,114.27706146240234
26,-0.031,6.040647983551025,131.68075561523438,-14.341206550598145,125.3521499633789
27,-0.021,0.9016707539558411,129.4036102294922,-14.341206550598145,129.4036102294922
28,-0.011,4.295904159545898,124.0005874633789,0.9016707539558411,129.4036102294922
29,-0.001,2.9577949047088623,118.48226165771484,2.301931619644165,129.4036102294922
30,0.009,4.2969584465026855,113.52120971679688,2.954815626144409,129.4036102294922
31,0.019,0.9017969965934753,109.9949951171875,2.954815626144409,129.4036102294922
32,0.029,-0.43844446539878845,107.18939208984375,2.954815626144409,124.0005874633789
33,0.039,1.5547237396240234,105.4278793334961,2.301931619644165,118.48226165771484
34,0.049,1.5547237396240234,103.69519805908203,2.2086856365203857,113.52120971679688
35,0.059,0.2478351593017578,102.37567138671875,1.5547237396240234,109.9949951171875
36,0.069,3.546161651611328,100.84475708007812,2.2086856365203857,107.18939208984375
37,0.079,2.7390191555023193,99.8006591796875,2.2086856365203857,105.4278793334961
38,0.089,2.2086856365203857,99.0672378540039,2.2086856365203857,103.69519805908203
39,0.099,1.3047603368759155,98.38504791259766,1.5547237396240234,102.37567138671875
40,0.109,2.862521171569824,96.84774017333984,1.5547237396240234,100.84475708007812
41,0.119,2.862521171569824,95.73638153076172,2.2086856365203857,99.8006591796875
42,0.129,1.5547237396240234,94.93890380859375,2.2086856365203857,99.0672378540039
43,0.139,3.422269821166992,94.40084075927734,2.2086856365203857,98.38504791259766
44,0.149,3.6401679515838623,93.78271484375,2.7390191555023193,96.84774017333984
45,0.159,3.6401679515838623,93.7987289428711,2.862521171569824,95.73638153076172
46,0.169,4.855860710144043,94.11260223388672,2.862521171569824,94.93890380859375
47,0.179,4.701793193817139,92.76424407958984,3.422269821166992,94.40084075927734
48,0.189,4.171438217163086,91.47032928466797,3.5155746936798096,94.11260223388672
49,0.199,4.171438217163086,90.81697845458984,3.5155746936798096,93.82434844970703
50,0.209,6.726499080657959,90.7561264038086,4.171438217163086,93.75708770751953
51,0.219,5.5115966796875,90.80416107177734,4.296031475067139,92.76424407958984
52,0.229,5.604799747467041,90.23727416992188,4.296031475067139,91.47032928466797
53,0.239,5.604799747467041,89.57750701904297,5.3862152099609375,90.8521957397461
54,0.249,6.8500237464904785,89.4942398071289,5.3862152099609375,90.81697845458984
55,0.259,7.4736328125,89.16434478759766,5.604799747467041,90.70806884765625
56,0.269,6.724693298339844,89.6031265258789,5.604799747467041,90.23727416992188
57,0.279,7.505842208862305,89.0394515991211,5.604799747467041,89.64476776123047
58,0.289,8.815134048461914,88.49498748779297,6.1656012535095215,89.59993743896484
59,0.299,8.938063621520996,88.1426773071289,6.1656012535095215,89.43017578125
60,0.309,8.938063621520996,87.81920623779297,7.380598545074463,89.1707534790039
61,0.319,10.030360221862793,88.15869140625,8.690074920654297,89.03304290771484
62,0.329,9.497936248779297,87.9697265625,8.814624786376953,88.49498748779297
63,0.339,10.935139656066895,87.43807220458984,8.938063621520996,88.16510009765625
64,0.349,12.150769233703613,87.24270629882812,8.938063621520996,88.13626861572266
65,0.359,12.150769233703613,86.9544677734375,9.62299633026123,87.9697265625
66,0.369,11.462589263916016,86.85518646240234,10.153800010681152,87.81920623779297
