,ts,mx,my,mz
0,-0.371,-0.25887390971183777,0.3537864685058594,-0.23586659133434296
1,-0.361,-0.2591749131679535,0.3532197177410126,-0.23634672164916992
2,-0.351,-0.2586331069469452,0.353345662355423,-0.23622669279575348
3,-0.341,-0.25929534435272217,0.3535975515842438,-0.23664681613445282
4,-0.331,-0.2589341104030609,0.3534086346626282,-0.23616667091846466
5,-0.321,-0.25869330763816833,0.353345662355423,-0.23652677237987518
6,-0.311,-0.25887390971183777,0.3537864685058594,-0.2368868738412857
7,-0.301,-0.25899431109428406,0.3537864685058594,-0.2362867146730423
8,-0.291,-0.2588137090206146,0.3530937731266022,-0.23676684498786926
9,-0.281,-0.2590545117855072,0.3529678285121918,-0.23622669279575348
10,-0.271,-0.25899431109428406,0.3526529371738434,-0.23730699717998505
11,-0.261,-0.2589341104030609,0.3537864685058594,-0.236586794257164
12,-0.251,-0.2589341104030609,0.3537234961986542,-0.23634672164916992
13,-0.241,-0.25887390971183777,0.353030800819397,-0.23700691759586334
14,-0.231,-0.25887390971183777,0.3537234961986542,-0.23694689571857452
15,-0.221,-0.2591749131679535,0.3538494408130646,-0.23706692457199097
16,-0.211,-0.25899431109428406,0.3540383577346802,-0.23730699717998505
17,-0.201,-0.25965654850006104,0.3535345792770386,-0.2362867146730423
18,-0.191,-0.25887390971183777,0.3539124131202698,-0.23700691759586334
19,-0.181,-0.2591749131679535,0.3530937731266022,-0.23664681613445282
20,-0.171,-0.2589341104030609,0.3534716069698334,-0.23664681613445282
21,-0.161,-0.2591749131679535,0.3530937731266022,-0.23580656945705414
22,-0.151,-0.25923511385917664,0.3532826900482178,-0.2357465624809265
23,-0.141,-0.25923511385917664,0.3532197177410126,-0.23676684498786926
24,-0.131,-0.25929534435272217,0.3529678285121918,-0.23610666394233704
25,-0.121,-0.25929534435272217,0.3535345792770386,-0.23604664206504822
26,-0.111,-0.25983715057373047,0.353345662355423,-0.23874740302562714
27,-0.101,-0.2598973512649536,0.3539124131202698,-0.23868738114833832
28,-0.091,-0.2601381838321686,0.35479405522346497,-0.2374270260334015
29,-0.081,-0.2600177824497223,0.3541013300418854,-0.23874740302562714
30,-0.071,-0.26025858521461487,0.35422730445861816,-0.23904748260974884
31,-0.061,-0.25965654850006104,0.3539124131202698,-0.23940758407115936
