,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,1.72,EV_MAX_V,255
2,9.721,EV_APOGEE,0
3,9.721,EV_APOGEE,1
4,12.721,EV_APOGEE,2
5,14.0,EV_APOGEE,0
6,14.0,EV_APOGEE,1
7,17.0,EV_APOGEE,2
8,17.68,EV_POST_APOGEE,0
9,17.68,EV_POST_APOGEE,1
10,18.68,EV_POST_APOGEE,2
11,18.68,EV_POST_APOGEE,3
12,19.68,EV_POST_APOGEE,4
