,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
0,-0.37,-2.013,5.795,5.895,-5.253
1,-0.36,-2.013,5.795,5.894,-5.254
2,-0.35,-2.013,5.796,5.893,-5.255
3,-0.34,-2.012,5.796,5.893,-5.255
4,-0.33,-2.013,5.795,5.892,-5.256
5,-0.32,-2.012,5.795,5.892,-5.257
6,-0.31,-2.012,5.796,5.891,-5.258
7,-0.3,-2.012,5.795,5.891,-5.258
8,-0.29,-2.012,5.796,5.89,-5.259
9,-0.28,-2.012,5.795,5.89,-5.259
10,-0.27,-2.011,5.796,5.888,-5.26
11,-0.26,-2.011,5.796,5.888,-5.261
12,-0.25,-2.011,5.795,5.888,-5.262
13,-0.24,-2.01,5.795,5.887,-5.263
14,-0.23,-2.01,5.795,5.886,-5.264
15,-0.22,-2.01,5.795,5.886,-5.265
16,-0.21,-2.009,5.795,5.885,-5.266
17,-0.2,-2.01,5.794,5.885,-5.266
18,-0.19,-2.009,5.794,5.884,-5.268
19,-0.18,-2.009,5.794,5.884,-5.268
20,-0.17,-2.009,5.793,5.883,-5.269
21,-0.16,-2.01,5.792,5.884,-5.27
22,-0.15,-2.011,5.791,5.884,-5.271
23,-0.14,-2.01,5.791,5.884,-5.272
24,-0.13,-2.01,5.79,5.884,-5.272
25,-0.12,-2.011,5.789,5.884,-5.273
26,-0.11,-2.003,5.796,5.885,-5.268
27,-0.1,-1.999,5.797,5.886,-5.266
28,-0.09,-2.0,5.795,5.89,-5.263
29,-0.08,-2.0,5.794,5.891,-5.263
30,-0.07,-2.001,5.794,5.889,-5.266
31,-0.06,-2.001,5.796,5.884,-5.268
32,-0.05,-2.0,5.797,5.881,-5.272
33,-0.04,-1.998,5.796,5.881,-5.274
34,-0.03,-1.992,5.795,5.885,-5.272
35,-0.02,-1.985,5.796,5.892,-5.266
36,-0.01,-1.977,5.799,5.903,-5.254
37,0.0,-1.967,5.804,5.918,-5.235
38,0.01,-1.956,5.809,5.939,-5.209
39,0.02,-1.946,5.811,5.967,-5.179
40,0.03,-1.943,5.805,6.0,-5.148
41,0.04,-1.942,5.801,6.032,-5.116
42,0.05,-1.945,5.793,6.063,-5.087
43,0.06,-1.951,5.783,6.09,-5.064
44,0.07,-1.955,5.774,6.115,-5.042
45,0.08,-1.961,5.763,6.139,-5.024
46,0.09,-1.964,5.756,6.164,-5.0
47,0.1,-1.962,5.753,6.19,-4.972
48,0.11,-3.999,5.855,4.297,-5.555
49,0.12,-5.085,6.14,2.605,-5.487
50,0.13,-5.335,6.68,1.242,-5.072
51,0.14,-5.307,6.903,-0.039,-4.908
