,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
0,40865,-9274,1898,-1787,-2680
1,40875,-9274,1900,-1787,-2678
2,40885,-9275,1902,-1787,-2675
3,40895,-9275,1904,-1786,-2673
4,40905,-9275,1906,-1785,-2670
5,40915,-9276,1908,-1784,-2668
6,40925,-9276,1910,-1783,-2666
7,40935,-9277,1912,-1783,-2663
8,40945,-9277,1914,-1782,-2661
9,40955,-9278,1916,-1782,-2658
10,40965,-9278,1918,-1781,-2656
11,40975,-9278,1920,-1781,-2653
12,40985,-9279,1922,-1780,-2650
13,40995,-9279,1924,-1779,-2648
14,41005,-9280,1926,-1778,-2646
15,41015,-9280,1928,-1777,-2643
16,41025,-9281,1930,-1776,-2641
17,41035,-9281,1932,-1775,-2638
18,41045,-9282,1934,-1774,-2636
19,41055,-9282,1935,-1773,-2633
20,41065,-9283,1937,-1772,-2631
21,41075,-9283,1938,-1771,-2629
22,41085,-9283,1935,-1774,-2630
23,41095,-9282,1925,-1784,-2636
24,41105,-9277,1902,-1810,-2652
25,41115,-9383,824,-1743,-2845
26,41125,-9317,598,-1772,-3111
27,41135,-9234,533,-1811,-3341
28,41145,-9161,483,-1841,-3527
29,41155,-9098,444,-1869,-3678
30,41165,-9042,408,-1897,-3803
31,41175,-8994,374,-1921,-3908
32,41185,-8951,339,-1942,-3996
33,41195,-8913,304,-1965,-4073
34,41205,-8880,274,-1984,-4138
35,41215,-8851,251,-2001,-4193
36,41225,-8827,232,-2014,-4238
37,41235,-8806,218,-2025,-4277
38,41245,-8787,206,-2037,-4310
39,41255,-8771,194,-2049,-4339
40,41265,-8756,185,-2061,-4363
41,41275,-8745,178,-2067,-4383
42,41285,-8737,174,-2068,-4398
43,41295,-8730,171,-2069,-4411
44,41305,-8725,169,-2070,-4422
45,41315,-8720,166,-2071,-4431
46,41325,-8716,165,-2072,-4438
47,41335,-8713,165,-2074,-4443
48,41345,-8711,166,-2075,-4447
49,41355,-8709,167,-2077,-4449
50,41365,-8707,167,-2080,-4451
51,41375,-8705,166,-2086,-4453
52,41385,-8704,167,-2088,-4454
53,41395,-8703,170,-2090,-4455
54,41405,-8703,172,-2089,-4456
55,41415,-8704,175,-2086,-4455
56,41425,-8707,182,-2078,-4452
57,41435,-8712,191,-2065,-4447
58,41445,-8719,202,-2050,-4440
59,41455,-8728,215,-2034,-4430
60,41465,-8737,228,-2018,-4419
61,41475,-8749,244,-1995,-4405
62,41485,-8765,265,-1961,-4387
63,41495,-8783,290,-1925,-4365
64,41505,-8802,313,-1893,-4340
65,41515,-8819,338,-1865,-4314
66,41525,-8838,364,-1837,-4286
67,41535,-8855,388,-1811,-4259
68,41545,-8873,411,-1785,-4231
69,41555,-8890,432,-1757,-4204
70,41565,-8907,454,-1729,-4177
71,41575,-8925,477,-1696,-4150
72,41585,-8944,502,-1661,-4120
73,41595,-8963,527,-1624,-4090
74,41605,-8982,550,-1589,-4060
75,41615,-8999,571,-1554,-4031
76,41625,-9017,593,-1520,-4003
77,41635,-9034,616,-1484,-3973
78,41645,-9051,640,-1448,-3944
79,41655,-9068,665,-1411,-3914
80,41665,-9085,689,-1375,-3884
81,41675,-9101,712,-1338,-3854
82,41685,-8967,1799,-1781,-3586
