,ts,id,Gx,Gy,Gz,Ax,Ay,Az
0,40864,IMU0,-26,3,-1072,34,11,5
1,40864,IMU1,-3,6,-1111,11,11,-1
2,40874,IMU0,-29,3,-1067,34,10,2
3,40874,IMU1,-3,8,-1104,10,7,-4
4,40884,IMU0,-28,4,-1073,32,11,2
5,40884,IMU1,-5,8,-1110,7,10,-3
6,40894,IMU0,-34,3,-1064,30,10,0
7,40894,IMU1,-12,10,-1101,7,10,-6
8,40904,IMU0,-23,-1,-1067,24,20,4
9,40904,IMU1,-4,3,-1106,-1,16,-2
10,40914,IMU0,-27,6,-1068,25,18,2
11,40914,IMU1,-6,14,-1107,1,14,-3
12,40924,IMU0,-22,5,-1060,24,20,0
13,40924,IMU1,1,14,-1104,1,15,-5
14,40934,IMU0,-25,5,-1062,31,13,4
15,40934,IMU1,-2,13,-1100,4,11,0
16,40944,IMU0,-23,5,-1068,34,9,-1
17,40944,IMU1,2,12,-1104,8,9,-6
18,40954,IMU0,-27,2,-1071,34,9,6
19,40954,IMU1,-7,4,-1107,9,8,0
20,40964,IMU0,-30,2,-1068,35,12,0
21,40964,IMU1,-5,10,-1103,11,8,-6
22,40974,IMU0,-34,-4,-1068,30,13,3
23,40974,IMU1,-9,4,-1104,5,12,-3
24,40984,IMU0,-30,-3,-1068,24,18,1
25,40984,IMU1,-6,6,-1103,-1,17,-5
26,40994,IMU0,-25,1,-1069,21,21,3
27,40994,IMU1,-2,6,-1104,-4,19,-2
28,41004,IMU0,-27,2,-1064,25,21,3
29,41004,IMU1,-3,9,-1099,-1,19,-4
30,41014,IMU0,-25,7,-1071,32,20,2
31,41014,IMU1,-1,14,-1106,5,11,-3
32,41024,IMU0,-23,-3,-1069,29,19,2
33,41024,IMU1,-3,1,-1106,3,15,-4
34,41034,IMU0,-29,-3,-1085,31,13,2
35,41034,IMU1,-4,5,-1118,3,10,-3
36,41044,IMU0,-29,-3,-1061,19,23,4
37,41044,IMU1,-7,6,-1093,-7,21,-4
38,41054,IMU0,-34,10,-1069,19,20,5
39,41054,IMU1,-13,18,-1103,-6,21,-1
40,41064,IMU0,-11,9,-1108,19,17,3
41,41064,IMU1,13,17,-1141,-8,14,-3
42,41074,IMU0,-18,9,-1114,11,15,10
43,41074,IMU1,7,16,-1153,-21,9,5
44,41084,IMU0,101,-57,-1196,-40,-67,5
45,41084,IMU1,117,-42,-1226,-61,-50,1
46,41094,IMU0,186,-49,-1370,-136,-227,-24
47,41094,IMU1,219,-41,-1402,-160,-204,-29
48,41104,IMU0,214,-62,-1536,-266,-579,1
49,41104,IMU1,231,-49,-1554,-279,-559,3
50,41114,IMU0,64,-10,-1778,-348,-788,6
51,41114,IMU1,81,6,-1813,-387,-794,7
52,41124,IMU0,-24,119,-2093,-325,-759,-4
53,41124,IMU1,-7,119,-2114,-354,-779,-2
54,41134,IMU0,-23,94,-2325,-242,-589,2
55,41134,IMU1,8,155,-2348,-269,-608,-1
56,41144,IMU0,38,84,-2458,-105,-443,-5
57,41144,IMU1,57,90,-2508,-149,-456,-7
58,41154,IMU0,133,5,-2641,-15,-442,-10
59,41154,IMU1,165,76,-2650,-41,-439,-10
60,41164,IMU0,101,-57,-2805,-23,-465,-33
61,41164,IMU1,143,-37,-2856,-62,-464,-34
62,41174,IMU0,73,11,-3063,-86,-445,-27
63,41174,IMU1,95,-31,-3060,-110,-448,-31
64,41184,IMU0,179,-6,-3210,-161,-448,-30
65,41184,IMU1,216,11,-3239,-192,-448,-33
66,41194,IMU0,149,29,-3345,-162,-505,-21
67,41194,IMU1,196,25,-3337,-182,-503,-23
68,41204,IMU0,131,42,-3377,-146,-429,-17
69,41204,IMU1,172,57,-3432,-179,-426,-18
70,41214,IMU0,124,50,-3416,-84,-355,-14
71,41214,IMU1,163,65,-3444,-110,-351,-16
72,41224,IMU0,147,25,-3373,-48,-278,-1
73,41224,IMU1,188,41,-3408,-72,-276,-6
74,41234,IMU0,164,20,-3351,-11,-218,-4
75,41234,IMU1,198,36,-3388,-39,-222,-8
76,41244,IMU0,184,17,-3416,6,-243,-22
77,41244,IMU1,224,29,-3450,-11,-248,-27
78,41254,IMU0,188,24,-3495,8,-236,-22
79,41254,IMU1,227,38,-3534,0,-242,-28
80,41264,IMU0,116,-2,-3555,18,-225,-8
81,41264,IMU1,151,16,-3579,-8,-226,-12
82,41274,IMU0,92,-11,-3552,13,-116,4
83,41274,IMU1,121,3,-3573,-14,-108,0
84,41284,IMU0,145,-20,-3536,18,-17,4
85,41284,IMU1,174,-9,-3566,-10,-6,2
86,41294,IMU0,167,-31,-3576,2,-9,3
87,41294,IMU1,203,-21,-3615,-23,-7,-1
88,41304,IMU0,143,-18,-3621,2,-12,-7
89,41304,IMU1,185,-1,-3649,-30,-10,-12
90,41314,IMU0,169,-2,-3580,1,-33,-12
91,41314,IMU1,213,13,-3609,-31,-30,-18
92,41324,IMU0,161,7,-3624,4,-6,-15
93,41324,IMU1,201,22,-3659,-29,-2,-19
94,41334,IMU0,131,-12,-3684,38,-14,-13
95,41334,IMU1,171,3,-3707,9,-16,-17
96,41344,IMU0,145,-7,-3643,46,0,-3
97,41344,IMU1,184,8,-3666,16,1,-7
98,41354,IMU0,179,-26,-3615,52,-11,14
99,41354,IMU1,210,-11,-3643,23,-15,8
100,41364,IMU0,173,-35,-3642,41,-59,13
101,41364,IMU1,204,-17,-3667,7,-67,8
102,41374,IMU0,160,-27,-3598,50,-86,13
103,41374,IMU1,189,-11,-3617,18,-94,8
104,41384,IMU0,158,-11,-3587,53,-35,19
105,41384,IMU1,181,5,-3610,28,-43,13
106,41394,IMU0,124,-44,-3677,63,5,11
107,41394,IMU1,148,-28,-3697,37,0,6
