,ts,event,out_idx
0,0.0,EV_LIFTOFF,7
1,5.71,EV_MAX_V,0
2,26.29,EV_APOGEE,2
3,26.29,EV_APOGEE,1
4,28.29,EV_APOGEE,2
5,244.24,EV_MAIN_DEPLOYMENT,3
6,244.24,EV_MAIN_DEPLOYMENT,1
7,246.24,EV_MAIN_DEPLOYMENT,3
