,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,1.311,EV_MAX_V,255
2,12.361,EV_APOGEE,0
3,14.023,EV_APOGEE,0
4,57.73,EV_POST_APOGEE,0
