,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
0,-0.37,-0.882,9.016,3.969,1.469
1,-0.36,-0.881,9.016,3.969,1.47
2,-0.35,-0.88,9.017,3.968,1.47
3,-0.34,-0.879,9.017,3.968,1.471
4,-0.33,-0.878,9.017,3.967,1.472
5,-0.32,-0.877,9.017,3.966,1.473
6,-0.31,-0.876,9.018,3.966,1.473
7,-0.3,-0.875,9.018,3.965,1.474
8,-0.29,-0.874,9.018,3.965,1.474
9,-0.28,-0.873,9.019,3.964,1.475
10,-0.27,-0.871,9.019,3.963,1.475
11,-0.26,-0.87,9.019,3.963,1.476
12,-0.25,-0.868,9.019,3.962,1.477
13,-0.24,-0.866,9.02,3.962,1.477
14,-0.23,-0.865,9.02,3.961,1.478
15,-0.22,-0.864,9.021,3.96,1.477
16,-0.21,-0.863,9.021,3.96,1.477
17,-0.2,-0.863,9.021,3.96,1.476
18,-0.19,-0.862,9.022,3.959,1.475
19,-0.18,-0.861,9.022,3.959,1.474
20,-0.17,-0.86,9.022,3.959,1.474
21,-0.16,-0.859,9.023,3.958,1.474
22,-0.15,-0.858,9.023,3.958,1.473
23,-0.14,-0.857,9.023,3.958,1.473
24,-0.13,-0.856,9.023,3.958,1.473
25,-0.12,-0.852,9.024,3.958,1.471
26,-0.11,-0.856,9.022,3.959,1.474
27,-0.1,-0.853,9.024,3.958,1.47
28,-0.09,-0.856,9.025,3.958,1.465
29,-0.08,-0.856,9.026,3.956,1.459
30,-0.07,-0.854,9.027,3.956,1.459
31,-0.06,-0.853,9.027,3.955,1.457
32,-0.05,-0.855,9.029,3.953,1.45
33,-0.04,-0.858,9.031,3.953,1.436
34,-0.03,-0.86,9.033,3.954,1.42
35,-0.02,-0.86,9.033,3.957,1.409
36,-0.01,-0.86,9.034,3.958,1.403
37,0.0,-0.86,9.035,3.959,1.392
38,0.01,-0.857,9.036,3.961,1.384
39,0.02,-0.855,9.037,3.962,1.375
40,0.03,-0.855,9.038,3.962,1.368
41,0.04,-0.851,9.04,3.962,1.357
42,0.05,-0.847,9.042,3.963,1.345
43,0.06,-0.843,9.043,3.965,1.333
44,0.07,-0.84,9.045,3.966,1.32
45,0.08,-0.836,9.047,3.967,1.307
46,0.09,-0.832,9.049,3.968,1.292
47,0.1,-0.827,9.05,3.97,1.277
48,0.11,-0.823,9.052,3.972,1.261
49,0.12,-0.818,9.054,3.974,1.246
50,0.13,-0.812,9.056,3.976,1.231
51,0.14,-0.806,9.057,3.978,1.216
52,0.15,-0.8,9.059,3.98,1.201
53,0.16,-0.793,9.061,3.982,1.187
54,0.17,-0.785,9.062,3.984,1.173
55,0.18,-0.778,9.064,3.985,1.159
56,0.19,-0.77,9.065,3.987,1.147
57,0.2,-0.762,9.067,3.989,1.134
58,0.21,-0.754,9.068,3.991,1.122
59,0.22,-0.746,9.069,3.992,1.112
60,0.23,-0.739,9.07,3.994,1.102
61,0.24,-0.731,9.071,3.996,1.093
62,0.25,-0.723,9.073,3.997,1.084
63,0.26,-0.717,9.074,3.998,1.077
64,0.27,-0.71,9.075,3.998,1.071
65,0.28,-0.705,9.075,3.999,1.066
66,0.29,-0.7,9.076,3.999,1.062
67,0.3,-0.696,9.077,3.998,1.059
68,0.31,-0.693,9.078,3.996,1.058
69,0.32,-0.691,9.079,3.994,1.059
70,0.33,-0.691,9.08,3.991,1.062
71,0.34,-0.692,9.081,3.988,1.067
72,0.35,-0.694,9.081,3.985,1.074
