,ts,mx,my,mz
0,0.0,-0.12769106030464172,0.43458178639411926,0.6177543997764587
1,0.01,-0.1297379732131958,0.43508556485176086,0.6185946464538574
2,0.02,-0.13190528750419617,0.43483367562294006,0.6190147399902344
3,0.03,-0.13316954672336578,0.43483367562294006,0.619134783744812
4,0.04,-0.13660113513469696,0.43495962023735046,0.6197349429130554
5,0.05,-0.1388888657093048,0.43489664793014526,0.6200350522994995
6,0.06,-0.1361195147037506,0.43540045619010925,0.6194949150085449
7,0.07,-0.13220630586147308,0.43533745408058167,0.6182945370674133
8,0.08,-0.13040021061897278,0.43521150946617126,0.6185946464538574
9,0.09,-0.12901553511619568,0.43565234541893005,0.6180545091629028
10,0.1,-0.1288951188325882,0.43577829003334045,0.6173343062400818
11,0.11,-0.1291961371898651,0.43558937311172485,0.617274284362793
12,0.12,-0.12997877597808838,0.43540045619010925,0.6176343560218811
13,0.13,-0.1307012140750885,0.43590423464775085,0.6177543997764587
14,0.14,-0.13178488612174988,0.43634504079818726,0.6175143122673035
15,0.15,-0.13190528750419617,0.43596720695495605,0.6175143122673035
16,0.16,-0.13184508681297302,0.43615612387657166,0.6175743341445923
17,0.17,-0.1297379732131958,0.43546342849731445,0.6170942187309265
18,0.18,-0.12666760385036469,0.43615612387657166,0.6157138347625732
19,0.19,-0.12407886236906052,0.43558937311172485,0.6152337193489075
20,0.2,-0.12498191744089127,0.43571531772613525,0.6149336099624634
21,0.21,-0.1268482208251953,0.43647098541259766,0.6156538128852844
22,0.22,-0.128473699092865,0.43609315156936646,0.6144534945487976
23,0.23,-0.13256752490997314,0.43943077325820923,0.6153537034988403
24,0.24,-0.14087556302547455,0.4438389241695404,0.6149336099624634
25,0.25,-0.1532774269580841,0.45095494389533997,0.6160139441490173
26,0.26,-0.17007413506507874,0.4593934416770935,0.6149336099624634
27,0.27,-0.18903815746307373,0.46776893734931946,0.6136732697486877
28,0.28,-0.23045797646045685,0.48439401388168335,0.6094120740890503
29,0.29,-0.25249236822128296,0.4911321997642517,0.6034103631973267
30,0.3,-0.27229923009872437,0.4952254891395569,0.5980088114738464
31,0.31,-0.28337663412094116,0.4931473731994629,0.5931474566459656
32,0.32,-0.2862061858177185,0.48747971653938293,0.5912269353866577
33,0.33,-0.28433987498283386,0.4780966341495514,0.5888262391090393
34,0.34,-0.2807878851890564,0.46776893734931946,0.589666485786438
35,0.35,-0.2782593369483948,0.4563707113265991,0.5906867384910583
36,0.36,-0.2753695845603943,0.4447835385799408,0.5928473472595215
37,0.37,-0.2710951566696167,0.4339520335197449,0.5945878624916077
38,0.38,-0.266098290681839,0.4252616763114929,0.5954281091690063
39,0.39,-0.26104122400283813,0.41720104217529297,0.5968685150146484
40,0.4,-0.255863755941391,0.4103368818759918,0.5995692610740662
41,0.41,-0.2504454553127289,0.40366166830062866,0.6027501821517944
42,0.42,-0.24593020975589752,0.3972383439540863,0.6115126609802246
43,0.43,-0.24123436212539673,0.38917770981788635,0.6199150085449219
44,0.44,-0.23708033561706543,0.379542738199234,0.6266369223594666
45,0.45,-0.2323242872953415,0.3679555654525757,0.6305980086326599
46,0.46,-0.22425705194473267,0.35536080598831177,0.6383402347564697
47,0.47,-0.21498574316501617,0.34226226806640625,0.6468626260757446
48,0.48,-0.2032461166381836,0.32859697937965393,0.6556251049041748
49,0.49,-0.1945166438817978,0.3136722147464752,0.6624070405960083
50,0.5,-0.1862086057662964,0.2968582212924957,0.6672683954238892
51,0.51,-0.18187397718429565,0.28004422783851624,0.6688288450241089
52,0.52,-0.18223519623279572,0.24717193841934204,0.6768110990524292
53,0.53,-0.18518514931201935,0.23319175839424133,0.6781914830207825
54,0.54,-0.18783408403396606,0.2221083790063858,0.6789717078208923
55,0.55,-0.19210852682590485,0.21379585564136505,0.6778913736343384
56,0.56,-0.1980084329843521,0.2078763246536255,0.680952250957489
57,0.57,-0.20595526695251465,0.20264950394630432,0.6805321574211121
58,0.58,-0.2133602648973465,0.19654104113578796,0.6793317794799805
59,0.59,-0.2187785506248474,0.1909363865852356,0.6751906275749207
60,0.6,-0.22052444517612457,0.18659119307994843,0.6742303371429443
61,0.61,-0.22034384310245514,0.18268682062625885,0.6766310334205627
62,0.62,-0.22046424448490143,0.18174222111701965,0.6795118451118469
63,0.63,-0.22233054041862488,0.18212005496025085,0.6784915328025818
64,0.64,-0.22672538459300995,0.18287573754787445,0.6750105619430542
65,0.65,-0.23256509006023407,0.18432414531707764,0.6720097064971924
66,0.66,-0.23792317509651184,0.18690605461597443,0.6705092787742615
67,0.67,-0.24304045736789703,0.1894879788160324,0.6706893444061279
68,0.68,-0.2457496076822281,0.1915661245584488,0.6694890260696411
69,0.69,-0.24731488525867462,0.19427399337291718,0.6703292727470398
70,0.7,-0.2470138669013977,0.19572238624095917,0.6703892946243286
71,0.71,-0.24641183018684387,0.19691888988018036,0.6704492568969727
72,0.72,-0.24568939208984375,0.19956378638744354,0.6706293225288391
73,0.73,-0.24454553425312042,0.20233462750911713,0.6728499531745911
74,0.74,-0.24460573494434357,0.2059871107339859,0.6713495254516602
75,0.75,-0.24400371313095093,0.21052122116088867,0.6723698377609253
76,0.76,-0.23978948593139648,0.21908564865589142,0.6723698377609253
77,0.77,-0.2367793172597885,0.22431246936321259,0.6747105121612549
78,0.78,-0.23461200296878815,0.23010604083538055,0.6729099750518799
79,0.79,-0.23124061524868011,0.23552179336547852,0.6726698875427246
80,0.8,-0.22684578597545624,0.24200809001922607,0.6800519824028015
81,0.81,-0.22233054041862488,0.24736085534095764,0.6814923882484436
82,0.82,-0.21859794855117798,0.2527136206626892,0.6814323663711548
83,0.83,-0.21498574316501617,0.2573107182979584,0.6794518232345581
84,0.84,-0.2123970091342926,0.26215967535972595,0.6770511269569397
85,0.85,-0.20950725674629211,0.2677013576030731,0.6782515048980713
86,0.86,-0.2079419642686844,0.2741876542568207,0.678011417388916
87,0.87,-0.20691852271556854,0.2810518145561218,0.6759708523750305
88,0.88,-0.2068583071231842,0.2870343029499054,0.6681086421012878
89,0.89,-0.2055940479040146,0.29238706827163696,0.6652278304100037
90,0.9,-0.20438997447490692,0.2989993095397949,0.6645076274871826
91,0.91,-0.20457059144973755,0.3052337169647217,0.6618668437004089
92,0.92,-0.2035471349954605,0.31083837151527405,0.6597062349319458
93,0.93,-0.20150022208690643,0.3156243860721588,0.6586859822273254
94,0.94,-0.19981452822685242,0.3204104006290436,0.6559851765632629
95,0.95,-0.19734619557857513,0.32538533210754395,0.6549049019813538
96,0.96,-0.19547989964485168,0.3294156491756439,0.6520841121673584
97,0.97,-0.19367380440235138,0.3340756893157959,0.650403618812561
98,0.98,-0.19168709218502045,0.33860981464385986,0.6499835252761841
99,0.99,-0.19102485477924347,0.346733421087265,0.6436216831207275
100,1.0,-0.18903815746307373,0.351393461227417,0.6488431692123413
101,1.01,-0.18771368265151978,0.35510891675949097,0.6486631035804749
102,1.02,-0.18638920783996582,0.35832059383392334,0.6469226479530334
103,1.03,-0.18518514931201935,0.3617841303348541,0.6443418860435486
104,1.04,-0.1866300255060196,0.3632954955101013,0.633838951587677
105,1.05,-0.18578718602657318,0.3667590618133545,0.6333588361740112
106,1.06,-0.18578718602657318,0.3695928752422333,0.6302379369735718
107,1.07,-0.18494433164596558,0.37242668867111206,0.6289775967597961
108,1.08,-0.18337905406951904,0.37463077902793884,0.626816987991333
109,1.09,-0.1813923418521881,0.3764570355415344,0.6247164011001587
110,1.1,-0.17880360782146454,0.3796686828136444,0.6262767910957336
111,1.11,-0.1779005527496338,0.381305992603302,0.6221356391906738
112,1.12,-0.175552636384964,0.383573055267334,0.6212353706359863
113,1.13,-0.17368632555007935,0.3845806419849396,0.6197349429130554
114,1.14,-0.17097719013690948,0.3855252265930176,0.6180545091629028
115,1.15,-0.16856905817985535,0.3849584758281708,0.6190747618675232
116,1.16,-0.16537828743457794,0.3847695589065552,0.6181745529174805
117,1.17,-0.16387321054935455,0.3839508891105652,0.618414580821991
118,1.18,-0.16176609694957733,0.383573055267334,0.6182945370674133
119,1.19,-0.16008040308952332,0.3825024962425232,0.6179344654083252
120,1.2,-0.15791308879852295,0.383573055267334,0.6176943778991699
121,1.21,-0.15387946367263794,0.3851473927497864,0.6238161325454712
122,1.22,-0.1513509303331375,0.38722553849220276,0.6256766319274902
123,1.23,-0.14882239699363708,0.39056313037872314,0.6233959794044495
124,1.24,-0.14749792218208313,0.3928301930427551,0.6241161823272705
125,1.25,-0.1464744657278061,0.3937118351459503,0.6233959794044495
126,1.26,-0.14575202763080597,0.3954750895500183,0.6235760450363159
127,1.27,-0.14629386365413666,0.3956640064716339,0.6188347339630127
128,1.28,-0.1462336629629135,0.3954121172428131,0.6157138347625732
129,1.29,-0.146775484085083,0.3962307870388031,0.6141533851623535
