,ts,height,velocity,acceleration,lower_bound,upper_bound
0,40857,-0.38246068358421326,-0.043002475053071976,-3.293468713760376,0.6162954096658985,-1.381216776834325
1,40867,-0.3810013234615326,-0.040530137717723846,-3.2830114364624023,0.6177513121374993,-1.3797539590605645
2,40877,-0.379507839679718,-0.03773508965969086,-3.262183427810669,0.619241405395466,-1.378257084754902
3,40887,-0.37802696228027344,-0.034891702234745026,-3.255183696746826,0.6207188922595527,-1.3767728168200994
4,40897,-0.37655875086784363,-0.0323096364736557,-3.2689266204833984,0.6221836795552858,-1.375301181290973
5,40907,-0.37681522965431213,-0.03248249366879463,-3.2931199073791504,0.6219237766403811,-1.3755542359490054
6,40917,-0.3770664632320404,-0.032645776867866516,-3.293116569519043,0.6216691524925361,-1.375802078956617
7,40927,-0.37645789980888367,-0.031784817576408386,-3.30344295501709,0.6222743253340653,-1.3751901249518328
8,40937,-0.3775656223297119,-0.03276859223842621,-3.2689130306243896,0.6211631786498123,-1.3762944233092362
9,40947,-0.3761386275291443,-0.030168121680617332,-3.261918306350708,0.6225867492752153,-1.3748640043335039
10,40957,-0.3747254014015198,-0.027724212035536766,-3.2687528133392334,0.6239966183569678,-1.3734474211600074
11,40967,-0.3741321861743927,-0.026949916034936905,-3.303278923034668,0.6245864429563102,-1.3728508153050956
12,40977,-0.37359610199928284,-0.0262640118598938,-3.303241491317749,0.6251191364921241,-1.3723113404906897
13,40987,-0.37306782603263855,-0.02559780143201351,-3.3032047748565674,0.6256440218079611,-1.3717796738732382
14,40997,-0.37169158458709717,-0.023780109360814095,-3.3031294345855713,0.627016872591184,-1.3704000417653783
15,41007,-0.3711889088153839,-0.02292431890964508,-3.2858121395111084,0.6275161576890671,-1.369893975319835
16,41017,-0.3698350787162781,-0.020554864779114723,-3.261542558670044,0.6288665635316317,-1.3685367209641879
17,41027,-0.36849600076675415,-0.01849478669464588,-3.278754234313965,0.6302022507841882,-1.3671942523176965
18,41037,-0.3696574866771698,-0.019986512139439583,-3.285712957382202,0.629037307022435,-1.3683522803767745
19,41047,-0.36831867694854736,-0.018140334635972977,-3.292555332183838,0.6303727260308382,-1.3670100799279328
20,41057,-0.36865031719207764,-0.018501238897442818,-3.285648822784424,0.6300376950555766,-1.3673383294397319
21,41067,-0.3697812557220459,-0.019899429753422737,-3.282235622406006,0.6289033657823648,-1.3684658772264566
22,41077,-0.37089478969573975,-0.021152066066861153,-3.2753641605377197,0.6277864410539152,-1.3695760204453946
23,41087,-0.37284526228904724,-0.023430103436112404,-3.268531084060669,0.6258325776943394,-1.371523102272434
24,41097,-0.37391042709350586,-0.02456946112215519,-3.275482654571533,0.6247640221121001,-1.3725848762991117
25,41107,-0.37413570284843445,-0.024647483602166176,-3.282395362854004,0.6245353555678781,-1.372806761264747
26,41117,-0.37606680393218994,-0.02716130018234253,-3.289386034011841,0.6226008636833162,-1.3747344715476961
27,41127,-0.3771146833896637,-0.028381546959280968,-3.2859652042388916,0.621549626985979,-1.3757789937653064
28,41137,-0.37814587354660034,-0.02951114811003208,-3.2825427055358887,0.6205150124327545,-1.3768067595259552
29,41147,-0.37915945053100586,-0.03060154616832733,-3.2825756072998047,0.6194980446130036,-1.3778169456750153
30,41157,-0.3810104727745056,-0.03282315284013748,-3.282646656036377,0.6176436315226452,-1.3796645770716565
31,41167,-0.38366034626960754,-0.03610799461603165,-3.2827534675598145,0.614990400742083,-1.382311093281298
32,41177,-0.3870988190174103,-0.04047935828566551,-3.2863516807556152,0.6115485706975332,-1.3857462087323538
33,41187,-0.388832151889801,-0.042510904371738434,-3.2898693084716797,0.6098118469439715,-1.3874761507235736
34,41197,-0.38968291878700256,-0.0432562530040741,-3.2864320278167725,0.6089577563005866,-1.3883235938745917
35,41207,-0.3888362944126129,-0.041617851704359055,-3.28291654586792,0.6098010233443687,-1.3874736121695945
36,41217,-0.3879963755607605,-0.03995891660451889,-3.279402494430542,0.6106375848543265,-1.3866303359758474
37,41227,-0.387162983417511,-0.0383310467004776,-3.279345989227295,0.6114676532179818,-1.3857936200530037
38,41237,-0.3871915340423584,-0.037904150784015656,-3.279329538345337,0.611435745228778,-1.3858188133134948
39,41247,-0.3880433142185211,-0.038660742342472076,-3.2828075885772705,0.6105806076769716,-1.3866672361140138
40,41257,-0.3880520462989807,-0.03835678845643997,-3.289703607559204,0.6105685853574301,-1.3866726779553915
41,41267,-0.38552141189575195,-0.03458263725042343,-3.2895700931549072,0.6130958623626654,-1.3841386861541694
42,41277,-0.38304251432418823,-0.030826633796095848,-3.282526969909668,0.6155714360990969,-1.3816564647474734
43,41287,-0.38059401512145996,-0.027162309736013412,-3.282400608062744,0.6180165778813693,-1.3792046081242892
44,41297,-0.3781757354736328,-0.023536691442131996,-3.2788209915161133,0.6204315336718258,-1.3767830046190914
45,41307,-0.3757879436016083,-0.02010420896112919,-3.285614013671875,0.6228160016754163,-1.3743918888786328
