,ts,error
0,31266,1040
1,31596,1024
2,31686,1040
3,32006,1024
4,32096,1040
5,32166,1024
6,32196,1040
7,32226,1024
8,32556,1040
9,32626,1024
10,32646,1040
11,32786,1024
12,32876,1040
13,33026,1024
14,33146,1040
15,33326,1024
16,33436,1040
17,33486,1024
18,33566,1040
19,33576,1024
20,33646,1040
21,33756,1024
22,33846,1040
23,33896,1024
24,34026,1040
25,34076,1024
26,34096,1040
27,34106,1024
28,34206,1040
29,34296,1024
30,34706,1040
31,34746,1024
32,34796,1040
33,34806,1024
34,34896,1040
35,35016,1024
36,35026,1040
37,35056,1024
38,35226,1040
39,35346,1024
40,35506,1040
41,35526,1024
42,35566,1040
43,35666,1024
44,35706,1040
45,35716,1024
46,35746,1040
47,35886,1024
48,36016,1040
49,36186,1024
50,36256,1040
51,36486,1024
52,36646,1040
53,36916,1024
54,36926,1040
55,36966,1024
56,37006,1040
57,37066,1024
58,37116,1040
59,37166,1024
60,37236,1040
61,37276,1024
62,37346,1040
63,37386,1024
64,37496,1040
65,37616,1024
66,37736,1040
67,37796,1024
68,37836,1040
69,37866,1024
70,37876,1040
71,37916,1024
72,37946,1040
73,37956,1024
74,37976,1040
75,37986,1024
76,38046,1040
77,38066,1024
78,38105,3072
79,38116,3088
80,38126,3072
81,38155,1024
82,38206,1040
83,38336,1024
84,38396,1040
85,38456,1024
86,38476,1040
87,38486,1024
88,38536,1040
89,38796,1024
90,38826,1040
91,38846,1024
92,38856,1040
93,38866,1024
94,38886,1040
95,38896,1024
96,38916,1040
97,38926,1024
98,38956,1040
99,38986,1024
100,39016,1040
101,39046,1024
102,39106,1040
103,39276,1024
104,39306,1040
105,39366,1024
106,39466,1040
107,39606,1024
108,39636,1040
109,39665,3088
110,39676,3072
111,39695,1024
112,39696,1040
113,39746,1024
114,39766,1040
115,39796,1024
116,39815,3072
117,39816,3088
118,39846,3072
119,39855,1024
120,39936,1040
121,39976,1024
122,39986,1040
123,39996,1024
