,ts,filtered_altitude_AGL,filtered_acceleration
0,31176,-0.058131031692028046,-0.009020805358886719
1,31186,-0.08455422520637512,-0.004509925842285156
2,31196,-0.11626206338405609,-0.004509925842285156
3,31206,-0.11626206338405609,-0.004509925842285156
4,31216,-0.11626206338405609,-0.004509925842285156
5,31226,-0.11626206338405609,-0.004509925842285156
6,31236,-0.11626206338405609,-0.004509925842285156
7,31246,-0.11626206338405609,0.0
8,31256,-0.17439310252666473,0.0
9,31266,-0.17439310252666473,0.009020805358886719
10,31276,-0.11626206338405609,0.009020805358886719
11,31286,-0.11626206338405609,0.009020805358886719
12,31296,-0.11626206338405609,0.009020805358886719
13,31306,-0.11626206338405609,0.009020805358886719
14,31316,-0.08455422520637512,0.009020805358886719
15,31326,-0.08455422520637512,0.009020805358886719
16,31336,-0.058131031692028046,0.0
17,31346,-0.03170783445239067,0.0
18,31356,-0.03170783445239067,0.0
19,31366,-0.03170783445239067,0.0
20,31376,0.058131031692028046,0.0
21,31386,0.08719655126333237,0.009020805358886719
22,31396,0.08719655126333237,0.009020805358886719
23,31406,0.08719655126333237,0.009020805358886719
24,31416,0.08719655126333237,0.009020805358886719
25,31426,0.08719655126333237,0.009020805358886719
26,31436,0.14268526434898376,0.03608226776123047
27,31446,0.14268526434898376,0.040592193603515625
28,31456,0.14268526434898376,0.054123878479003906
29,31466,0.14268526434898376,1.4974346160888672
30,31476,-0.14268526434898376,2.9181928634643555
31,31486,-0.14268526434898376,4.803518295288086
32,31496,0.6315144300460815,6.945929527282715
33,31506,0.6605799198150635,9.106385231018066
34,31516,0.6605799198150635,10.450470924377441
35,31526,0.6605799198150635,11.311945915222168
36,31536,1.0886356830596924,12.565821647644043
37,31546,1.3766484260559082,14.717255592346191
38,31556,2.66610050201416,16.399616241455078
39,31566,2.66610050201416,17.942153930664062
40,31576,2.66610050201416,18.898345947265625
41,31586,2.9250476360321045,18.979534149169922
42,31596,2.9250476360321045,19.04718780517578
43,31606,2.9831788539886475,19.371932983398438
44,31616,3.382169246673584,19.54332733154297
45,31626,3.382169246673584,20.251445770263672
46,31636,3.382169246673584,21.049781799316406
47,31646,3.4693655967712402,21.545917510986328
48,31656,3.612050771713257,22.78626251220703
49,31666,3.6411163806915283,23.616165161132812
50,31676,3.7864439487457275,24.351348876953125
51,31686,3.929129123687744,25.880359649658203
52,31696,3.9846179485321045,26.48474884033203
53,31706,4.2144999504089355,27.540164947509766
54,31716,4.301696300506592,27.571735382080078
55,31726,4.5025129318237305,27.973159790039062
56,31736,4.6742634773254395,27.973159790039062
57,31746,4.787883281707764,27.973159790039062
58,31756,4.787883281707764,28.036300659179688
59,31766,4.816948890686035,28.036300659179688
60,31776,4.988699436187744,27.973159790039062
61,31786,4.988699436187744,27.85588836669922
62,31796,5.334843158721924,27.698028564453125
63,31806,5.4775285720825195,27.43642807006836
64,31816,5.591148376464844,27.138744354248047
65,31826,5.736475944519043,26.68320083618164
66,31836,6.079977512359619,26.52984619140625
67,31846,6.309859275817871,26.399051666259766
68,31856,6.394413471221924,25.988609313964844
69,31866,6.452544689178467,25.704456329345703
70,31876,6.71149206161499,25.51953125
71,31886,6.970439434051514,25.275970458984375
72,31896,7.142189979553223,25.13164520263672
73,31906,7.171255111694336,25.13164520263672
74,31916,7.197678565979004,25.023391723632812
75,31926,7.4566264152526855,24.617462158203125
76,31936,7.485691547393799,24.540790557861328
77,31946,7.543822765350342,24.540790557861328
78,31956,7.657442569732666,24.540790557861328
79,31966,7.887324333190918,24.540790557861328
80,31976,8.059075355529785,24.617462158203125
81,31986,8.318022727966309,24.617462158203125
82,31996,8.460707664489746,24.64452362060547
83,32006,8.547904014587402,24.64452362060547
84,32016,8.978602409362793,24.64452362060547
85,32026,9.15035343170166,24.64452362060547
86,32036,9.636539459228516,24.59040069580078
87,32046,9.694671630859375,24.459598541259766
88,32056,9.810932159423828,23.986011505126953
89,32066,10.241630554199219,23.71539306640625
90,32076,10.297119140625,23.525959014892578
91,32086,10.439805030822754,23.47634506225586
92,32096,10.672329902648926,23.264358520507812
93,32106,11.100384712219238,22.673503875732422
94,32116,11.359333038330078,22.668991088867188
95,32126,11.73189926147461,22.43445587158203
96,32136,11.848161697387695,22.127750396728516
97,32146,11.903650283813477,21.60455322265625
98,32156,12.220728874206543,21.532386779785156
99,32166,12.33434772491455,21.383544921875
100,32176,13.023994445800781,20.9415283203125
101,32186,13.053059577941895,20.337146759033203
