,ts,event,out_idx
0,17757,EV_LIFTOFF,0
1,21238,EV_MAX_V,255
2,22757,EV_CUSTOM_1,255
3,27757,EV_CUSTOM_2,255
4,29978,EV_APOGEE,0
5,44598,EV_POST_APOGEE,0
