,ts,error
0,17436,12288
1,17446,4096
2,20586,12288
3,20736,4096
4,21146,12288
5,21166,4096
6,23196,12288
7,23236,4096
8,23316,12288
9,23346,4096
10,23496,12288
11,23506,4096
12,23746,12288
13,23776,4096
14,24326,12288
15,24486,4096
16,25446,12288
17,25546,4096
18,27016,12288
19,27036,4096
20,29106,12288
21,29126,4096
22,29906,12288
23,29916,4096
24,30836,12288
25,30856,4096
26,31006,12288
27,31026,4096
28,32176,12288
29,32186,4096
30,32946,12288
31,32966,4096
32,34006,12288
33,34076,4096
34,34486,12288
35,34506,4096
36,34596,12288
37,34666,4096
38,35006,12288
39,35036,4096
40,35306,12288
41,35326,4096
42,36066,12288
43,36116,4096
44,36526,12288
45,36556,4096
46,36716,12288
47,36786,4096
48,37106,12288
49,37166,4096
50,37276,12288
51,37366,4096
52,37766,12288
53,37806,4096
54,38866,12288
55,39226,4096
56,39516,12288
57,39546,4096
58,39966,12288
59,39986,4096
60,44486,12288
61,44506,4096
62,44986,12288
63,44996,4096
64,45076,12288
65,45116,4096
66,45656,12288
67,45666,4096
68,46636,12288
69,46686,4096
70,47986,12288
71,48006,4096
