,ts,Ax,Ay,Az
963,27016,-1,-1,0
964,27026,0,-1,0
965,27036,0,-1,0
966,27046,0,-1,0
967,27056,0,-1,0
968,27066,0,-1,0
969,27076,0,-1,0
970,27086,0,-1,0
971,27096,-1,-1,0
972,27106,-1,-1,0
973,27116,-1,-1,0
974,27126,-1,-1,0
975,27136,0,-1,0
976,27146,-1,-1,0
977,27156,0,-1,0
978,27166,0,-1,0
979,27176,0,-1,0
980,27186,-1,-1,0
981,27196,-1,-1,0
982,27206,-1,-1,0
983,27216,-1,-1,0
984,27226,0,-1,0
985,27236,0,-1,0
986,27246,0,-1,0
987,27256,-1,-1,0
988,27266,-1,-1,0
989,27276,-1,-1,0
990,27286,0,-1,0
991,27296,0,-1,0
992,27306,-1,-1,0
993,27316,0,-1,0
994,27326,-1,-1,0
995,27336,0,-1,0
996,27346,0,-1,0
997,27356,0,-1,0
998,27366,-1,-1,0
999,27376,-1,-1,0
1000,27386,0,-1,0
1001,27396,0,-1,0
1002,27406,0,-1,0
1003,27416,-1,-1,0
1004,27426,0,-1,0
1005,27436,0,-1,0
1006,27446,0,-1,0
1007,27456,-1,-1,0
1008,27466,-1,-1,0
1009,27476,0,-1,0
1010,27486,-1,-1,0
1011,27496,-1,-1,0
1012,27506,0,-1,0
1013,27516,-1,-1,0
1014,27526,-1,-1,0
1015,27536,0,-1,0
1016,27546,-1,-1,0
1017,27556,-1,-1,0
1018,27566,0,-1,0
1019,27576,0,-1,0
1020,27586,-1,-1,0
1021,27596,0,-1,0
1022,27606,-1,-1,0
1023,27616,0,-1,0
1024,27626,-1,-1,0
1025,27636,-1,-1,0
1026,27646,-1,-1,0
1027,27656,-1,-1,0
1028,27666,0,-1,0
1029,27676,0,-1,0
1030,27686,0,-1,0
1031,27696,0,-1,0
1032,27706,-1,-1,0
1033,27716,0,-1,0
1034,27726,-1,-1,0
1035,27736,-1,-1,0
1036,27746,0,-1,0
1037,27756,0,-1,0
1038,27766,-1,-1,0
1039,27776,-1,-1,0
1040,27786,-1,-1,0
1041,27796,0,-1,0
1042,27806,-1,-1,0
1043,27816,0,-1,0
1044,27826,0,-1,0
1045,27836,-1,-1,0
1046,27846,0,-1,0
1047,27856,-1,-1,0
1048,27866,0,-1,0
1049,27876,0,-1,0
1050,27886,0,-1,0
1051,27896,0,-1,0
1052,27906,-1,-1,0
1053,27916,0,-1,0
1054,27926,-1,-1,0
1055,27936,-1,-1,0
1056,27946,-1,-1,0
1057,27956,0,-1,0
1058,27966,-1,-1,0
1059,27976,-1,-1,0
1060,27986,-1,-1,0
1061,27996,-1,-1,0
1062,28006,-1,-2,0
1063,28016,0,-1,0
1064,28026,-1,-1,0
