,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
0,17387,9451,-2383,-808,2081
1,17397,9451,-2385,-809,2079
2,17407,9451,-2386,-811,2077
3,17417,9451,-2388,-812,2076
4,17427,9450,-2389,-813,2075
5,17437,9450,-2390,-813,2073
6,17447,9450,-2391,-813,2072
7,17457,9450,-2392,-813,2072
8,17467,9450,-2393,-812,2071
9,17477,9451,-2394,-812,2070
10,17487,9450,-2395,-811,2069
11,17497,9451,-2396,-811,2068
12,17507,9450,-2398,-812,2066
13,17517,9450,-2399,-814,2065
14,17527,9450,-2402,-815,2063
15,17537,9449,-2403,-817,2062
16,17547,9449,-2405,-818,2060
17,17557,9449,-2407,-820,2059
18,17567,9449,-2409,-821,2057
19,17577,9448,-2411,-824,2054
20,17587,9448,-2414,-828,2050
21,17597,9448,-2418,-832,2047
22,17607,9447,-2421,-837,2044
23,17617,9446,-2426,-838,2041
24,17627,9446,-2432,-836,2036
25,17637,9446,-2436,-832,2031
26,17647,9448,-2440,-827,2022
27,17657,9450,-2440,-822,2011
28,17667,9454,-2437,-817,1998
29,17677,9458,-2434,-812,1986
30,17687,9461,-2431,-806,1977
31,17697,9465,-2425,-800,1971
32,17707,9468,-2417,-794,1968
33,17717,9470,-2411,-790,1969
34,17727,9469,-2412,-786,1974
35,17737,9465,-2421,-783,1979
36,17747,9461,-2434,-784,1982
37,17757,9458,-2445,-786,1982
38,17767,9456,-2452,-784,1983
39,17777,9456,-2455,-779,1984
40,17787,9455,-2458,-774,1985
41,17797,9455,-2463,-769,1983
42,17807,9455,-2468,-765,1980
43,17817,9455,-2472,-761,1976
44,17827,9455,-2475,-759,1970
45,17837,9456,-2479,-759,1964
46,17847,9456,-2483,-759,1958
47,17857,9456,-2485,-758,1953
48,17867,9456,-2488,-758,1950
49,17877,9455,-2491,-758,1950
50,17887,9454,-2494,-760,1951
51,17897,9453,-2498,-760,1952
52,17907,9452,-2501,-760,1954
53,17917,9451,-2503,-762,1955
54,17927,9450,-2505,-763,1956
55,17937,9450,-2506,-765,1956
56,17947,9449,-2506,-768,1956
57,17957,9449,-2507,-772,1956
58,17967,9448,-2509,-776,1956
59,17977,9447,-2511,-779,1956
60,17987,9447,-2512,-781,1955
61,17997,9446,-2514,-782,1954
62,18007,9446,-2516,-783,1953
63,18017,9446,-2519,-784,1951
64,18027,9445,-2521,-786,1949
65,18037,9445,-2522,-787,1947
66,18047,9445,-2523,-789,1945
67,18057,9445,-2525,-791,1944
68,18067,9445,-2527,-793,1942
69,18077,9444,-2530,-795,1940
70,18087,9444,-2532,-796,1938
71,18097,9444,-2535,-796,1936
72,18107,9443,-2537,-796,1934
73,18117,9443,-2538,-796,1933
74,18127,9443,-2539,-796,1931
75,18137,9444,-2539,-796,1929
76,18147,9444,-2541,-796,1927
77,18157,9444,-2542,-798,1926
78,18167,9443,-2543,-800,1924
79,18177,9443,-2545,-800,1922
80,18187,9443,-2546,-799,1921
81,18197,9443,-2548,-796,1920
82,18207,9443,-2549,-797,1919
83,18217,9442,-2552,-799,1918
84,18227,9442,-2553,-801,1917
85,18237,9441,-2555,-803,1916
86,18247,9441,-2557,-804,1915
87,18257,9441,-2559,-806,1914
88,18267,9440,-2561,-810,1912
89,18277,9439,-2564,-814,1910
90,18287,9439,-2566,-817,1909
91,18297,9439,-2565,-817,1909
92,18307,9440,-2562,-818,1909
93,18317,9441,-2555,-819,1910
94,18327,9444,-2542,-821,1913
95,18337,9448,-2522,-825,1917
96,18347,9453,-2497,-829,1925
97,18357,9458,-2470,-833,1935
98,18367,9462,-2440,-837,1949
99,18377,9466,-2411,-841,1965
100,18387,9469,-2383,-844,1983
101,18397,9472,-2354,-845,2003
102,18407,9475,-2324,-845,2024
103,18417,9477,-2296,-845,2046
