,ts,imu_0,imu_1,imu_2,baro_0,baro_1,baro_2
0,33957,0,0,0,0,0,0
1,33967,0,0,0,0,0,0
2,33977,0,0,0,0,0,0
3,33987,0,0,0,0,0,0
4,33997,0,0,0,0,0,0
5,34007,0,0,0,0,0,0
6,34017,0,0,0,0,0,0
7,34027,0,0,0,0,0,0
8,34037,0,0,0,0,0,0
9,34047,0,0,0,0,0,0
10,34057,0,0,0,0,0,0
11,34067,0,0,0,0,0,0
12,34077,0,0,0,0,0,0
13,34087,0,0,0,0,0,0
14,34097,0,0,0,0,0,0
15,34107,0,0,0,0,0,0
16,34117,0,0,0,0,0,0
17,34127,0,0,0,0,0,0
18,34137,0,0,0,0,0,0
19,34147,0,0,0,0,0,0
20,34157,0,0,0,0,0,0
21,34167,0,0,0,0,0,0
22,34177,0,0,0,0,0,0
23,34187,0,0,0,0,0,0
24,34197,0,0,0,0,0,0
25,34207,0,0,0,0,0,0
26,34217,0,0,0,0,0,0
27,34227,0,0,0,0,0,0
28,34237,0,0,0,0,0,0
29,34247,0,0,0,0,0,0
30,34257,0,0,0,0,0,0
31,34267,0,0,0,0,0,0
32,34277,0,0,0,0,0,0
33,34287,0,0,0,0,0,0
34,34297,0,0,0,0,0,0
35,34307,0,0,0,0,0,0
36,34317,0,0,0,0,0,0
37,34327,0,0,0,0,0,0
38,34337,0,0,0,0,0,0
39,34347,0,0,0,0,0,0
40,34357,0,0,0,0,0,0
41,34367,0,0,0,0,0,0
42,34377,0,0,0,0,0,0
43,34387,0,0,0,0,0,0
44,34397,0,0,0,0,0,0
45,34407,0,0,0,0,0,0
46,34417,0,0,0,0,0,0
47,34427,0,0,0,0,0,0
48,34437,0,0,0,0,0,0
49,34447,0,0,0,0,0,0
50,34457,0,0,0,0,0,0
51,34467,0,0,0,0,0,0
52,34477,0,0,0,0,0,0
53,34487,0,0,0,0,0,0
54,34497,0,0,0,0,0,0
55,34507,0,0,0,0,0,0
56,34517,0,0,0,0,0,0
57,34527,0,0,0,0,0,0
58,34537,0,0,0,0,0,0
59,34547,0,0,0,0,0,0
60,34557,0,0,0,0,0,0
61,34567,0,0,0,0,0,0
62,34577,0,0,0,0,0,0
63,34587,0,0,0,0,0,0
64,34597,0,0,0,0,0,0
65,34607,0,0,0,0,0,0
66,34617,0,0,0,0,0,0
67,34627,0,0,0,0,0,0
68,34637,0,0,0,0,0,0
69,34647,0,0,0,0,0,0
70,34657,0,0,0,0,0,0
71,34667,0,0,0,0,0,0
72,34677,0,0,0,0,0,0
73,34687,0,0,0,0,0,0
74,34697,0,0,0,0,0,0
75,34707,0,0,0,0,0,0
76,34717,0,0,0,0,0,0
77,34727,0,0,0,0,0,0
78,34737,0,0,0,0,0,0
79,34747,0,0,0,0,0,0
80,34757,0,0,0,0,0,0
81,34767,0,0,0,0,0,0
82,34777,0,0,0,0,0,0
83,34787,0,0,0,0,0,0
84,34797,0,0,0,0,0,0
85,34807,0,0,0,0,0,0
86,34817,0,0,0,0,0,0
87,34827,0,0,0,0,0,0
88,34837,0,0,0,0,0,0
89,34847,0,0,0,0,0,0
90,34857,0,0,0,0,0,0
91,34867,0,0,0,0,0,0
92,34877,0,0,0,0,0,0
93,34887,0,0,0,0,0,0
94,34897,0,0,0,0,0,0
95,34907,0,0,0,0,0,0
96,34917,0,0,0,0,0,0
97,34927,0,0,0,0,0,0
98,34937,0,0,0,0,0,0
99,34947,0,0,0,0,0,0
100,34957,0,0,0,0,0,0
101,34967,0,0,0,0,0,0
102,34977,0,0,0,0,0,0
103,34987,0,0,0,0,0,0
104,34997,0,0,0,0,0,0
105,35007,0,0,0,0,0,0
106,35017,0,0,0,0,0,0
107,35027,0,0,0,0,0,0
108,35037,0,0,0,0,0,0
109,35047,0,0,0,0,0,0
110,35057,0,0,0,0,0,0
111,35067,0,0,0,0,0,0
112,35077,0,0,0,0,0,0
113,35087,0,0,0,0,0,0
114,35097,0,0,0,0,0,0
115,35107,0,0,0,0,0,0
116,35117,0,0,0,0,0,0
117,35127,0,0,0,0,0,0
118,35137,0,0,0,0,0,0
119,35147,0,0,0,0,0,0
120,35157,0,0,0,0,0,0
121,35167,0,0,0,0,0,0
122,35177,0,0,0,0,0,0
123,35187,0,0,0,0,0,0
124,35197,0,0,0,0,0,0
125,35207,0,0,0,0,0,0
126,35217,0,0,0,0,0,0
127,35227,0,0,0,0,0,0
128,35237,0,0,0,0,0,0
129,35247,0,0,0,0,0,0
130,35257,0,0,0,0,0,0
131,35267,0,0,0,0,0,0
132,35277,0,0,0,0,0,0
133,35287,0,0,0,0,0,0
134,35297,0,0,0,0,0,0
135,35307,0,0,0,0,0,0
136,35317,0,0,0,0,0,0
137,35327,0,0,0,0,0,0
138,35337,0,0,0,0,0,0
139,35347,0,0,0,0,0,0
140,35357,0,0,0,0,0,0
141,35367,0,0,0,0,0,0
142,35377,0,0,0,0,0,0
143,35387,0,0,0,0,0,0
144,35397,0,0,0,0,0,0
145,35407,0,0,0,0,0,0
146,35417,0,0,0,0,0,0
147,35427,0,0,0,0,0,0
148,35437,0,0,0,0,0,0
149,35447,0,0,0,0,0,0
150,35457,0,0,0,0,0,0
151,35467,0,0,0,0,0,0
152,35477,0,0,0,0,0,0
153,35487,0,0,0,0,0,0
154,35497,0,0,0,0,0,0
155,35507,0,0,0,0,0,0
156,35517,0,0,0,0,0,0
157,35527,0,0,0,0,0,0
158,35537,0,0,0,0,0,0
159,35547,0,0,0,0,0,0
160,35557,0,0,0,0,0,0
161,35567,0,0,0,0,0,0
162,35577,0,0,0,0,0,0
163,35587,0,0,0,0,0,0
164,35597,0,0,0,0,0,0
165,35607,0,0,0,0,0,0
166,35617,0,0,0,0,0,0
167,35627,0,0,0,0,0,0
168,35637,0,0,0,0,0,0
169,35647,0,0,0,0,0,0
170,35657,0,0,0,0,0,0
171,35667,0,0,0,0,0,0
172,35677,0,0,0,0,0,0
173,35687,0,0,0,0,0,0
174,35697,0,0,0,0,0,0
175,35707,0,0,0,0,0,0
176,35717,0,0,0,0,0,0
177,35727,0,0,0,0,0,0
178,35737,0,0,0,0,0,0
179,35747,0,0,0,0,0,0
180,35757,0,0,0,0,0,0
181,35767,0,0,0,0,0,0
182,35777,0,0,0,0,0,0
183,35787,0,0,0,0,0,0
184,35797,0,0,0,0,0,0
185,35807,0,0,0,0,0,0
186,35817,0,0,0,0,0,0
187,35827,0,0,0,0,0,0
188,35837,0,0,0,0,0,0
189,35847,0,0,0,0,0,0
190,35857,0,0,0,0,0,0
191,35867,0,0,0,0,0,0
192,35877,0,0,0,0,0,0
193,35887,0,0,0,0,0,0
194,35897,0,0,0,0,0,0
195,35907,0,0,0,0,0,0
196,35917,0,0,0,0,0,0
197,35927,0,0,0,0,0,0
198,35937,0,0,0,0,0,0
199,35947,0,0,0,0,0,0
200,35957,0,0,0,0,0,0
201,35967,0,0,0,0,0,0
202,35977,0,0,0,0,0,0
203,35987,0,0,0,0,0,0
204,35997,0,0,0,0,0,0
205,36007,0,0,0,0,0,0
206,36017,0,0,0,0,0,0
207,36027,0,0,0,0,0,0
208,36037,0,0,0,0,0,0
209,36047,0,0,0,0,0,0
210,36057,0,0,0,0,0,0
211,36067,0,0,0,0,0,0
212,36077,0,0,0,0,0,0
213,36087,0,0,0,0,0,0
214,36097,0,0,0,0,0,0
215,36107,0,0,0,0,0,0
216,36117,0,0,0,0,0,0
217,36127,0,0,0,0,0,0
218,36137,0,0,0,0,0,0
219,36147,0,0,0,0,0,0
220,36157,0,0,0,0,0,0
221,36167,0,0,0,0,0,0
222,36177,0,0,0,0,0,0
223,36187,0,0,0,0,0,0
224,36197,0,0,0,0,0,0
225,36207,0,0,0,0,0,0
226,36217,0,0,0,0,0,0
227,36227,0,0,0,0,0,0
228,36237,0,0,0,0,0,0
229,36247,0,0,0,0,0,0
230,36257,0,0,0,0,0,0
231,36267,0,0,0,0,0,0
232,36277,0,0,0,0,0,0
233,36287,0,0,0,0,0,0
234,36297,0,0,0,0,0,0
235,36307,0,0,0,0,0,0
236,36317,0,0,0,0,0,0
237,36327,0,0,0,0,0,0
238,36337,0,0,0,0,0,0
239,36347,0,0,0,0,0,0
240,36357,0,0,0,0,0,0
241,36367,0,0,0,0,0,0
242,36377,0,0,0,0,0,0
243,36387,0,0,0,0,0,0
244,36397,0,0,0,0,0,0
245,36407,0,0,0,0,0,0
246,36417,0,0,0,0,0,0
247,36427,0,0,0,0,0,0
248,36437,0,0,0,0,0,0
249,36447,0,0,0,0,0,0
250,36457,0,0,0,0,0,0
251,36467,0,0,0,0,0,0
252,36477,0,0,0,0,0,0
253,36487,0,0,0,0,0,0
254,36497,0,0,0,0,0,0
255,36507,0,0,0,0,0,0
256,36517,0,0,0,0,0,0
257,36527,0,0,0,0,0,0
258,36537,0,0,0,0,0,0
259,36547,0,0,0,0,0,0
260,36557,0,0,0,0,0,0
261,36567,0,0,0,0,0,0
262,36577,0,0,0,0,0,0
263,36587,0,0,0,0,0,0
264,36597,0,0,0,0,0,0
265,36607,0,0,0,0,0,0
266,36617,0,0,0,0,0,0
267,36627,0,0,0,0,0,0
268,36637,0,0,0,0,0,0
269,36647,0,0,0,0,0,0
270,36657,0,0,0,0,0,0
271,36667,0,0,0,0,0,0
272,36677,0,0,0,0,0,0
273,36687,0,0,0,0,0,0
274,36697,0,0,0,0,0,0
275,36707,0,0,0,0,0,0
