,ts,error
0,26894,12288
1,27024,4096
2,27274,12288
3,27294,4096
4,27554,12288
5,27574,4096
6,27754,12288
7,27764,4096
8,31004,12288
9,31034,4096
10,33864,12288
11,33954,4096
12,42454,12288
13,42484,4096
14,42774,12288
15,42794,4096
16,43084,12288
17,43134,4096
18,43544,12288
19,43724,4096
20,47434,12288
21,47484,4096
22,47824,12288
23,47844,4096
24,48404,12288
25,48514,4096
26,48604,12288
27,48624,4096
28,50444,12288
29,50564,4096
30,50704,12288
31,50814,4096
32,51364,12288
33,51424,4096
34,52364,12288
35,52374,4096
36,53674,12288
37,53714,4096
