,ts,event,out_idx
0,27255,EV_LIFTOFF,0
1,30916,EV_MAX_V,255
2,32257,EV_CUSTOM_1,255
3,36556,EV_APOGEE,0
4,37255,EV_CUSTOM_2,255
5,48896,EV_POST_APOGEE,0
