,ts,latitude,longitude,satellites
45,602700,39.38852310180664,-8.288081169128418,0
46,602900,39.38852310180664,-8.288081169128418,7
47,603100,39.38842010498047,-8.28797435760498,6
48,603700,39.38829803466797,-8.287821769714355,7
49,603900,39.38825988769531,-8.287784576416016,3
50,604100,39.38821792602539,-8.28773307800293,3
51,604300,39.38821792602539,-8.28773307800293,6
52,604500,39.38821792602539,-8.28773307800293,7
53,604600,39.38813018798828,-8.28764533996582,7
54,604900,39.38804244995117,-8.287571907043457,7
55,605100,39.38804244995117,-8.287571907043457,7
56,605300,39.38795852661133,-8.287476539611816,7
57,605600,39.38791275024414,-8.28744125366211,7
58,605900,39.387779235839844,-8.287517547607422,7
59,606100,39.38772201538086,-8.287519454956055,5
60,606500,39.38772201538086,-8.287519454956055,5
61,607100,39.3874397277832,-8.287602424621582,5
62,607300,39.38739776611328,-8.287591934204102,5
63,607600,39.387351989746094,-8.287601470947266,5
64,607700,39.387298583984375,-8.28763198852539,5
65,607900,39.38725280761719,-8.287654876708984,3
66,608100,39.38719940185547,-8.287665367126465,3
67,608300,39.38714599609375,-8.287680625915527,3
68,608500,39.38714599609375,-8.287680625915527,3
69,608600,39.3870964050293,-8.287704467773438,3
70,608900,39.386985778808594,-8.287811279296875,3
71,609100,39.38692855834961,-8.287840843200684,4
72,609300,39.38687515258789,-8.287869453430176,4
73,609700,39.38676834106445,-8.287939071655273,4
74,609900,39.38671112060547,-8.28798770904541,4
75,610100,39.386661529541016,-8.288017272949219,4
76,610300,39.38660430908203,-8.28804874420166,5
77,610500,39.38660430908203,-8.28804874420166,5
78,610600,39.38655090332031,-8.288080215454102,5
79,610900,39.386436462402344,-8.288152694702148,5
80,611100,39.386383056640625,-8.288183212280273,6
81,611300,39.386329650878906,-8.288213729858398,5
82,611500,39.386329650878906,-8.288213729858398,6
83,611700,39.386329650878906,-8.288213729858398,0
84,611900,39.386329650878906,-8.288213729858398,8
85,612100,39.386329650878906,-8.288213729858398,7
86,612700,39.386329650878906,-8.288213729858398,9
87,613500,39.386329650878906,-8.288213729858398,4
88,614100,39.385719299316406,-8.287880897521973,5
89,614500,39.385719299316406,-8.287880897521973,6
90,614900,39.385719299316406,-8.287880897521973,5
91,615100,39.38548278808594,-8.287801742553711,7
92,615600,39.38548278808594,-8.287801742553711,8
93,615900,39.385292053222656,-8.287725448608398,5
94,616400,39.385292053222656,-8.287725448608398,5
95,616700,39.38510513305664,-8.287639617919922,5
96,616900,39.38510513305664,-8.287639617919922,5
97,617300,39.38510513305664,-8.287639617919922,6
98,617700,39.384918212890625,-8.28754711151123,7
99,618400,39.384918212890625,-8.28754711151123,4
100,618700,39.3846435546875,-8.287395477294922,4
101,618900,39.3846435546875,-8.287395477294922,5
102,619300,39.3846435546875,-8.287395477294922,6
103,619700,39.3846435546875,-8.287395477294922,9
104,619900,39.38439178466797,-8.287229537963867,5
105,620300,39.38433837890625,-8.287198066711426,5
106,620400,39.38433837890625,-8.287198066711426,6
107,620600,39.38433074951172,-8.287199020385742,6
108,620900,39.38433837890625,-8.287182807922363,6
109,621100,39.384342193603516,-8.287158012390137,6
110,621300,39.384342193603516,-8.287158012390137,6
111,621600,39.384342193603516,-8.287158012390137,7
112,621900,39.38434600830078,-8.287068367004395,5
113,622300,39.38434600830078,-8.287068367004395,5
114,622400,39.38434600830078,-8.287068367004395,6
115,622900,39.38434600830078,-8.287068367004395,4
116,623100,39.384376525878906,-8.286930084228516,5
117,623300,39.38438415527344,-8.286906242370605,5
118,623700,39.38438415527344,-8.286906242370605,6
119,623900,39.38440704345703,-8.286833763122559,4
120,624100,39.38440704345703,-8.286833763122559,5
121,624400,39.38440704345703,-8.286833763122559,6
122,625600,39.38446807861328,-8.286676406860352,6
123,626900,39.38457107543945,-8.286527633666992,4
124,627100,39.38458251953125,-8.286505699157715,6
125,627300,39.38458251953125,-8.286505699157715,6
126,627600,39.384613037109375,-8.286470413208008,6
127,627900,39.3846549987793,-8.286437034606934,6
128,628400,39.3846549987793,-8.286437034606934,5
129,628900,39.3846549987793,-8.286437034606934,4
130,629100,39.384700775146484,-8.286271095275879,5
131,629300,39.384708404541016,-8.286242485046387,6
132,629700,39.38471984863281,-8.286184310913086,7
133,629900,39.38473892211914,-8.28615665435791,6
134,630000,39.38473892211914,-8.28615665435791,6
135,630100,39.38475036621094,-8.286127090454102,7
136,630300,39.384761810302734,-8.286094665527344,7
137,630400,39.384761810302734,-8.286094665527344,7
138,631500,39.384761810302734,-8.286094665527344,4
139,632600,39.38490295410156,-8.285841941833496,4
140,632700,39.38492202758789,-8.285812377929688,4
141,632900,39.38492965698242,-8.285773277282715,8
142,633100,39.38494110107422,-8.285746574401855,9
143,633300,39.38494110107422,-8.285746574401855,9
144,633700,39.384971618652344,-8.28565788269043,8
145,633900,39.38498306274414,-8.285634994506836,6
146,634100,39.3849983215332,-8.285612106323242,7
147,634300,39.385013580322266,-8.285589218139648,7
148,634400,39.385013580322266,-8.285589218139648,7
149,634700,39.385047912597656,-8.285541534423828,7
150,634900,39.38505935668945,-8.285517692565918,3
151,635100,39.38507080078125,-8.285493850708008,5
152,635300,39.38508605957031,-8.285470962524414,6
153,635700,39.38510513305664,-8.285429954528809,6
154,635900,39.38511276245117,-8.285412788391113,3
155,636100,39.38512420654297,-8.285394668579102,3
156,636300,39.385128021240234,-8.285374641418457,3
157,636400,39.385128021240234,-8.285374641418457,3
158,636500,39.38512420654297,-8.285346031188965,3
159,636600,39.38512420654297,-8.285346031188965,3
160,636700,39.38512420654297,-8.285346031188965,4
161,636900,39.38512420654297,-8.285346031188965,6
162,637100,39.385108947753906,-8.285260200500488,7
163,637300,39.38511276245117,-8.285236358642578,8
164,637500,39.38511276245117,-8.285236358642578,6
165,637600,39.38510513305664,-8.285204887390137,6
166,637700,39.38510513305664,-8.285204887390137,7
167,637900,39.38510513305664,-8.285204887390137,4
168,638400,39.38510513305664,-8.285204887390137,5
169,638900,39.385093688964844,-8.285027503967285,4
170,639100,39.38508605957031,-8.284998893737793,5
171,639900,39.38507080078125,-8.284895896911621,4
172,640100,39.385066986083984,-8.284870147705078,5
173,640300,39.38506317138672,-8.284844398498535,7
174,640400,39.38506317138672,-8.284844398498535,8
175,640600,39.38505935668945,-8.284820556640625,8
176,640700,39.38505935668945,-8.284795761108398,8
177,641100,39.38505554199219,-8.284754753112793,5
178,641300,39.38505554199219,-8.2847318649292,6
179,641600,39.38505172729492,-8.284708976745605,6
180,642400,39.38505172729492,-8.284708976745605,6
181,642700,39.38503646850586,-8.284584045410156,6
182,642900,39.38503646850586,-8.284584045410156,5
183,643300,39.38502502441406,-8.284517288208008,7
184,643700,39.38500213623047,-8.284479141235352,7
185,644400,39.38500213623047,-8.284479141235352,5
186,645700,39.38500213623047,-8.284479141235352,5
187,646300,39.3849983215332,-8.284202575683594,4
188,646400,39.3849983215332,-8.284202575683594,5
189,646700,39.3849983215332,-8.284183502197266,5
190,646900,39.385009765625,-8.284151077270508,4
191,647100,39.3850212097168,-8.28414249420166,5
192,647300,39.385040283203125,-8.284139633178711,6
193,647600,39.385040283203125,-8.284139633178711,6
194,648400,39.385040283203125,-8.284139633178711,4
195,648900,39.385074615478516,-8.284025192260742,4
196,649100,39.38507843017578,-8.284012794494629,5
197,649300,39.38508605957031,-8.284002304077148,5
198,650100,39.38509750366211,-8.283927917480469,5
199,650300,39.385093688964844,-8.283905029296875,6
200,650400,39.385093688964844,-8.283905029296875,6
201,650700,39.38509750366211,-8.283867835998535,6
202,651300,39.385093688964844,-8.28378963470459,5
203,651600,39.385093688964844,-8.28376293182373,5
204,652300,39.38508224487305,-8.28365707397461,6
205,652400,39.38508224487305,-8.28365707397461,6
206,652600,39.38507843017578,-8.2836332321167,6
207,652900,39.385066986083984,-8.283592224121094,6
208,653100,39.385066986083984,-8.283570289611816,6
209,653400,39.385066986083984,-8.283549308776855,6
210,653700,39.38506317138672,-8.283510208129883,9
211,653900,39.38506317138672,-8.283510208129883,7
212,654000,39.38505935668945,-8.283489227294922,7
213,654100,39.38505935668945,-8.283463478088379,7
214,654700,39.38505172729492,-8.283409118652344,7
215,654900,39.38505172729492,-8.283409118652344,8
216,655100,39.38395690917969,-8.281679153442383,9
217,655300,39.38395690917969,-8.281679153442383,9
218,655400,39.38395309448242,-8.281648635864258,9
219,655700,39.383949279785156,-8.281584739685059,9
220,655900,39.383949279785156,-8.281554222106934,9
221,656100,39.383949279785156,-8.281554222106934,10
222,656200,39.38394546508789,-8.281523704528809,10
223,656300,39.383941650390625,-8.281492233276367,11
224,656700,39.38393783569336,-8.281460762023926,11
225,656800,39.38393020629883,-8.2814302444458,11
226,656900,39.38393020629883,-8.2814302444458,12
227,657000,39.38392639160156,-8.281405448913574,12
228,657100,39.3839225769043,-8.281379699707031,12
229,657400,39.38391876220703,-8.281354904174805,12
230,657700,39.383914947509766,-8.281331062316895,12
231,657800,39.3839111328125,-8.281310081481934,12
232,657900,39.3839111328125,-8.281310081481934,12
233,658000,39.3839111328125,-8.281289100646973,12
234,658100,39.3839111328125,-8.281289100646973,12
235,658200,39.383914947509766,-8.281271934509277,12
236,658400,39.383914947509766,-8.281254768371582,12
237,658700,39.3839111328125,-8.281238555908203,12
238,658800,39.3839111328125,-8.281221389770508,12
239,658900,39.3839111328125,-8.281221389770508,12
240,659000,39.3839111328125,-8.281205177307129,12
241,659100,39.383914947509766,-8.28118896484375,12
242,659400,39.383914947509766,-8.281171798706055,12
243,659700,39.383914947509766,-8.281150817871094,12
244,659800,39.383914947509766,-8.2811279296875,12
245,659900,39.383914947509766,-8.2811279296875,12
246,660000,39.383914947509766,-8.28110408782959,12
247,660100,39.38391876220703,-8.281078338623047,12
248,660400,39.38391876220703,-8.281049728393555,12
249,660700,39.38391876220703,-8.281020164489746,12
250,660800,39.38391876220703,-8.280988693237305,12
251,660900,39.38391876220703,-8.280988693237305,12
252,661000,39.38391876220703,-8.280954360961914,12
253,661100,39.38391876220703,-8.280954360961914,12
254,661200,39.3839225769043,-8.28091812133789,12
255,661400,39.3839225769043,-8.280882835388184,12
256,661700,39.38392639160156,-8.28084945678711,12
257,661800,39.38392639160156,-8.280815124511719,12
258,661900,39.38392639160156,-8.280815124511719,12
259,662000,39.38392639160156,-8.280782699584961,12
260,662100,39.38392639160156,-8.280782699584961,12
261,662200,39.38392639160156,-8.28074836730957,12
262,662400,39.38392639160156,-8.280715942382812,12
263,662700,39.3839225769043,-8.280684471130371,12
264,662800,39.3839225769043,-8.280656814575195,12
265,662900,39.3839225769043,-8.280656814575195,12
266,663000,39.3839225769043,-8.280630111694336,12
267,663100,39.3839225769043,-8.280630111694336,12
268,663200,39.38391876220703,-8.280604362487793,12
269,663300,39.38391876220703,-8.280604362487793,12
270,663400,39.383914947509766,-8.28057861328125,12
271,663700,39.383914947509766,-8.280552864074707,12
272,663800,39.3839111328125,-8.28052806854248,12
273,663900,39.3839111328125,-8.28052806854248,12
274,664000,39.383907318115234,-8.280501365661621,12
275,664100,39.383907318115234,-8.280501365661621,12
276,664200,39.383907318115234,-8.280475616455078,12
277,664400,39.38390350341797,-8.280447959899902,12
278,664700,39.38390350341797,-8.280420303344727,12
279,664800,39.3838996887207,-8.28039264678955,12
280,664900,39.3838996887207,-8.28039264678955,12
281,665000,39.3838996887207,-8.280364036560059,12
282,665100,39.3838996887207,-8.280364036560059,12
283,665200,39.38389587402344,-8.280335426330566,12
284,665300,39.38389587402344,-8.280335426330566,12
285,665400,39.38389587402344,-8.280305862426758,12
286,665700,39.38389205932617,-8.280275344848633,12
287,665800,39.38389205932617,-8.28024673461914,12
288,665900,39.38389205932617,-8.28024673461914,12
289,666000,39.383888244628906,-8.280217170715332,12
290,666100,39.383888244628906,-8.280217170715332,12
291,666200,39.383888244628906,-8.280187606811523,12
292,666400,39.38388442993164,-8.280158042907715,12
293,666700,39.383880615234375,-8.280128479003906,12
294,666800,39.383880615234375,-8.280101776123047,12
295,666900,39.383880615234375,-8.280101776123047,12
296,667000,39.38387680053711,-8.280075073242188,12
297,667100,39.38387680053711,-8.280075073242188,12
298,667200,39.383872985839844,-8.280050277709961,12
299,667300,39.383872985839844,-8.280050277709961,12
300,667400,39.383872985839844,-8.280025482177734,12
301,667700,39.38386917114258,-8.280001640319824,12
302,667800,39.38386917114258,-8.279977798461914,12
303,667900,39.38386917114258,-8.279977798461914,12
304,668000,39.38386535644531,-8.27995491027832,12
305,668100,39.38386535644531,-8.27995491027832,12
306,668200,39.38386154174805,-8.27993392944336,12
307,668300,39.38386154174805,-8.27993392944336,12
308,668400,39.38385772705078,-8.279912948608398,12
309,668700,39.38385772705078,-8.279891967773438,12
310,668800,39.383853912353516,-8.279869079589844,12
311,668900,39.383853912353516,-8.279869079589844,12
312,669000,39.38385009765625,-8.27984619140625,12
313,669100,39.38385009765625,-8.27984619140625,12
314,669200,39.38385009765625,-8.27982234954834,12
315,669300,39.38385009765625,-8.27982234954834,12
316,669400,39.383846282958984,-8.279796600341797,12
317,669700,39.38384246826172,-8.279769897460938,12
318,669800,39.38384246826172,-8.279744148254395,12
319,669900,39.38384246826172,-8.279744148254395,12
320,670000,39.38383865356445,-8.279718399047852,12
321,670100,39.38383865356445,-8.279718399047852,12
322,670200,39.38383483886719,-8.279693603515625,12
323,670400,39.38383102416992,-8.279669761657715,12
324,670700,39.383827209472656,-8.279645919799805,12
325,670800,39.383827209472656,-8.279623985290527,12
326,670900,39.383827209472656,-8.279623985290527,12
327,671000,39.383827209472656,-8.2796049118042,12
328,671100,39.383827209472656,-8.2796049118042,12
329,671200,39.38383102416992,-8.279585838317871,12
330,671300,39.38383102416992,-8.279585838317871,12
331,671400,39.38383102416992,-8.279569625854492,12
332,671700,39.38383865356445,-8.27955436706543,12
333,671800,39.38384246826172,-8.279540061950684,12
334,671900,39.38384246826172,-8.279540061950684,12
335,672000,39.38385009765625,-8.279526710510254,12
336,672100,39.38385009765625,-8.279526710510254,12
337,672200,39.38385772705078,-8.279513359069824,12
338,672400,39.38386917114258,-8.279500007629395,12
339,672700,39.383880615234375,-8.279487609863281,12
340,672800,39.38389587402344,-8.279475212097168,12
341,672900,39.38389587402344,-8.279475212097168,12
342,673000,39.383907318115234,-8.279461860656738,12
343,673100,39.383907318115234,-8.279461860656738,12
344,673200,39.3839225769043,-8.279446601867676,12
345,673300,39.38393783569336,-8.27942943572998,12
346,673700,39.38395309448242,-8.279415130615234,12
347,673800,39.383968353271484,-8.279400825500488,12
348,673900,39.383968353271484,-8.279400825500488,12
349,674000,39.38397979736328,-8.279387474060059,12
350,674100,39.38397979736328,-8.279387474060059,12
351,674200,39.383995056152344,-8.279373168945312,12
352,674400,39.38400650024414,-8.279359817504883,12
353,674700,39.38401794433594,-8.279346466064453,12
354,674800,39.384029388427734,-8.279335975646973,12
355,674900,39.384029388427734,-8.279335975646973,12
356,675000,39.384037017822266,-8.279324531555176,12
357,675100,39.384037017822266,-8.279324531555176,12
358,675200,39.38404846191406,-8.279314994812012,12
359,675300,39.38404846191406,-8.279314994812012,12
360,675400,39.38405227661133,-8.279305458068848,12
361,675700,39.384056091308594,-8.279294967651367,12
362,675800,39.384063720703125,-8.279285430908203,12
363,675900,39.384063720703125,-8.279285430908203,12
364,676000,39.38406753540039,-8.279276847839355,12
365,676100,39.38406753540039,-8.279276847839355,12
366,676200,39.384071350097656,-8.279266357421875,12
367,676400,39.38407516479492,-8.279256820678711,12
368,676700,39.38407516479492,-8.27924633026123,12
369,676800,39.38407897949219,-8.279236793518066,12
370,676900,39.38407897949219,-8.279236793518066,12
371,677000,39.38407897949219,-8.279226303100586,12
372,677100,39.38407897949219,-8.279226303100586,12
373,677200,39.38407897949219,-8.279215812683105,12
374,677300,39.38407897949219,-8.279215812683105,12
375,677400,39.38407897949219,-8.279203414916992,12
376,677700,39.38408279418945,-8.279191017150879,12
377,677800,39.38408279418945,-8.279178619384766,12
378,677900,39.38408279418945,-8.279178619384766,12
379,678000,39.38407897949219,-8.279163360595703,12
380,678100,39.38407897949219,-8.279163360595703,12
381,678200,39.38407897949219,-8.279147148132324,12
382,678400,39.38407897949219,-8.279129981994629,12
383,678700,39.38407897949219,-8.2791109085083,12
384,678800,39.38407516479492,-8.279092788696289,12
385,678900,39.38407516479492,-8.279092788696289,12
386,679000,39.38407516479492,-8.279073715209961,12
387,679200,39.384071350097656,-8.279051780700684,12
388,679300,39.384071350097656,-8.279051780700684,12
389,679400,39.38406753540039,-8.279030799865723,12
390,679700,39.38406753540039,-8.279010772705078,12
391,679800,39.384063720703125,-8.27899169921875,12
392,680000,39.38405990600586,-8.278971672058105,12
393,680100,39.38405990600586,-8.278971672058105,12
394,680200,39.38405990600586,-8.278951644897461,12
395,680400,39.384056091308594,-8.2789306640625,12
396,680700,39.38405227661133,-8.278910636901855,12
397,680800,39.38404846191406,-8.27889347076416,12
398,680900,39.38404846191406,-8.27889347076416,12
399,681000,39.38404846191406,-8.278876304626465,12
400,681100,39.38404846191406,-8.278860092163086,12
401,681300,39.38404846191406,-8.278860092163086,12
402,681400,39.3840446472168,-8.27884578704834,12
403,681700,39.3840446472168,-8.278830528259277,12
404,681800,39.38404846191406,-8.278817176818848,12
405,681900,39.38404846191406,-8.278817176818848,12
406,682000,39.38404846191406,-8.278804779052734,12
407,682100,39.38404846191406,-8.278792381286621,12
408,682400,39.38405227661133,-8.278780937194824,12
409,682700,39.384056091308594,-8.278770446777344,12
410,682800,39.384056091308594,-8.278759956359863,12
411,682900,39.384056091308594,-8.278759956359863,12
412,683000,39.38405990600586,-8.278749465942383,12
413,683100,39.384063720703125,-8.278739929199219,12
414,683300,39.384063720703125,-8.278739929199219,12
415,683400,39.38406753540039,-8.278728485107422,12
416,683700,39.384071350097656,-8.278717994689941,12
417,683800,39.384071350097656,-8.278706550598145,12
418,683900,39.384071350097656,-8.278706550598145,12
419,684000,39.38407516479492,-8.27869701385498,12
420,684100,39.38407516479492,-8.27869701385498,12
421,684200,39.38407897949219,-8.278687477111816,12
422,684400,39.38408279418945,-8.278677940368652,12
423,684700,39.38408660888672,-8.278667449951172,12
424,684800,39.38408660888672,-8.278657913208008,12
425,684900,39.38408660888672,-8.278657913208008,12
426,685000,39.384090423583984,-8.278648376464844,12
427,685100,39.384090423583984,-8.278648376464844,12
428,685200,39.38409423828125,-8.278640747070312,12
429,685300,39.38409423828125,-8.278640747070312,12
430,685400,39.384098052978516,-8.278632164001465,12
431,685700,39.38410186767578,-8.278624534606934,12
432,685800,39.38410568237305,-8.278615951538086,12
433,685900,39.38410568237305,-8.278615951538086,12
434,686000,39.38410949707031,-8.278608322143555,12
435,686100,39.38410949707031,-8.278608322143555,12
436,686200,39.384117126464844,-8.278600692749023,12
437,686400,39.384124755859375,-8.278594017028809,12
438,686700,39.38412857055664,-8.278585433959961,12
439,686800,39.38413619995117,-8.278578758239746,12
440,686900,39.38413619995117,-8.278578758239746,12
441,687000,39.3841438293457,-8.278571128845215,12
442,687100,39.3841438293457,-8.278571128845215,12
443,687200,39.38414764404297,-8.278564453125,12
444,687300,39.38414764404297,-8.278564453125,12
445,687400,39.3841552734375,-8.278557777404785,12
446,687700,39.3841667175293,-8.27855110168457,12
447,687800,39.38417434692383,-8.278544425964355,12
448,687900,39.38417434692383,-8.278544425964355,12
449,688000,39.384185791015625,-8.27853775024414,12
450,688100,39.384185791015625,-8.27853775024414,12
451,688200,39.38419723510742,-8.278531074523926,12
452,688400,39.38420867919922,-8.278523445129395,12
453,688700,39.384220123291016,-8.278515815734863,12
454,688800,39.38423156738281,-8.278508186340332,12
455,688900,39.38423156738281,-8.278508186340332,12
456,689000,39.384246826171875,-8.278499603271484,12
457,689100,39.384246826171875,-8.278499603271484,12
458,689200,39.38426208496094,-8.27849006652832,12
459,689300,39.38426208496094,-8.27849006652832,12
460,689400,39.38427734375,-8.278478622436523,12
461,689700,39.38429641723633,-8.27846622467041,12
462,689800,39.384315490722656,-8.278451919555664,12
463,689900,39.384315490722656,-8.278451919555664,12
464,690000,39.38433074951172,-8.278435707092285,12
465,690100,39.38433074951172,-8.278435707092285,12
466,690200,39.38434982299805,-8.278417587280273,12
467,690400,39.384368896484375,-8.278397560119629,12
468,690700,39.3843879699707,-8.278375625610352,12
469,690800,39.38440704345703,-8.278351783752441,12
470,690900,39.38440704345703,-8.278351783752441,12
471,691000,39.38442611694336,-8.278326988220215,12
472,691100,39.38442611694336,-8.278326988220215,12
473,691200,39.38444519042969,-8.278303146362305,12
474,691300,39.38444519042969,-8.278303146362305,12
475,691400,39.384464263916016,-8.278277397155762,12
476,691700,39.384483337402344,-8.278249740600586,12
477,691800,39.38450241088867,-8.278221130371094,12
478,691900,39.38450241088867,-8.278221130371094,12
479,692000,39.384521484375,-8.278192520141602,12
480,692100,39.384521484375,-8.278192520141602,12
481,692200,39.384544372558594,-8.278164863586426,12
482,692400,39.38456344604492,-8.27813720703125,12
483,692700,39.384586334228516,-8.278109550476074,12
484,692800,39.384605407714844,-8.278080940246582,12
485,692900,39.384605407714844,-8.278080940246582,12
486,693000,39.38462829589844,-8.27805233001709,12
487,693100,39.38462829589844,-8.27805233001709,12
488,693200,39.384647369384766,-8.278024673461914,12
489,693300,39.384647369384766,-8.278024673461914,12
490,693400,39.38467025756836,-8.277996063232422,12
491,693700,39.38469314575195,-8.277969360351562,12
492,693800,39.38471221923828,-8.277945518493652,12
493,693900,39.384735107421875,-8.277921676635742,12
494,694100,39.384735107421875,-8.277921676635742,12
495,694200,39.3847541809082,-8.277898788452148,12
496,694400,39.3847770690918,-8.277874946594238,12
497,694700,39.38479995727539,-8.277853012084961,12
498,694800,39.384822845458984,-8.27783203125,12
499,694900,39.384822845458984,-8.27783203125,12
500,695000,39.38484573364258,-8.277812957763672,12
501,695100,39.38484573364258,-8.277812957763672,12
502,695200,39.384864807128906,-8.277792930603027,12
503,695300,39.384864807128906,-8.277792930603027,12
504,695400,39.3848876953125,-8.277771949768066,12
505,695700,39.384910583496094,-8.277751922607422,12
506,695800,39.38493347167969,-8.277729034423828,12
507,695900,39.38493347167969,-8.277729034423828,12
508,696000,39.384952545166016,-8.27770709991455,12
509,696100,39.384952545166016,-8.27770709991455,12
510,696200,39.38497543334961,-8.277684211730957,12
511,696400,39.38499450683594,-8.277658462524414,12
512,696800,39.385032653808594,-8.277603149414062,12
513,696900,39.385032653808594,-8.277603149414062,12
514,697000,39.38505172729492,-8.277573585510254,12
515,697100,39.38505172729492,-8.277573585510254,12
516,697200,39.38507080078125,-8.277543067932129,12
517,697300,39.38508605957031,-8.277511596679688,12
518,697700,39.385101318359375,-8.277478218078613,12
519,697800,39.38511276245117,-8.277443885803223,12
520,697900,39.38511276245117,-8.277443885803223,12
521,698000,39.38512420654297,-8.277409553527832,12
522,698100,39.38512420654297,-8.277409553527832,12
523,698200,39.385135650634766,-8.277374267578125,12
524,698400,39.38514709472656,-8.277339935302734,12
525,698700,39.385154724121094,-8.277307510375977,12
526,698800,39.38516616821289,-8.277273178100586,12
527,698900,39.38516616821289,-8.277273178100586,12
528,699000,39.385169982910156,-8.277239799499512,12
529,699100,39.385169982910156,-8.277239799499512,12
530,699200,39.38517761230469,-8.277205467224121,12
531,699300,39.38517761230469,-8.277205467224121,12
532,699400,39.38518142700195,-8.277172088623047,12
533,699700,39.38518524169922,-8.277138710021973,12
534,699800,39.385189056396484,-8.277107238769531,12
535,699900,39.385189056396484,-8.277107238769531,12
536,700000,39.38519287109375,-8.277074813842773,12
537,700100,39.38519287109375,-8.277074813842773,12
538,700200,39.385196685791016,-8.2770414352417,12
539,700400,39.38520050048828,-8.277009010314941,12
540,700700,39.38520431518555,-8.276947975158691,12
541,700900,39.38520431518555,-8.276947975158691,12
542,701000,39.38520812988281,-8.276918411254883,12
543,701100,39.38520812988281,-8.276918411254883,12
544,701200,39.38520812988281,-8.276890754699707,12
545,701300,39.38520812988281,-8.276890754699707,12
546,701400,39.38520812988281,-8.27686595916748,12
547,701700,39.38521194458008,-8.276841163635254,12
548,701800,39.38521194458008,-8.276817321777344,12
549,701900,39.38521194458008,-8.276817321777344,12
550,702000,39.38521194458008,-8.2767972946167,12
551,702100,39.38521194458008,-8.2767972946167,12
552,702200,39.385215759277344,-8.276779174804688,12
553,702400,39.385215759277344,-8.276762008666992,12
554,702700,39.38521957397461,-8.276745796203613,12
555,702800,39.385223388671875,-8.276729583740234,12
556,702900,39.385223388671875,-8.276729583740234,12
557,703000,39.38522720336914,-8.276715278625488,12
558,703100,39.38522720336914,-8.276715278625488,12
559,703200,39.385231018066406,-8.276701927185059,12
560,703300,39.385231018066406,-8.276701927185059,12
561,703400,39.38523483276367,-8.276689529418945,12
562,703700,39.385250091552734,-8.276666641235352,12
563,703900,39.385250091552734,-8.276666641235352,12
564,704000,39.38526153564453,-8.276655197143555,12
565,704100,39.38526153564453,-8.276655197143555,12
566,704200,39.38527297973633,-8.276642799377441,12
567,704400,39.385284423828125,-8.276631355285645,12
568,704700,39.38529968261719,-8.276618957519531,12
569,704800,39.38531494140625,-8.276604652404785,12
570,704900,39.38531494140625,-8.276604652404785,12
571,705000,39.38533020019531,-8.276589393615723,12
572,705100,39.38533020019531,-8.276589393615723,12
573,705200,39.38534927368164,-8.27657413482666,12
574,705300,39.38534927368164,-8.27657413482666,12
575,705400,39.38536834716797,-8.276556968688965,12
576,705800,39.38541030883789,-8.276516914367676,12
577,705900,39.38541030883789,-8.276516914367676,12
578,706000,39.38542938232422,-8.276493072509766,12
579,706100,39.38542938232422,-8.276493072509766,12
580,706200,39.38544845581055,-8.276469230651855,12
581,706400,39.385467529296875,-8.276443481445312,12
