,ts,Ax,Ay,Az
0,-0.371,1.5625,0.0,0.0
1,-0.361,1.5625,-0.78125,0.0
2,-0.351,1.5625,0.0,0.0
3,-0.341,2.34375,0.0,0.0
4,-0.331,1.5625,0.0,0.0
5,-0.321,2.34375,0.0,0.0
6,-0.311,2.34375,0.0,0.0
7,-0.301,2.34375,-0.78125,0.0
8,-0.291,2.34375,-0.78125,0.0
9,-0.281,2.34375,0.0,0.0
10,-0.271,2.34375,-0.78125,0.0
11,-0.261,2.34375,0.0,0.0
12,-0.251,3.125,-0.78125,0.0
13,-0.241,3.125,0.0,0.0
14,-0.231,3.125,0.0,0.0
15,-0.221,3.125,0.0,0.0
16,-0.211,3.125,-0.78125,0.0
17,-0.201,3.125,0.0,0.0
18,-0.191,3.125,-0.78125,0.0
19,-0.181,3.125,0.0,0.0
20,-0.171,3.125,0.0,0.0
21,-0.161,3.125,0.0,0.0
22,-0.151,3.90625,-0.78125,0.0
23,-0.141,3.90625,0.0,0.0
24,-0.131,3.90625,0.0,0.0
25,-0.121,3.90625,0.0,0.0
26,-0.111,3.90625,0.0,0.0
27,-0.101,3.90625,0.0,0.0
28,-0.091,3.90625,-0.78125,0.0
29,-0.081,3.90625,0.0,0.0
30,-0.071,3.90625,0.0,0.0
31,-0.061,4.6875,0.0,0.0
32,-0.051,3.90625,0.0,0.0
33,-0.041,4.6875,0.0,0.0
34,-0.031,4.6875,-0.78125,0.0
35,-0.021,4.6875,0.0,0.0
36,-0.011,4.6875,0.0,0.0
37,-0.001,4.6875,0.0,0.0
38,0.009,4.6875,0.0,0.0
39,0.019,4.6875,0.0,0.0
40,0.029,5.46875,-0.78125,0.0
41,0.039,5.46875,-0.78125,0.0
42,0.049,5.46875,0.0,0.0
43,0.059,5.46875,0.0,0.0
44,0.069,5.46875,0.78125,0.0
45,0.079,5.46875,-0.78125,0.0
46,0.089,5.46875,-0.78125,0.0
47,0.099,5.46875,-0.78125,0.0
48,0.109,5.46875,0.0,0.0
49,0.119,5.46875,0.78125,0.0
50,0.129,5.46875,-0.78125,0.0
51,0.139,5.46875,-0.78125,0.0
52,0.149,5.46875,0.0,0.0
53,0.159,6.25,0.0,0.0
54,0.169,6.25,-0.78125,0.0
55,0.239,5.46875,0.0,0.0
56,0.249,7.03125,-0.78125,0.0
57,0.259,6.25,0.0,0.0
58,0.269,7.03125,0.0,0.0
59,0.279,6.25,0.0,0.0
60,0.289,7.03125,-1.5625,0.0
61,0.299,5.46875,0.78125,0.0
62,0.309,7.03125,-0.78125,0.0
63,0.319,6.25,1.5625,0.0
64,0.329,7.8125,-2.34375,0.0
65,0.339,6.25,0.78125,0.0
66,0.349,7.8125,-0.78125,0.0
67,0.359,6.25,0.78125,0.0
68,0.369,7.03125,-0.78125,0.0
69,0.379,7.03125,0.78125,0.0
70,0.389,7.03125,0.78125,0.0
71,0.399,7.03125,-0.78125,0.0
72,0.409,7.03125,0.78125,0.0
73,0.419,7.03125,-0.78125,0.0
74,0.429,7.8125,-0.78125,0.0
75,0.439,7.03125,0.78125,0.0
76,0.449,7.8125,-0.78125,0.0
77,0.459,6.25,0.78125,0.0
78,0.469,8.59375,-0.78125,0.0
79,0.479,6.25,0.0,0.0
80,0.489,8.59375,-0.78125,0.0
81,0.499,6.25,0.0,0.0
82,0.509,8.59375,0.0,0.0
83,0.519,7.03125,0.0,0.0
84,0.529,7.03125,0.0,0.0
85,0.539,7.8125,-0.78125,0.0
86,0.549,6.25,0.0,0.0
87,0.559,8.59375,-0.78125,0.0
88,0.569,6.25,0.0,0.0
89,0.579,8.59375,-0.78125,0.0
90,0.589,7.03125,0.78125,0.0
91,0.599,8.59375,-0.78125,0.0
92,0.609,7.03125,0.78125,0.0
93,0.619,7.8125,-0.78125,0.0
94,0.629,7.8125,0.0,0.0
95,0.639,7.03125,-0.78125,0.0
96,0.649,8.59375,0.0,0.0
97,0.659,7.03125,0.0,0.0
98,0.669,8.59375,0.0,0.0
99,0.679,6.25,0.0,0.0
100,0.689,8.59375,-0.78125,0.0
101,0.699,7.03125,0.78125,0.0
102,0.709,8.59375,-0.78125,0.0
103,0.719,7.03125,0.0,0.0
104,0.729,7.8125,-0.78125,0.0
105,0.739,7.8125,0.78125,0.0
106,0.749,7.03125,0.0,0.0
107,0.759,8.59375,0.0,0.0
108,0.769,7.03125,0.0,0.0
109,0.779,9.375,-0.78125,0.0
110,0.789,6.25,0.0,0.0
111,0.799,8.59375,-0.78125,0.0
112,0.809,7.03125,0.0,0.0
113,0.819,7.8125,0.0,0.0
114,0.829,7.8125,0.0,0.0
115,0.839,7.8125,0.0,0.0
116,0.849,8.59375,0.0,0.0
117,0.859,7.03125,0.0,0.0
118,0.869,9.375,-0.78125,0.0
119,0.879,7.03125,0.0,0.0
120,0.889,8.59375,0.0,0.0
121,0.899,7.8125,-0.78125,0.0
122,0.909,7.8125,0.78125,0.0
123,0.919,7.8125,-0.78125,0.0
124,0.929,8.59375,0.0,0.0
125,0.939,7.03125,-0.78125,0.0
126,0.949,9.375,-0.78125,0.0
127,0.959,7.03125,0.0,0.0
128,0.969,9.375,-0.78125,0.0
129,0.979,7.03125,0.0,0.0
130,0.989,8.59375,0.0,0.0
131,0.999,7.8125,0.0,0.0
132,1.009,7.8125,-0.78125,0.0
133,1.019,8.59375,-0.78125,0.0
134,1.029,7.03125,0.0,0.0
135,1.039,9.375,0.0,0.0
136,1.049,7.03125,0.0,0.0
137,1.059,9.375,0.0,0.0
138,1.069,7.03125,0.0,0.0
139,1.079,7.8125,-0.78125,0.0
140,1.089,7.8125,-0.78125,0.0
141,1.099,7.8125,0.0,0.0
142,1.109,8.59375,0.0,0.0
143,1.119,7.03125,0.0,0.0
144,1.129,9.375,0.0,0.0
145,1.139,6.25,0.78125,0.0
146,1.149,8.59375,-0.78125,0.0
147,1.159,7.03125,0.0,0.0
148,1.169,8.59375,-0.78125,0.0
149,1.179,8.59375,0.0,0.0
150,1.189,7.8125,0.0,0.0
151,1.199,9.375,0.0,0.0
152,1.209,7.03125,0.0,0.0
153,1.219,9.375,-0.78125,0.0
154,1.229,7.03125,0.0,0.0
155,1.239,8.59375,-0.78125,0.0
156,1.249,7.8125,0.0,0.0
157,1.259,7.8125,-0.78125,0.0
158,1.269,8.59375,0.0,0.0
159,1.279,7.03125,0.0,0.0
160,1.289,9.375,0.0,0.0
161,1.299,6.25,0.0,0.0
162,1.309,9.375,-0.78125,0.0
163,1.319,7.03125,0.0,0.0
164,1.329,8.59375,0.0,0.0
165,1.339,7.8125,0.0,0.0
166,1.349,7.8125,0.0,0.0
167,1.359,9.375,0.0,0.0
168,1.369,7.03125,0.0,0.0
169,1.379,9.375,-0.78125,0.0
170,1.389,7.8125,-0.78125,0.0
171,1.399,7.8125,0.0,0.0
172,1.409,8.59375,0.0,0.0
173,1.419,8.59375,0.0,0.0
174,1.429,7.8125,-0.78125,0.0
175,1.439,9.375,0.0,0.0
176,1.449,7.03125,0.0,0.0
177,1.459,9.375,-0.78125,0.0
178,1.469,7.03125,0.0,0.0
179,1.479,7.8125,-0.78125,0.0
180,1.489,8.59375,-0.78125,0.0
181,1.499,7.03125,0.0,0.0
182,1.509,9.375,0.0,0.0
183,1.519,7.03125,0.0,0.0
184,1.529,9.375,-0.78125,0.0
185,1.539,7.03125,0.0,0.0
186,1.549,8.59375,-0.78125,0.0
187,1.559,8.59375,0.0,0.0
188,1.569,7.03125,0.0,0.0
189,1.579,9.375,-0.78125,0.0
190,1.589,7.03125,0.0,0.0
191,1.599,8.59375,0.0,0.0
192,1.609,7.8125,0.0,0.0
193,1.619,7.8125,-0.78125,0.0
194,1.629,8.59375,0.0,0.0
195,1.639,7.03125,0.0,0.0
196,1.649,9.375,-0.78125,0.0
197,1.659,7.03125,0.0,0.0
198,1.669,8.59375,-0.78125,0.0
199,1.679,7.8125,0.0,0.0
200,1.689,7.8125,-0.78125,0.0
201,1.699,9.375,0.0,0.0
202,1.709,6.25,0.0,0.0
203,1.719,8.59375,0.0,0.0
204,1.729,7.03125,0.0,0.0
205,1.739,7.8125,-0.78125,0.0
206,1.749,8.59375,0.0,0.0
207,1.759,7.03125,0.0,0.0
208,1.769,9.375,0.0,0.0
209,1.779,7.03125,0.0,0.0
210,1.789,8.59375,0.0,0.0
211,1.799,7.8125,0.0,0.0
212,1.809,7.8125,0.0,0.0
213,1.819,8.59375,-0.78125,0.0
214,1.829,7.03125,0.0,0.0
215,1.839,9.375,0.0,0.0
216,1.849,7.03125,0.0,0.0
217,1.859,8.59375,0.0,0.0
218,1.869,7.8125,0.0,0.0
219,1.879,7.03125,-0.78125,0.0
220,1.889,9.375,-0.78125,0.0
221,1.899,6.25,-0.78125,0.0
222,1.909,8.59375,0.0,0.0
223,1.919,8.59375,0.0,0.0
224,1.929,7.03125,0.0,0.0
225,1.939,7.8125,0.0,0.0
226,1.949,8.59375,0.0,0.0
227,1.959,7.03125,0.0,0.0
228,1.969,9.375,-0.78125,0.0
229,1.979,7.03125,0.0,0.0
230,1.989,8.59375,-0.78125,0.0
231,1.999,7.8125,0.0,0.0
232,2.009,7.8125,0.0,0.0
233,2.019,8.59375,0.0,0.0
234,2.029,7.03125,0.0,0.0
235,2.039,8.59375,0.0,0.0
236,2.049,7.03125,0.0,0.0
237,2.059,8.59375,-0.78125,0.0
238,2.069,7.8125,0.0,0.0
239,2.079,7.03125,0.0,0.0
240,2.089,9.375,0.0,0.0
241,2.099,6.25,0.0,0.0
242,2.109,8.59375,-0.78125,0.0
243,2.119,7.8125,0.0,0.0
244,2.129,7.8125,-0.78125,0.0
245,2.139,8.59375,0.0,0.0
246,2.149,7.03125,0.0,0.0
247,2.159,8.59375,-0.78125,0.0
248,2.169,7.03125,0.0,0.0
249,2.179,7.8125,-0.78125,0.0
250,2.189,8.59375,-0.78125,0.0
251,2.199,7.03125,0.0,0.0
252,2.209,8.59375,0.0,0.0
253,2.219,7.03125,0.0,0.0
254,2.229,7.8125,-0.78125,0.0
255,2.239,8.59375,0.0,0.0
256,2.249,7.03125,0.0,0.0
257,2.259,9.375,-0.78125,0.0
258,2.269,7.03125,0.0,0.0
259,2.279,7.8125,0.0,0.0
260,2.289,7.8125,0.0,0.0
261,2.299,7.03125,0.0,0.0
262,2.309,8.59375,0.0,0.0
263,2.319,7.03125,0.0,0.0
264,2.329,7.8125,-0.78125,0.0
265,2.339,7.8125,-0.78125,0.0
266,2.349,7.03125,0.0,0.0
267,2.359,8.59375,-0.78125,0.0
268,2.369,7.03125,0.0,0.0
269,2.379,7.8125,0.0,0.0
270,2.389,7.8125,0.0,0.0
271,2.399,7.03125,0.0,0.0
272,2.409,8.59375,-0.78125,0.0
273,2.419,8.59375,-0.78125,0.0
274,2.429,7.03125,-0.78125,0.0
275,2.439,7.8125,-0.78125,0.0
276,2.449,7.8125,0.0,0.0
277,2.459,7.03125,0.0,0.0
278,2.469,8.59375,-0.78125,0.0
279,2.479,7.03125,0.0,0.0
280,2.489,7.8125,-0.78125,0.0
281,2.499,8.59375,-0.78125,0.0
282,2.509,7.03125,0.0,0.0
283,2.519,8.59375,-0.78125,0.0
284,2.529,7.8125,0.0,0.0
285,2.539,7.03125,0.0,0.0
286,2.549,8.59375,-0.78125,0.0
287,2.559,7.03125,0.0,0.0
288,2.569,7.8125,0.0,0.0
289,2.579,7.8125,0.0,0.0
290,2.589,7.03125,0.0,0.0
291,2.599,8.59375,-0.78125,0.0
292,2.609,7.03125,0.0,0.0
293,2.619,7.03125,-0.78125,0.0
294,2.629,8.59375,0.0,0.0
295,2.639,7.03125,0.0,0.0
296,2.649,7.8125,-0.78125,0.0
297,2.659,7.8125,0.0,0.0
298,2.669,7.03125,-0.78125,0.0
299,2.679,8.59375,-0.78125,0.0
300,2.689,7.03125,0.0,0.0
301,2.699,7.8125,0.0,0.0
302,2.709,8.59375,-0.78125,0.0
303,2.719,7.03125,0.0,0.0
304,2.729,7.8125,-0.78125,0.0
305,2.739,7.8125,0.0,0.0
306,2.749,7.03125,0.0,0.0
307,2.759,8.59375,-0.78125,0.0
308,2.769,7.03125,0.0,0.0
309,2.779,7.8125,0.0,0.0
310,2.789,8.59375,-0.78125,0.0
311,2.799,7.03125,0.0,0.0
312,2.809,7.8125,0.0,0.0
313,2.819,7.8125,-0.78125,0.0
314,2.829,7.03125,-0.78125,0.0
315,2.839,8.59375,-0.78125,0.0
