,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,7.26,EV_MAX_V,255
2,50.931,EV_APOGEE,0
3,50.931,EV_APOGEE,1
4,53.931,EV_APOGEE,2
5,53.931,EV_APOGEE,3
6,55.431,EV_APOGEE,4
7,55.431,EV_APOGEE,5
8,58.431,EV_APOGEE,6
9,317.921,EV_POST_APOGEE,0
10,317.921,EV_POST_APOGEE,1
11,319.421,EV_POST_APOGEE,2
12,319.421,EV_POST_APOGEE,3
13,320.921,EV_POST_APOGEE,4
