,ts,error
231,85.979,4112
232,86.339,12304
233,86.989,4112
234,87.079,12304
235,87.689,4112
236,87.779,12304
237,88.569,4112
238,88.659,12304
239,88.729,4112
240,89.179,12304
241,91.549,4112
242,91.719,12304
243,93.169,4112
244,93.259,12304
245,94.199,4112
246,94.369,12304
247,95.129,4112
248,95.289,12304
249,98.109,4112
250,98.199,12304
251,98.599,4112
252,98.799,12304
253,98.879,4112
254,99.089,12304
255,99.139,4112
256,99.589,12304
257,100.029,4112
258,100.119,12304
259,100.249,4112
260,100.349,12304
261,100.409,4112
262,100.679,12304
263,100.769,4112
264,100.859,12304
265,101.039,4112
266,101.129,12304
267,101.229,4112
268,101.389,12304
269,102.129,4112
270,102.219,12304
271,102.729,4112
272,102.819,12304
273,103.639,4112
274,103.729,12304
275,105.459,4112
276,105.549,12304
277,106.199,4112
278,106.289,12304
279,107.699,4112
280,107.789,12304
281,108.299,4112
282,108.389,12304
283,108.759,4112
284,108.989,12304
285,109.059,4112
286,109.199,12304
287,109.419,4112
288,109.509,12304
289,109.959,4112
290,110.049,12304
291,110.379,4112
292,110.479,12304
293,113.879,4112
294,114.439,12304
295,114.559,4112
296,114.649,12304
297,115.819,4112
298,115.979,12304
299,116.639,4112
300,116.729,12304
301,117.659,4112
302,117.749,12304
303,117.829,4112
304,117.929,12304
305,119.329,4112
306,119.439,12304
307,120.389,4112
308,120.489,12304
309,120.559,4112
310,120.649,12304
311,121.269,4112
312,121.359,12304
313,121.509,4112
314,121.599,12304
315,125.879,4112
316,125.979,12304
317,126.919,4112
318,127.009,12304
319,127.899,4112
320,127.989,12304
321,127.999,4112
322,128.199,12304
323,128.259,4112
324,128.349,12304
325,128.419,4112
326,128.509,12304
327,128.549,4112
328,128.639,12304
329,129.479,4112
330,129.569,12304
331,129.609,4112
332,129.699,12304
333,129.839,4112
334,129.929,12304
335,130.019,4112
336,130.179,12304
337,130.459,4112
338,130.549,12304
339,130.609,4112
340,130.699,12304
341,131.019,4112
342,131.119,12304
343,131.189,4112
344,131.299,12304
345,131.329,4112
346,131.929,12304
347,132.009,4112
348,132.119,12304
349,132.639,4112
350,132.729,12304
351,132.989,4112
352,133.089,12304
353,133.359,4112
354,133.609,12304
355,135.479,4112
356,135.569,12304
357,135.789,4112
358,135.879,12304
359,137.579,4112
360,137.669,12304
361,137.769,4112
362,137.859,12304
363,138.059,4112
364,138.279,12304
365,138.339,4112
366,138.489,12304
367,138.649,4112
368,138.739,12304
369,138.819,4112
370,139.089,12304
371,139.139,4112
372,140.079,12304
373,140.289,4112
374,140.399,12304
375,140.489,4112
376,140.629,12304
377,140.689,4112
378,140.899,12304
379,141.159,4112
380,141.399,12304
381,141.549,4112
382,141.639,12304
383,141.809,4112
384,141.899,12304
385,143.559,4112
386,143.879,12304
387,143.989,4112
388,144.079,12304
389,144.169,4112
390,144.259,12304
391,144.299,4112
392,144.389,12304
393,145.099,4112
394,145.189,12304
395,145.329,4112
396,145.419,12304
397,145.899,4112
398,146.229,12304
399,146.469,4112
400,146.559,12304
401,146.619,4112
402,147.479,12304
403,147.529,4112
404,147.619,12304
405,147.869,4112
406,147.959,12304
407,148.439,4112
408,148.639,12304
409,148.659,4112
410,148.759,12304
411,148.799,4112
412,149.299,12304
413,149.469,4112
414,149.729,12304
415,150.639,4112
416,150.729,12304
417,150.749,4112
418,150.869,12304
419,151.259,4112
420,151.569,12304
421,152.419,4112
422,152.509,12304
423,152.579,4112
424,152.819,12304
425,153.159,4112
426,153.549,12304
427,153.639,4112
428,153.729,12304
429,153.739,4112
430,153.919,12304
431,154.069,4112
432,154.159,12304
433,154.179,4112
434,154.589,12304
435,156.009,4112
436,156.099,12304
437,156.269,4112
438,156.429,12304
439,156.599,4112
440,156.919,12304
441,156.929,4112
442,157.429,12304
443,158.219,4112
444,158.309,12304
445,158.929,4112
446,159.099,12304
447,159.219,4112
448,159.319,12304
449,159.549,4112
450,159.689,12304
451,160.449,4112
452,160.539,12304
453,160.639,4112
454,160.729,12304
455,161.039,4112
456,161.129,12304
457,161.209,4112
458,161.299,12304
459,161.349,4112
460,161.759,12304
461,162.189,4112
462,162.279,12304
463,162.759,4112
464,163.239,12304
465,163.619,4112
466,163.769,12304
467,163.809,4112
468,163.989,12304
469,164.019,4112
470,164.279,12304
471,164.369,4112
472,164.729,12304
473,164.779,4112
474,164.909,12304
475,165.069,4112
476,165.159,12304
477,165.199,4112
478,165.289,12304
479,165.379,4112
480,165.469,12304
481,166.779,4112
482,166.869,12304
483,167.039,4112
484,167.129,12304
485,168.269,4112
486,168.359,12304
487,168.609,4112
488,168.699,12304
489,168.749,4112
490,168.839,12304
491,168.999,4112
492,169.089,12304
493,169.509,4112
494,169.689,12304
495,170.679,4112
496,170.829,12304
497,170.839,4112
498,170.929,12304
499,170.969,4112
500,171.159,12304
501,171.249,4112
502,171.339,12304
503,171.349,4112
504,171.439,12304
505,171.619,4112
506,171.709,12304
507,171.729,4112
508,171.969,12304
509,172.369,4112
510,173.159,12304
511,173.829,4112
512,175.169,12304
513,175.409,4112
514,175.499,12304
515,175.969,4112
516,176.149,12304
517,176.769,4112
518,176.949,12304
519,176.989,4112
520,177.179,12304
521,177.359,4112
522,177.519,12304
523,177.569,4112
524,177.659,12304
525,177.779,4112
526,177.869,12304
527,178.099,4112
528,178.189,12304
529,178.259,4112
530,178.849,12304
531,178.939,4112
532,179.109,12304
533,179.309,4112
534,179.439,12304
535,179.719,4112
536,179.869,12304
537,179.959,4112
538,180.189,12304
539,180.229,4112
540,180.319,12304
541,180.409,4112
542,180.519,12304
543,180.669,4112
544,181.229,12304
545,181.249,4112
546,181.679,12304
547,181.689,4112
548,182.609,12304
549,182.649,4112
550,183.749,12304
551,183.829,4112
552,186.129,12304
553,186.659,4112
554,186.749,12304
555,186.849,4112
556,186.959,12304
557,187.049,4112
558,187.139,12304
559,187.259,4112
560,187.379,12304
561,187.479,4112
562,188.469,12304
563,188.499,4112
564,189.469,12304
565,189.559,4112
566,190.089,12304
567,190.129,4112
568,190.959,12304
569,190.969,4112
570,191.309,12304
571,191.319,4112
572,191.649,12304
573,191.689,4112
574,191.849,12304
575,191.889,4112
576,192.089,12304
577,192.099,4112
578,192.429,12304
579,192.439,4112
580,192.549,12304
581,192.569,4112
582,193.979,12304
583,194.029,4112
584,194.249,12304
585,194.279,4112
586,195.079,12304
587,195.089,4112
588,195.329,12304
589,195.349,4112
590,196.179,12304
591,196.929,4112
592,198.019,12304
593,198.149,4112
594,198.239,12304
595,198.589,4112
596,199.079,12304
597,199.129,4112
598,200.869,12304
599,200.879,4112
600,201.129,12304
601,201.139,4112
602,202.379,12304
603,202.459,4112
604,203.029,12304
605,203.609,4112
606,204.379,12304
607,204.469,4112
608,204.759,12304
609,204.819,4112
610,206.379,12304
611,206.409,4112
612,207.259,12304
613,207.359,4112
614,207.449,12304
615,207.589,4112
616,207.759,12304
617,208.139,4112
618,208.399,12304
619,208.409,4112
620,208.579,12304
621,208.759,4112
622,208.869,12304
623,208.899,4112
624,209.999,12304
625,210.029,4112
626,210.119,12304
627,210.159,4112
628,210.239,12304
629,210.359,4112
630,210.449,12304
631,210.479,4112
632,210.649,12304
633,210.659,4112
634,211.859,12304
635,211.869,4112
636,212.129,12304
637,212.169,4112
638,212.379,12304
639,212.389,4112
640,212.479,12304
641,212.519,4112
642,212.599,12304
643,212.609,4112
644,213.899,12304
645,213.909,4112
646,214.389,12304
647,214.399,4112
648,214.789,12304
649,214.799,4112
650,214.969,12304
651,215.179,4112
652,216.049,12304
653,216.059,4112
654,218.989,12304
655,219.009,4112
656,219.719,12304
657,219.749,4112
658,220.289,12304
659,220.329,4112
660,220.889,12304
661,220.959,4112
662,221.819,12304
663,221.839,4112
664,221.969,12304
665,221.999,4112
666,222.299,12304
667,222.319,4112
668,222.509,12304
669,222.559,4112
670,222.909,12304
671,222.949,4112
672,223.629,12304
673,223.679,4112
674,223.789,12304
675,223.879,4112
676,224.059,12304
677,224.129,4112
678,224.399,12304
679,224.479,4112
680,225.279,12304
681,225.289,4112
682,225.509,12304
683,225.519,4112
684,227.569,12304
685,227.579,4112
686,229.989,12304
687,230.009,4112
688,230.219,12304
689,230.229,4112
690,230.549,12304
691,230.559,4112
692,232.639,12304
693,232.649,4112
694,233.889,12304
695,233.919,4112
696,234.019,12304
697,234.069,4112
698,234.349,12304
699,234.379,4112
700,234.859,12304
701,234.879,4112
702,235.649,12304
703,235.789,4112
704,235.909,12304
705,235.929,4112
706,236.579,12304
707,236.619,4112
708,236.939,12304
709,236.959,4112
710,237.309,12304
711,237.319,4112
712,237.479,12304
713,237.569,4112
714,237.889,12304
715,237.999,4112
716,238.089,12304
717,238.099,4112
718,238.619,12304
719,238.639,4112
720,239.719,12304
721,239.739,4112
722,239.909,12304
723,240.059,4112
724,240.149,12304
725,240.179,4112
726,240.269,12304
727,240.389,4112
728,240.479,12304
729,240.509,4112
730,240.599,12304
731,240.629,4112
732,241.319,12304
733,241.339,4112
734,241.429,12304
735,241.439,4112
736,241.529,12304
737,241.589,4112
738,242.919,12304
739,242.959,4112
740,243.129,12304
741,243.199,4112
742,243.559,12304
743,243.609,4112
744,243.699,12304
745,243.809,4112
746,244.299,12304
747,244.319,4112
748,247.299,12304
749,247.309,4112
750,248.009,12304
751,248.039,4112
752,248.159,12304
753,248.339,4112
754,250.369,12304
755,250.379,4112
756,250.949,12304
757,250.999,4112
758,252.569,12304
759,252.619,4112
760,253.769,12304
761,253.809,4112
762,255.259,12304
763,255.279,4112
764,255.779,12304
765,255.899,4112
766,257.489,12304
767,258.269,4112
768,258.359,12304
769,258.879,4112
770,260.989,12304
771,261.059,4112
772,261.699,12304
773,261.799,4112
774,261.889,12304
775,262.309,4112
776,263.769,12304
777,263.779,4112
778,263.869,12304
779,263.919,4112
780,264.219,12304
781,264.249,4112
782,264.339,12304
783,264.799,4112
784,264.989,12304
785,265.059,4112
786,265.689,12304
787,265.749,4112
788,265.839,12304
789,266.379,4112
790,266.499,12304
791,266.539,4112
792,266.709,12304
793,266.759,4112
794,266.999,12304
795,267.029,4112
796,267.359,12304
797,267.379,4112
798,269.059,12304
799,269.069,4112
800,269.459,12304
801,269.809,4112
802,269.899,12304
803,269.979,4112
804,270.099,12304
805,270.139,4112
806,271.089,12304
807,271.109,4112
808,271.589,12304
809,271.599,4112
810,272.709,12304
811,272.889,4112
812,272.979,12304
813,273.079,4112
814,273.409,12304
815,273.489,4112
816,273.869,12304
817,273.919,4112
818,274.059,12304
819,274.109,4112
820,274.259,12304
821,274.329,4112
822,274.529,12304
823,274.549,4112
824,274.719,12304
825,274.769,4112
826,275.849,12304
827,275.909,4112
828,276.039,12304
829,276.049,4112
830,276.239,12304
831,276.329,4112
832,277.489,12304
833,277.619,4112
834,277.709,12304
835,277.769,4112
836,277.859,12304
837,277.869,4112
838,277.969,12304
839,277.979,4112
840,278.269,12304
841,278.309,4112
842,278.519,12304
843,278.539,4112
844,279.029,12304
845,279.039,4112
846,280.289,12304
847,280.299,4112
848,280.529,12304
849,280.539,4112
850,280.659,12304
851,280.699,4112
852,280.819,12304
853,280.859,4112
854,281.189,12304
855,281.209,4112
856,281.409,12304
857,281.549,4112
858,282.249,12304
859,282.259,4112
860,282.779,12304
861,282.809,4112
862,282.929,12304
863,283.189,4112
864,283.279,12304
865,283.399,4112
866,283.509,12304
867,283.729,4112
868,283.819,12304
869,284.409,4112
870,285.129,12304
871,285.139,4112
872,285.309,12304
873,285.319,4112
874,285.739,12304
875,285.889,4112
876,285.989,12304
877,286.069,4112
878,286.229,12304
879,286.239,4112
880,286.329,12304
881,286.379,4112
882,288.679,12304
883,288.709,4112
884,288.979,12304
885,289.079,4112
886,289.469,12304
887,289.479,4112
888,289.569,12304
889,289.669,4112
890,290.159,12304
891,290.189,4112
892,290.279,12304
893,290.289,4112
894,291.169,12304
895,291.179,4112
896,291.899,12304
897,292.099,4112
898,292.339,12304
899,292.359,4112
900,292.539,12304
901,292.569,4112
902,292.689,12304
903,292.719,4112
904,293.189,12304
905,293.209,4112
906,293.409,12304
907,293.419,4112
908,294.119,12304
909,294.199,4112
910,294.559,12304
911,294.659,4112
912,294.809,12304
913,294.849,4112
914,295.589,12304
915,295.629,4112
916,297.199,12304
917,297.209,4112
918,297.339,12304
919,297.569,4112
920,298.599,12304
921,298.609,4112
922,299.459,12304
923,299.489,4112
924,299.579,12304
925,299.979,4112
926,300.369,12304
927,300.429,4112
928,300.539,12304
929,300.599,4112
930,300.999,12304
931,301.099,4112
932,301.189,12304
933,301.259,4112
934,302.119,12304
935,302.129,4112
936,302.929,12304
937,302.939,4112
938,303.029,12304
939,303.499,4112
940,303.629,12304
941,303.639,4112
942,303.729,12304
943,303.929,4112
944,304.019,12304
945,304.339,4112
946,304.429,12304
947,304.519,4112
948,305.339,12304
949,305.349,4112
950,305.799,12304
951,305.809,4112
952,305.919,12304
953,305.999,4112
954,306.679,12304
955,306.709,4112
956,307.499,12304
957,307.539,4112
958,307.839,12304
959,307.869,4112
960,310.739,12304
961,310.839,4112
962,313.019,12304
963,313.079,4112
964,313.169,12304
965,313.179,4112
966,313.619,12304
967,313.629,4112
968,313.819,12304
969,313.829,4112
970,314.299,12304
971,314.389,4112
972,315.499,12304
973,315.529,4112
974,316.059,12304
975,316.209,4112
976,316.299,12304
977,316.319,4112
978,317.979,12304
979,318.099,4112
980,318.429,12304
981,318.869,12368
982,318.869,12496
983,318.869,28880
984,318.899,20688
985,318.899,4304
986,318.929,4240
987,318.929,4112
988,319.029,4176
989,319.029,4304
990,319.069,4240
991,319.069,4112
992,319.079,4176
993,319.079,4304
994,319.099,4240
995,319.099,4112
996,319.249,12304
997,319.279,4112
998,319.399,4176
999,319.399,4304
1000,319.409,4176
1001,319.419,4304
1002,319.429,4240
1003,319.429,4112
1004,319.439,4176
1005,319.439,4304
1006,319.459,4240
1007,319.459,4112
1008,319.469,4176
1009,319.469,4304
1010,319.499,4240
1011,319.499,4112
1012,319.569,4176
1013,319.579,4112
1014,319.689,4176
1015,319.689,4304
1016,319.849,4240
1017,319.849,4112
1018,319.859,4176
1019,319.859,4304
1020,319.869,4240
1021,319.869,4112
1022,319.979,4176
1023,319.979,4304
1024,319.989,4240
1025,319.989,4112
1026,320.089,4176
1027,320.089,4304
1028,320.099,12496
1029,320.099,28880
1030,320.109,20688
1031,320.109,4304
1032,320.139,4240
1033,320.139,4112
1034,320.149,4176
1035,320.149,4304
1036,320.159,4240
1037,320.159,4112
1038,320.289,12304
1039,320.639,4112
1040,320.759,12304
1041,320.769,4112
1042,320.849,12304
1043,320.869,4112
1044,320.989,12304
1045,321.109,4112
1046,321.269,12304
1047,321.599,4112
1048,322.159,12304
1049,322.649,4112
1050,322.739,12304
