,ts,error
0,-0.351,12304
1,-0.331,4112
2,-0.161,12304
3,-0.141,4112
4,-0.061,12304
5,-0.051,4112
6,0.119,12304
7,0.169,4112
8,4.019,12304
9,4.089,4112
10,4.219,12304
11,4.389,4112
12,4.479,12304
13,4.489,4112
14,5.549,12304
15,5.729,4112
16,5.959,12304
17,5.999,4112
18,7.289,12304
19,7.319,4112
20,8.309,12304
21,8.359,4112
22,8.739,12304
23,8.769,4112
24,8.909,12304
25,9.029,4112
26,9.119,12304
27,9.199,4112
28,9.289,12304
29,9.499,4112
30,9.589,12304
31,9.999,4112
32,10.089,12304
33,10.239,4112
34,10.329,12304
35,10.449,4112
36,10.539,12304
37,10.559,4112
38,10.649,12304
39,10.849,4112
40,10.959,12304
41,10.969,4112
42,11.059,12304
43,11.149,4112
44,11.809,12304
45,11.819,4112
46,12.799,12304
47,12.839,4112
48,15.449,12304
49,15.509,4112
50,15.959,12304
51,15.999,4112
52,16.139,12304
53,16.149,4112
54,16.419,12304
55,16.439,4112
56,16.579,12304
57,16.589,4112
58,16.749,12304
59,16.829,4112
60,16.979,12304
61,17.389,4112
62,18.409,12304
63,18.419,4112
64,18.749,12304
65,18.769,4112
66,18.899,12304
67,19.299,4112
68,19.559,12304
69,19.659,4112
70,19.749,12304
71,21.119,4112
72,21.279,12304
73,21.379,4112
74,21.469,12304
75,21.719,4112
76,21.869,12304
77,21.999,4112
78,22.159,12304
79,22.179,4112
80,22.269,12304
81,22.309,4112
82,22.579,12304
83,22.599,4112
84,23.579,12304
85,23.589,4112
86,23.939,12304
87,23.949,4112
88,24.119,12304
89,24.139,4112
90,24.489,12304
91,24.599,4112
92,24.779,12304
93,24.959,4112
94,25.049,12304
95,25.159,4112
96,25.249,12304
97,25.369,4112
98,25.469,12304
99,25.819,4112
100,25.909,12304
101,38.329,4112
102,38.419,12304
103,39.009,4112
104,39.099,12304
105,39.709,4112
106,39.799,12304
107,41.889,4112
108,41.979,12304
109,42.419,4112
110,42.509,12304
111,42.969,4112
112,43.059,12304
113,44.119,4112
114,44.209,12304
115,44.589,4112
116,44.679,12304
117,44.909,4112
118,44.999,12304
119,45.119,4112
120,45.209,12304
121,45.439,4112
122,45.529,12304
123,45.569,4112
124,45.659,12304
125,45.829,4112
126,45.919,12304
127,45.949,4112
128,46.039,12304
129,46.229,4112
130,46.319,12304
131,46.349,4112
132,46.439,12304
133,47.459,4112
134,47.549,12304
135,48.829,4112
136,48.919,12304
137,49.509,4112
138,49.599,12304
139,49.629,4112
140,49.719,12304
141,49.849,4112
142,49.939,12304
143,50.839,4112
144,51.139,12304
145,51.659,4112
146,51.749,12304
147,52.039,4112
148,52.129,12304
149,52.359,4112
150,52.449,12304
151,52.849,4112
152,53.159,12304
153,53.179,4112
154,54.209,12304
155,54.269,4112
156,54.469,12304
157,54.529,4112
158,54.619,12304
159,54.789,4112
160,55.109,12304
161,55.119,4112
162,55.409,12304
163,55.459,4112
164,55.549,12304
165,56.009,4112
166,56.329,12304
167,56.579,4112
168,57.059,12304
169,57.549,4112
170,57.659,12304
171,58.049,4112
172,58.219,12304
173,58.309,4112
174,58.479,12304
175,58.499,4112
176,58.939,12304
177,59.029,4112
178,59.219,12304
179,59.239,4112
180,59.609,12304
181,59.769,4112
182,59.899,12304
183,59.919,4112
184,60.099,12304
185,60.109,4112
186,60.199,12304
187,60.249,4112
188,60.509,12304
189,60.789,4112
190,60.889,12304
191,61.089,4112
192,61.469,12304
193,61.509,4112
194,61.599,12304
195,64.749,4112
196,64.839,12304
197,65.009,4112
198,65.119,12304
199,66.119,4112
200,66.209,12304
201,68.709,4112
202,68.869,12304
203,70.889,4112
204,70.979,12304
205,72.559,4112
206,72.659,12304
207,73.409,4112
208,73.559,12304
209,73.569,4112
210,73.659,12304
211,73.819,4112
212,73.909,12304
213,75.759,4112
214,76.109,12304
215,76.179,4112
216,76.269,12304
217,76.959,4112
218,77.049,12304
219,78.549,4112
220,78.809,12304
221,80.109,4112
222,80.199,12304
223,83.069,4112
224,83.289,12304
225,83.389,4112
226,83.819,12304
227,84.039,4112
228,84.429,12304
229,85.159,4112
230,85.649,12304
